,name,source_facility_type,ages,capacity,infant,toddler,school_age,facility_type,full_address,provider
600,ORIGINS NLC 712,Full-time Centre,Preschool,60.0,N,Y,N,Day Care,4 Landing Court Quispamsis E2E 4R2 (506) 634-1979,Province of New Brunswick
601,ORIGINS NLC 745,Part-time Centre,School-age,43.0,N,N,Y,Day Care,487 Woodward Avenue Saint John E2K 4N1 (506) 644-8044,Province of New Brunswick
602,Oromocto Day Care Centre,Full-time Centre,"Infant, Preschool",55.0,Y,Y,N,Day Care,38 Iroqouis Avenue Oromocto E2V 2A1 (506) 357-8428,Province of New Brunswick
603,Oromocto West Child Care Centre,Part-time Centre,School-age,60.0,N,N,Y,Day Care,855 Waasis Road Oromocto E2V 2N5 (506) 446-3010,Province of New Brunswick
604,Our Happy Place,Home,School-age,9.0,N,N,Y,Home,102 Mathilde Street Dieppe E1A 7V2 (506) 383-5037,Province of New Brunswick
605,Owls and Friends Learning Tree,Full-time Centre,"Infant, Preschool, School-age",37.0,Y,Y,Y,Day Care,15 Karen Drive Moncton E1C 9B1 (506) 857-1346,Province of New Brunswick
606,PASSAMAQUODDY DAY CARE CENTRE,Full-time Centre,"Infant, Preschool, School-age",59.0,Y,Y,Y,Day Care,390 Montague Street Saint Andrews E5B 1J8 (506) 529-3072,Province of New Brunswick
607,Passe-Port 5-12,Part-time Centre,School-age,60.0,N,N,Y,Day Care,10 avenue De L'cole Saint-Jacques Saint-Jacques E7B 1E7 (506) 739-6755,Province of New Brunswick
608,PCS Afterschoolers on Main,Part-time Centre,School-age,30.0,N,N,Y,Day Care,121 Main Street Fredericton E3A 1C6 (506) 458-8980,Province of New Brunswick
609,PENINSULA PRESCHOOL ASSOCIATION,Part-time Centre,Preschool,23.0,N,Y,N,Day Care,3950 845 Route Kingston E5N 1E9 (506) 763-3228,Province of New Brunswick
610,PENNFIELD DAYCARE,Full-time Centre,"Infant, Preschool, School-age",33.0,Y,Y,Y,Day Care,81 176 Route Pennfield E5H 1V3 (506) 456-2676,Province of New Brunswick
611,PETITCODIAC BOYS & GIRLS CLUB AFTERSCHOOL KIDS KLUB,Part-time Centre,School-age,36.0,N,N,Y,Day Care,45 Corey Avenue Petitcodiac E4Z 4G3 (506) 756-2841,Province of New Brunswick
612,Petitcodiac Boys & Girls Club's Early Learning Centre,Full-time Centre,"Infant, Preschool",44.0,Y,Y,N,Day Care,45 Corey Avenue Petitcodiac E4Z 4G3 (506) 756-2841,Province of New Brunswick
613,Petite cole Marika,Part-time Centre,Preschool,18.0,N,Y,N,Day Care,1365 chemin Tobique Drummond E3Y 2P4 (506) 473-7760,Province of New Brunswick
614,PIROUETTE-CACAHOUETE,Home,School-age,9.0,N,N,Y,Home,24 Street Lady Russell Moncton E1E 0C2 (506) 855-9328,Province of New Brunswick
615,Pitter Patter Daycare,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,102 Traynor Street Riverview E1B 3B2 (506) 232-1099,Province of New Brunswick
616,Play Learn Grow: Early Learning Childcare Home,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,25 Richard Street Perth-Andover E7H 3W7 (506) 426-0506,Province of New Brunswick
617,Play With Purpose Childcare,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,87 Burnham Court Fredericton E3B 5T8 (506) 470-0337,Province of New Brunswick
618,"Play, Laugh, Grow Learning Centre",Part-time Centre,School-age,60.0,N,N,Y,Day Care,76 Emmanuel rue Dieppe E1A 2J5 (506) 857-3807,Province of New Brunswick
619,"Play, Laugh, Grow Learning Centre 2",Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,76 Emmanuel rue Dieppe E1A 2J5 (506) 857-3807,Province of New Brunswick
620,PLAYSCHOOL,Full-time Centre,Preschool,25.0,N,Y,N,Day Care,A 223 Main Street Sackville E4L 3A7 (506) 536-1837,Province of New Brunswick
621,POLKADOTS THE KIDS SPOT,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,15 Marr Road Rothesay E2E 2R5 (506) 849-0252,Province of New Brunswick
622,POLKADOTS THE KIDS SPOT PRESCHOOL AND AFTERSCHOOL,Part-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,15 Marr Road Rothesay E2E 2R5 (506) 849-0252,Province of New Brunswick
623,PORTER STREET PRESCHOOL AND AFTER SCHOOL PROGRAM,Full-time Centre,School-age,15.0,N,N,Y,Day Care,197 Porter Street Saint John E2M 0A4 (506) 672-2683,Province of New Brunswick
624,Powerplay Academy Moncton 5,Full-time Centre,"Infant, School-age",54.0,Y,N,Y,Day Care,1220 Ryan Street Moncton E1G 2V6 (506) 854-7529,Province of New Brunswick
625,Powerplay Academy Moncton 6,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,1220 Ryan Street Moncton E1G 2V6 (506) 854-7529,Province of New Brunswick
626,PRECIOUS LITTLE ONES DAYCARE,Full-time Centre,"Preschool, School-age",35.0,N,Y,Y,Day Care,97 Vincent Road Quispamsis E2E 1S9 (506) 847-2327,Province of New Brunswick
627,PRECIOUS LITTLE ONES PRESCHOOL AND AFTERSCHOOL CENTRE,Part-time Centre,"Preschool, School-age",34.0,N,Y,Y,Day Care,97 Vincent Road Quispamsis E2E 1S9 (506) 847-2327,Province of New Brunswick
628,Preschool in the Park,Full-time Centre,"Infant, Preschool",57.0,Y,Y,N,Day Care,200 30 Knowledge Park Drive Fredericton E3C 2R2 (506) 454-7235,Province of New Brunswick
629,PSC Barker's Point After School Program & Preschool,Part-time Centre,"Preschool, School-age",30.0,N,Y,Y,Day Care,2 85 Melissa Street Richibucto Road E3A 6V9 (506) 476-3442,Province of New Brunswick
630,Pure Learning,Full-time Centre,"Preschool, School-age",56.0,N,Y,Y,Day Care,Onondaga Street Oromocto E2V 2P4 (506) 478-8958,Province of New Brunswick
631,Pure Learning - The Early Years,Full-time Centre,"Infant, Preschool",50.0,Y,Y,N,Day Care,Onondaga Street Oromocto E2V 2P4 (506) 357-2323,Province of New Brunswick
632,QUISPAMSIS AFTER SCHOOL PROGRAM,Part-time Centre,School-age,38.0,N,N,Y,Day Care,290 Hampton Road Quispamsis E2E 4N1 (506) 646-0679,Province of New Brunswick
633,RAINBOWS AND DREAMS,Home,School-age,9.0,N,N,Y,Home,30 Red Oak Drive Irishtown E1H 2K3 (506) 383-9183,Province of New Brunswick
634,RAINBOWS AND STARS DAY CARE,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,261 Reade Street Moncton E1C 6S9 (506) 855-0573,Province of New Brunswick
635,REACH FOR THE STARS PRESCHOOL,Part-time Centre,Preschool,14.0,N,Y,N,Day Care,951 Main Street Hampton E5N 6E4 (506) 832-1949,Province of New Brunswick
636,Reaching for Rainbows,Full-time Centre,"Infant, Preschool",54.0,Y,Y,N,Day Care,145 Lakeside Drive Riverview E1B 4K7 (506) 389-1442,Province of New Brunswick
637,Reaching for Rainbows After School Program,Part-time Centre,School-age,30.0,N,N,Y,Day Care,600 Coverdale Road Riverview E1B 3K6 (506) 389-1442,Province of New Brunswick
638,Ready For School FRFRC,Full-time Centre,"Preschool, School-age",46.0,N,Y,Y,Day Care,60 Veterans Drive Fredericton E3A 4C3 (506) 474-0252,Province of New Brunswick
639,RHYMES AND CHYMES DAYCARE,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,130 Golden Grove Road Saint John E2H 1W8 (506) 648-1106,Province of New Brunswick
640,Rising Stars Daycare,Full-time Centre,"Infant, Preschool, School-age",41.0,Y,Y,Y,Day Care,6 Kay Street Petitcodiac E4Z 4K6 (506) 331-1000,Province of New Brunswick
641,Rita's Fun Place 2B,Home,School-age,9.0,N,N,Y,Home,440 555 Route Bedell E7M 4R2 (506) 328-3017,Province of New Brunswick
642,RIVER VALLEY PRESCHOOL & DAYCARE,Full-time Centre,Preschool,30.0,N,Y,N,Day Care,24 Epworth Park Grand Bay-Westfield E5K 1W3 (506) 738-8103,Province of New Brunswick
643,RIVERSIDE MONTESSORI LEARNING CENTRE INC,Full-time Centre,"Preschool, School-age",40.0,N,Y,Y,Day Care,717 Woodstock Road Fredericton E3B 5N8 (506) 454-2052,Province of New Brunswick
644,RIVERVIEW RIDDLES AND RHYMES CHILDCARE,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,567 Coverdale Road Riverview E1B 3K7 (506) 387-4989,Province of New Brunswick
645,RIVERVIEW YOUTH CONNECTION,Part-time Centre,School-age,60.0,N,N,Y,Day Care,567 Coverdale Road Riverview E1B 3K7 (506) 387-4989,Province of New Brunswick
646,ROCHE PAPIER CISEAUX,Full-time Centre,"Infant, Preschool",54.0,Y,Y,N,Day Care,85 Street Bonaccord Moncton E1C 5K8 (506) 854-0230,Province of New Brunswick
647,ROCHE PAPIER STUDIO 1,Part-time Centre,School-age,60.0,N,N,Y,Day Care,98 Street Bonaccord Moncton E1C 5L1 (506) 874-0944,Province of New Brunswick
648,ROCHE PAPIER STUDIO 2,Part-time Centre,School-age,30.0,N,N,Y,Day Care,98 Street Bonaccord Moncton E1C 5L1 (506) 874-0944,Province of New Brunswick
649,ROCHE PAPIER STYLO - MONCTON,Full-time Centre,"Preschool, School-age",55.0,N,Y,Y,Day Care,85 Street Bonaccord Moncton E1C 5K8 (506) 854-0230,Province of New Brunswick
650,Roche Papier Stylo 2,Full-time Centre,Preschool,10.0,N,Y,N,Day Care,85 Street Bonaccord Moncton E1C 5K8 (506) 854-0230,Province of New Brunswick
651,ROCK A BYE DAYCARE,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,1 Baxter Road Saint John E2H 2V5 (506) 214-2333,Province of New Brunswick
652,ROTHESAY NURSERY SCHOOL,Part-time Centre,Preschool,24.0,N,Y,N,Day Care,7 Gondola Point Road Rothesay E2E 5J6 (506) 847-1810,Province of New Brunswick
653,Rugrats Childcare Centre,Full-time Centre,"Infant, Preschool",53.0,Y,Y,N,Day Care,1666 Lincoln Road Fredericton E3B 8J6 (506) 459-7529,Province of New Brunswick
654,Runts N' Rascals,Full-time Centre,"Infant, Preschool, School-age",59.0,Y,Y,Y,Day Care,206 429 New Maryland Highway New Maryland E3C 2H6 (506) 206-5437,Province of New Brunswick
655,S.K. Lee's Tae Kwon Do Academy and Afterschool Program,Part-time Centre,School-age,30.0,N,N,Y,Day Care,5 440 Kimble Drive Fredericton E3B 0K5 (506) 206-0595,Province of New Brunswick
656,SAFARI SOCIAL,Full-time Centre,Preschool,46.0,N,Y,N,Day Care,55 rue Englehart Dieppe E1A 8K2 (506) 386-2262,Province of New Brunswick
657,SAFARI SOCIAL 2,Full-time Centre,Preschool,56.0,N,Y,N,Day Care,55 rue Englehart Dieppe E1A 8K2 (506) 386-2262,Province of New Brunswick
658,SALISBURY BOYS AND GIRLS CLUB,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,2699 Fredericton Road Salisbury E4J 2E1 (506) 372-5873,Province of New Brunswick
659,SANDBOX MEMORIES CHILDCARE,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,110 Doncaster Drive Quispamsis E2E 1R2 (506) 607-3041,Province of New Brunswick
660,School Street Child Care,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,201 School Street Woodstock E7M 0G7 (506) 324-3526,Province of New Brunswick
661,Seaside Park After School Care,Part-time Centre,School-age,60.0,N,N,Y,Day Care,627 Havelock Street Saint John E2M 2V4 (506) 634-2011,Province of New Brunswick
662,Seawood Early Childcare Centre,Full-time Centre,"Infant, Preschool",50.0,Y,Y,N,Day Care,859 Sand Cove Road Saint John E2M 3E5 (506) 640-2463,Province of New Brunswick
663,Seawood Early Childcare Centre #2,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,859 Sand Cove Road Saint John E2M 3E5 (506) 640-2463,Province of New Brunswick
664,SEEDS AFTER SCHOOL CENTRE,Part-time Centre,School-age,55.0,N,N,Y,Day Care,776 Main Street Hampton E5N 6E1 (506) 609-7766,Province of New Brunswick
665,Serious Fun Childcare,Full-time Centre,"Preschool, School-age",54.0,N,Y,Y,Day Care,98 New Maryland Highway New Maryland E3C 1H6 (506) 999-7474,Province of New Brunswick
666,Serious Fun Infant and Toddler,Full-time Centre,"Infant, Preschool",22.0,Y,Y,N,Day Care,96 New Maryland Highway New Maryland E3C 1H6 (506) 455-0160,Province of New Brunswick
667,SERVICE APRES-CLASSE DE LA MAISON DES JEUNES L'ACADO,Part-time Centre,School-age,60.0,N,N,Y,Day Care,715 Street Priestman Fredericton E3B 5W7 (506) 453-5929,Province of New Brunswick
668,SERVICE DE GARDE CHEZ TIAGO CHILDCARE SERVICES,Full-time Centre,"Infant, Preschool, School-age",45.0,Y,Y,Y,Day Care,47 Street Drummond Moncton E1A 2Z3 (506) 204-2123,Province of New Brunswick
669,Service de garde du Phare familial,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,46 rue Upton Moncton E1E 3Z1 (506) 856-4943,Province of New Brunswick
670,Service de garde du Phare familial 2,Part-time Centre,School-age,25.0,N,N,Y,Day Care,46 rue Upton Moncton E1E 3Z1 (506) 856-4943,Province of New Brunswick
671,SERVICE DE GARDE LES TOUTOUS,Full-time Centre,"Preschool, School-age",14.0,N,Y,Y,Day Care,22 Drive Glencoe Moncton E1A 4W6 (506) 383-9462,Province of New Brunswick
672,SERVICES DE GARDE CHEZ TIAGO CHILDCARE SERVICES,Part-time Centre,School-age,24.0,N,N,Y,Day Care,100 rue Sunset Dieppe E1A 1T5 (506) 204-8088,Province of New Brunswick
673,SHARE A SMILE PRESCHOOL AND AFTERSCHOOL,Home,"Preschool, School-age",9.0,N,Y,Y,Home,105 Mealey Road Pennfield E5H 0A9 (506) 456-2376,Province of New Brunswick
674,Shooting Stars Afterschool Program,Part-time Centre,School-age,28.0,N,N,Y,Day Care,101 281 Restigouche Road Oromocto E2V 2H2 (506) 357-7988,Province of New Brunswick
675,Shooting Stars Daycare,Full-time Centre,"Preschool, School-age",53.0,N,Y,Y,Day Care,220 281 Restigouche Road Oromocto E2V 2H2 (506) 357-7894,Province of New Brunswick
676,Silver Birch Montessori,Home,"Preschool, School-age",6.0,N,Y,Y,Home,60 Elizabeth Parkway Rothesay E2H 1E9 (506) 847-3367,Province of New Brunswick
677,SIMPSON DRIVE EARLY CHILDHOOD CENTRE,Full-time Centre,"Preschool, School-age",19.0,N,Y,Y,Day Care,69 Simpson Drive Saint John E2H 2C1 (506) 636-8005,Province of New Brunswick
678,Skyline Acres Recreation After School Program,Part-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,499 Canterbury Drive Fredericton E3B 4M4 (506) 472-5112,Province of New Brunswick
679,Small Blessings Childcare,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,81 Waugh Road Riverbank E7L 4H7 (506) 612-1543,Province of New Brunswick
680,Smiling Faces,Home,"Infant, Preschool",6.0,Y,Y,N,Home,9 Spiro Drive Fredericton E3B 9N4 (506) 261-8345,Province of New Brunswick
681,Smiling Flowers Childcare,Part-time Centre,School-age,14.0,N,N,Y,Day Care,11 Wilfred Avenue Fredericton E3B 9R9 (506) 470-1771,Province of New Brunswick
682,SOMERSET PRESCHOOL CENTRE,Full-time Centre,Preschool,53.0,N,Y,N,Day Care,84 Ropewalk Road Saint John E2K 2R1 (506) 652-3524,Province of New Brunswick
683,Sonshine Kids,Part-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,2290 Mountain Road Moncton E1G 1B4 (506) 204-7587,Province of New Brunswick
684,SONSHINE KIDS ACADEMY,Part-time Centre,School-age,60.0,N,N,Y,Day Care,2290 Mountain Road Moncton E1G 1B4 (506) 857-0832,Province of New Brunswick
685,SOUTH END DAY CARE CENTRE,Full-time Centre,Preschool,26.0,N,Y,N,Day Care,310 Prince William Street Saint John E2L 2C2 (506) 642-2222,Province of New Brunswick
686,Spring Roots Early Learning & Childcare Centre,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,143 Douglas Avenue Fredericton E3A 2N8 (506) 455-3222,Province of New Brunswick
687,SPROUTS EARLY EDUCATION CENTRE,Full-time Centre,"Preschool, School-age",15.0,N,Y,Y,Day Care,26 Gorham Road Quispamsis E2E 4V8 (506) 848-0193,Province of New Brunswick
688,ST. JOSEPH'S COMMUNITY PRESCHOOL AND AFTERSCHOOL PROGRAM,Part-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,4347 Loch Lomond Road Saint John E2N 1C8 (506) 653-6971,Province of New Brunswick
689,ST. MARTIN'S DAY CARE AND AFTER SCHOOL KIDS KLUB,Full-time Centre,"Preschool, School-age",31.0,N,Y,Y,Day Care,3400 134 Route Shediac Cape E4P 3J2 (506) 532-0036,Province of New Brunswick
690,ST. PAUL'S AFTER SCHOOL PROGRAM,Part-time Centre,School-age,27.0,N,N,Y,Day Care,4 Church Avenue Rothesay E2E 5G4 (506) 847-1812,Province of New Brunswick
691,ST. PAUL'S PLAYSCHOOL,Part-time Centre,Preschool,19.0,N,Y,N,Day Care,4 Morrison Avenue Sussex E4E 1P5 (506) 432-1114,Province of New Brunswick
692,STACEY'S PLAY AND LEARN PRESCHOOL,Home,"Infant, Preschool, School-age",9.0,Y,Y,Y,Home,127 Douglasfield Road Miramichi E1N 4S2 (506) 773-1098,Province of New Brunswick
693,Start Smart Family Learning Centre,Full-time Centre,"Preschool, School-age",50.0,N,Y,Y,Day Care,20 617 Route Burtts Corner E6L 2X3 (506) 363-3765,Province of New Brunswick
694,Step Ahead - Bath Family Learning Center,Full-time Centre,"Preschool, School-age",41.0,N,Y,Y,Day Care,118 School Street Bath E7J 1C4 (506) 278-3959,Province of New Brunswick
695,Stoney Creek Daycare,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,419 Stoney Creek Road Pine Glen E1J 0E2 (506) 830-1162,Province of New Brunswick
696,Sunbury West Headstart,Part-time Centre,Preschool,20.0,N,Y,N,Day Care,5 Pride's Landing Road Fredericton Junction E5L 1Y1 (506) 368-2900,Province of New Brunswick
697,SUNFLOWER DAY CARE,Part-time Centre,School-age,15.0,N,N,Y,Day Care,6 LYNCH Street Moncton E1C 3L4 (506) 388-1979,Province of New Brunswick
698,Sunny Day's and Nights Children's Center,Full-time Centre,"Infant, Preschool",30.0,Y,Y,N,Day Care,D 520 Brookside Drive Fredericton E3A 8V2 (506) 472-3297,Province of New Brunswick
699,Sunny Days Crew,Full-time Centre,Preschool,36.0,N,Y,N,Day Care,E 520 Brookside Drive Fredericton E3A 8V2 (506) 472-3297,Province of New Brunswick
700,Sunny Days Family Centre Afterschool Program,Part-time Centre,School-age,38.0,N,N,Y,Day Care,F 510 Brookside Drive Fredericton E3A 8V2 (506) 472-3297,Province of New Brunswick
701,SUNNY SMILES CHILDCARE CENTER INC.,Full-time Centre,"Infant, Preschool, School-age",41.0,Y,Y,Y,Day Care,382 Harold rue Dieppe E1A 1Z1 (506) 384-0765,Province of New Brunswick
702,Sussex Christian School Little Lights Early Learning Centre,Part-time Centre,Preschool,20.0,N,Y,N,Day Care,45 Chapman Drive Sussex E4E 1M4 (506) 433-4005,Province of New Brunswick
703,SUSSEX EARLY LEARNING CENTRE,Full-time Centre,"Preschool, School-age",38.0,N,Y,Y,Day Care,126 Maple Avenue Sussex E4E 2N3 (506) 433-2524,Province of New Brunswick
704,TEDDY BEAR DAY CARE,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,217 Randall Drive Riverview E1B 2V1 (506) 854-2721,Province of New Brunswick
705,TENDER TOTS CHILDCARE DOWNSTAIRS,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,114 Hampton Road Rothesay E2E 2P8 (506) 849-3331,Province of New Brunswick
706,TENDER TOTS CHILDCARE FACILITY,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,114 Hampton Road Rothesay E2E 2P8 (506) 849-3333,Province of New Brunswick
707,THE APOHAQUI VILLAGE CLUBHOUSE AFTER SCHOOL PROGRAM,Part-time Centre,School-age,30.0,N,N,Y,Day Care,23 Foster Avenue Apohaqui E5P 3M9 (506) 434-3497,Province of New Brunswick
708,The Boys & Girls Club of Saint John After School,Part-time Centre,School-age,60.0,N,N,Y,Day Care,1 Paul Harris Street Saint John E2L 3V9 (506) 634-2011,Province of New Brunswick
709,The Boys & Girls Club of Saint John Funday After School,Part-time Centre,School-age,60.0,N,N,Y,Day Care,1 Paul Harris Street Saint John E2L 3V9 (506) 634-0201,Province of New Brunswick
710,The Children's Academy 2019,Full-time Centre,"Infant, Preschool, School-age",49.0,Y,Y,Y,Day Care,4 440 Kimble Drive Fredericton E3B 7G6 (506) 206-4010,Province of New Brunswick
711,The Children's Academy Pepper Creek,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,7 336 10 Route Richibucto Road E3A 7E1 (506) 454-2477,Province of New Brunswick
712,The Children's Academy Two Nations Crossing 2019,Full-time Centre,"Infant, Preschool, School-age",58.0,Y,Y,Y,Day Care,570 Two Nations Crossing Fredericton E3A 5V9 (506) 450-5841,Province of New Brunswick
713,The Gagetown Eagle's Nest,Part-time Centre,School-age,15.0,N,N,Y,Day Care,6 Loomcroft Lane Gagetown E5M 1H2 (506) 261-3247,Province of New Brunswick
714,The Oasis-Kindernastics Daycare,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,180 Preston Drive Fredericton E3A 2L4 (506) 457-8653,Province of New Brunswick
715,The Preschool Centre,Full-time Centre,"Preschool, School-age",126.0,N,Y,Y,Day Care,717 Windsor Street Fredericton E3B 4G3 (506) 458-8982,Province of New Brunswick
716,The Preschool Centre on Clark Street,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,125 Clark Street Fredericton E3A 2W8 (506) 458-8981,Province of New Brunswick
717,The Preschool Centre on Main St 1,Full-time Centre,Infant,25.0,Y,N,N,Day Care,115 Main Street Fredericton E3A 1C6 (506) 458-8980,Province of New Brunswick
718,The Preschool Centre on Main St 2,Full-time Centre,Preschool,47.0,N,Y,N,Day Care,115 Main Street Fredericton E3A 1C6 (506) 458-8980,Province of New Brunswick
719,The Preschool Centre on Main St 3,Part-time Centre,School-age,24.0,N,N,Y,Day Care,115 Main Street Fredericton E3A 1C6 (506) 458-8980,Province of New Brunswick
720,The Salvation Army Small Blessings 3 Early Childhood Development Center,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,20 Centennial Drive Moncton E1E 4E4 (506) 857-0588,Province of New Brunswick
721,THE SALVATION ARMY SMALL BLESSINGS EARLY CHILDHOOD DEVELOPMENT CENTRE 1,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,20 Centennial Drive Moncton E1E 4E4 (506) 857-0588,Province of New Brunswick
722,THE SALVATION ARMY SMALL BLESSINGS TOO EARLY CHILDHOOD DEVELOPMENT CENTRE,Part-time Centre,School-age,30.0,N,N,Y,Day Care,20 Centennial Drive Moncton E1E 4E4 (506) 857-0588,Province of New Brunswick
723,THE SCHOOL OF ATLANTIC BALLET ARTS AFTER SCHOOL PROGRAM 1,Part-time Centre,School-age,60.0,N,N,Y,Day Care,200 68 Highfield Street Moncton E1C 5N3 (506) 383-5951,Province of New Brunswick
724,THE SCHOOL OF ATLANTIC BALLET ARTS AFTER SCHOOL PROGRAM 2,Part-time Centre,School-age,54.0,N,N,Y,Day Care,200 68 Highfield Street Moncton E1C 5N3 (506) 383-5951,Province of New Brunswick
725,THE SKY IS THE LIMIT EARLY LEARNING,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,34 Warren Avenue Miramichi E1N 2J5 (506) 625-6701,Province of New Brunswick
726,THE SPOTTED TOAD DAY CARE,Full-time Centre,"Preschool, School-age",25.0,N,Y,Y,Day Care,19 Charlotte Street Sackville E4L 3T2 (506) 536-1498,Province of New Brunswick
727,The Tree House Preschool and Discovery Centre 2016,Full-time Centre,"Preschool, School-age",46.0,N,Y,Y,Day Care,137 Houlton Street Woodstock E7M 1Y4 (506) 328-5042,Province of New Brunswick
728,The Ville Afterschool Program,Part-time Centre,School-age,60.0,N,N,Y,Day Care,241 Canada Street Fredericton E3A 4A1 (506) 472-7799,Province of New Brunswick
729,The Woods 034,Part-time Centre,School-age,30.0,N,N,Y,Day Care,193 Pettingill Road Quispamsis E2E 3S8 (506) 608-8333,Province of New Brunswick
730,Tiny Bubbles Early Learning Center of Excellence,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,1290 Hanwell Road Fredericton E3C 1A7 (506) 206-1944,Province of New Brunswick
731,Tiny Stars,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,13 Morning Gate Drive Fredericton E3B 0G5 (506) 261-1106,Province of New Brunswick
732,TINY TOTS DAYCARE,Full-time Centre,"Preschool, School-age",39.0,N,Y,Y,Day Care,26 Park Avenue Blacks Harbour E5H 1E4 (506) 456-2087,Province of New Brunswick
733,Tippy Toes,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,2488 640 Route Hanwell E3E 2C2 (506) 260-9878,Province of New Brunswick
734,TIR NA NOG - SAINT JOHN FOREST SCHOOL,Full-time Centre,Preschool,18.0,N,Y,N,Day Care,259 Foster Thurston Drive Saint John E2K 5J4 (506) 333-6603,Province of New Brunswick
735,Totally Kids Daycare,Full-time Centre,"Infant, Preschool, School-age",40.0,Y,Y,Y,Day Care,136 Main Street Hartland E7P 2M5 (506) 375-8000,Province of New Brunswick
736,TOUCHSTONE ACADEMY,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,A 68 Hampton Road Rothesay E2E 5L5 (506) 847-2673,Province of New Brunswick
737,Touchstone Academy Preschool,Full-time Centre,Preschool,25.0,N,Y,N,Day Care,A 68 Hampton Road Rothesay E2E 5L5 (506) 847-0336,Province of New Brunswick
738,Townsview Curious Kids Child Care,Part-time Centre,"Preschool, School-age",24.0,N,Y,Y,Day Care,122 Lewis P. Fisher Lane Woodstock E7M 0G6 (506) 450-0104,Province of New Brunswick
739,Treasured Beginnings,Full-time Centre,Infant,6.0,Y,N,N,Day Care,77 Woolastook Drive Grand Bay-Westfield E5K 1S3 (506) 738-2766,Province of New Brunswick
740,Tree of Friends,Full-time Centre,"Infant, Preschool",50.0,Y,Y,N,Day Care,285 Restigouche Road Oromocto E2V 2H2 (506) 208-0389,Province of New Brunswick
741,Tree of Friends II,Part-time Centre,School-age,57.0,N,N,Y,Day Care,285 Restigouche Road Oromocto E2V 2H2 (506) 208-0389,Province of New Brunswick
742,Twila's Tots,Home,School-age,9.0,N,N,Y,Home,106 Jarvis Street Plaster Rock E7G 1W1 (506) 356-0097,Province of New Brunswick
743,UNB Children's Centre,Full-time Centre,Preschool,20.0,N,Y,N,Day Care,209 10 Mackay Drive Fredericton E3B 5A3 (506) 453-5024,Province of New Brunswick
744,Under One Sky,Part-time Centre,Preschool,9.0,N,Y,N,Day Care,303 Union Street Fredericton E3A 3M1 (506) 458-9269,Province of New Brunswick
745,UNICORN CHILDREN'S CENTER,Full-time Centre,Preschool,55.0,N,Y,N,Day Care,500 CLEVELAND Avenue Riverview E1B 1Y2 (506) 387-4160,Province of New Brunswick
746,UNICORN TOO,Part-time Centre,"Preschool, School-age",56.0,N,Y,Y,Day Care,404 Cleveland Avenue Riverview E1B 1Y2 (506) 387-8508,Province of New Brunswick
747,Union Street Preschool Centre,Part-time Centre,"Preschool, School-age",42.0,N,Y,Y,Day Care,579 Union Street Fredericton E3A 3N5 (506) 455-3187,Province of New Brunswick
748,Valley View Kids Care Inc. 2019 (1),Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,335 rue Chapel Grand-Sault/Grand Falls E3Z 2M5 (506) 582-5437,Province of New Brunswick
