,name,ages,infant,toddler,school_age,full_address,province,city,provider
183,Cimarron Loving Dayhome,Toddler Kindergarten Preschool,N,Y,N,Cimarron blvd Okotoks AB,Alberta,Okotoks,GoDayCare.com
184,Core Values Family Day Home,Kindergarten Schoolage,N,Y,Y,Cimarron Vista Way Okotoks AB,Alberta,Okotoks,GoDayCare.com
185,Country Sunflower Dayhome,Toddler Kindergarten Schoolage,N,Y,Y,Cimarron Blvd Okotoks AB,Alberta,Okotoks,GoDayCare.com
186,Kristine's Bright Beginnings Dayhome,Toddler Kindergarten Preschool,N,Y,N,4621 47th Ave. Olds AB,Alberta,Olds,GoDayCare.com
187,Little Foot Dayhome,Toddler Kindergarten Preschool Schoolage,N,Y,Y,5221 42 st Olds AB,Alberta,Olds,GoDayCare.com
188,Sugar Plum Tree Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,7501 99th Street Peace River AB,Alberta,Peace River,GoDayCare.com
189,Cindy's Dayhome,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Oates Green Red Deer AB,Alberta,Red Deer,GoDayCare.com
190,"Creative Cubs Dayhome - Quality Childcare In Lacombe, AB",Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Hangingstone Drive Red Deer AB,Alberta,Red Deer,GoDayCare.com
191,Eastview Learning Centre,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,#4 Ellenwood Drive Red Deer AB,Alberta,Red Deer,GoDayCare.com
192,Janeth's Dayhome,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Openview Close Red Deer AB,Alberta,Red Deer,GoDayCare.com
193,Kids,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,8 Conway Street Red Deer AB,Alberta,Red Deer,GoDayCare.com
194,Kids And Company Red Deer,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,210 - 8 Conway Street Red Deer AB,Alberta,Red Deer,GoDayCare.com
195,Lotsa'Tots,Infant Toddler Kindergarten Preschool,Y,Y,N,29 Michener Bend Red Deer AB,Alberta,Red Deer,GoDayCare.com
196,Lotsa'Tots 2,Infant Toddler Kindergarten Preschool,Y,Y,N,12 Michener Blvd Red Deer AB,Alberta,Red Deer,GoDayCare.com
197,Mommy And Daddy Daycare Centre,Infant Toddler Preschool,Y,Y,N,4813 47 Street Red Deer AB,Alberta,Red Deer,GoDayCare.com
198,Oriole Park Learning Centre,Infant Toddler Kindergarten Preschool,Y,Y,N,86 Osler Crescent Red Deer AB,Alberta,Red Deer,GoDayCare.com
199,Little Steps,Toddler Kindergarten Preschool Schoolage,N,Y,Y,4944 53rd street Redwater Redwater AB,Alberta,Redwater,GoDayCare.com
200,Little Steps Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,4611 54 Ave Redwater AB,Alberta,Redwater,GoDayCare.com
201,Alyssa's Dayhome,Toddler Kindergarten Preschool Schoolage,N,Y,Y,47 Street Rocky Mountain House AB,Alberta,Rocky Mountain House,GoDayCare.com
202,Alice Day Home,Infant Toddler Preschool,Y,Y,N,124 Newcastle Cresent Sherwood Park AB,Alberta,Sherwood Park,GoDayCare.com
203,Cathy's Day Home,Toddler Preschool,N,Y,N,Forrest DR Sherwood Park AB,Alberta,Sherwood Park,GoDayCare.com
204,County Place Early Learning And Care Centre,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,922 Ash Street Sherwood Park AB,Alberta,Sherwood Park,GoDayCare.com
205,Creative Kidlets Day Home,Toddler Preschool,N,Y,N,Brighton Bay Sherwood Park AB,Alberta,Sherwood Park,GoDayCare.com
206,DAISY BEFORE AND OUT OF SCHOOL CARE LTD.,Kindergarten Schoolage,N,Y,Y,151 Crimson Drive Sherwood Park AB,Alberta,Sherwood Park,GoDayCare.com
207,Dee's Day Home,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Dalton Close Sherwood Park AB,Alberta,Sherwood Park,GoDayCare.com
208,Friends Club,Kindergarten Preschool Schoolage,N,Y,Y,1078 Strathcona Drive Sherwood Park AB,Alberta,Sherwood Park,GoDayCare.com
209,Grins And Giggles,Toddler Kindergarten Preschool,N,Y,N,34 Connor Lane Sherwood Park AB,Alberta,Sherwood Park,GoDayCare.com
210,Joanna's Dayhome,Infant Toddler Kindergarten Preschool,Y,Y,N,Foxhaven Area Sherwood Park AB,Alberta,Sherwood Park,GoDayCare.com
211,Marichelle's Summerwood Dayhome,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Sunview Drive Sherwood Park AB,Alberta,Sherwood Park,GoDayCare.com
212,Belle's Dayhome,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,335 Mons lake rd Smoky Lake AB,Alberta,Smoky Lake,GoDayCare.com
213,Dayhome,Infant Toddler Preschool,Y,Y,N,Ashgrove Bay Spruce Grove AB,Alberta,Spruce Grove,GoDayCare.com
214,Doodles Dayhome,Infant Toddler Preschool,Y,Y,N,sprucegrove Spruce Grove AB,Alberta,Spruce Grove,GoDayCare.com
215,For Infants Only,Infant,Y,N,N,Greenwood Drive Spruce Grove AB,Alberta,Spruce Grove,GoDayCare.com
216,Hot Spot For Tots,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,lawson blvd. Spruce Grove AB,Alberta,Spruce Grove,GoDayCare.com
217,Karlie's Dayhome,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Westridge Crescent Spruce Grove AB,Alberta,Spruce Grove,GoDayCare.com
218,Little Champs Before And After School Care,Schoolage,N,N,Y,queen street Spruce Grove AB,Alberta,Spruce Grove,GoDayCare.com
219,Little Darlings Day Home,Infant Toddler Kindergarten,Y,Y,N,Ventura St Spruce Grove AB,Alberta,Spruce Grove,GoDayCare.com
220,Littlepumpkinsdayhome,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Spring Cove Spruce Grove AB,Alberta,Spruce Grove,GoDayCare.com
221,Making Fun Child Care,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Marlboro Drive Spruce Grove AB,Alberta,Spruce Grove,GoDayCare.com
222,Momsies Private Dayhome,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Garneau Gate Spruce Grove AB,Alberta,Spruce Grove,GoDayCare.com
223,Baby Friends Day Home,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Braside St. Albert AB,Alberta,St. Albert,GoDayCare.com
224,Fair Oaks Dayhome,Infant Toddler,Y,Y,N,Fair oaks drive St. Albert AB,Alberta,St. Albert,GoDayCare.com
225,KIDS PARADISE DAYCARE AND OSC,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,#8 76 Grosvenor Blvd St. Albert AB,Alberta,St. Albert,GoDayCare.com
226,Kristopher Robyns Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,115 23 Akins Dr. St. Albert St. Albert AB,Alberta,St. Albert,GoDayCare.com
227,Leah`s Dayhome,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Dillon Place St. Albert AB,Alberta,St. Albert,GoDayCare.com
228,Living In The Light Out Of School Care,Schoolage,N,N,Y,51 Woodlands Road St. Albert AB,Alberta,St. Albert,GoDayCare.com
229,St Albert Day Care Society (SADCS),Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,6 Cunningham Road St. Albert AB,Alberta,St. Albert,GoDayCare.com
230,Tot Spot Academy,Infant Toddler Preschool,Y,Y,N,86 McKenney Ave St. Albert AB,Alberta,St. Albert,GoDayCare.com
231,Country Kids Child Care,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,818 The Broadway Standard AB,Alberta,Standard,GoDayCare.com
232,Busy Bee Day Home,Infant Toddler Kindergarten Preschool,Y,Y,N,56st Stettler AB,Alberta,Stettler,GoDayCare.com
233,Lisa's Day Home,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,3809 64A Street Close Stettler AB,Alberta,Stettler,GoDayCare.com
234,Miss Sarah's Dayhome,Infant Toddler Kindergarten Preschool,Y,Y,N,5703 41st Ave Stettler AB,Alberta,Stettler,GoDayCare.com
235,Wiggles N' Giggles,Infant Toddler Preschool,Y,Y,N,54 Street Stettler AB,Alberta,Stettler,GoDayCare.com
236,Cathy's Dayhome,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,3400-48 st Stony Plain AB,Alberta,Stony Plain,GoDayCare.com
237,Lil V.I.P's Dayhome,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Meridian loop Stony Plain AB,Alberta,Stony Plain,GoDayCare.com
238,Snug As A Bug Dayhome,Toddler Kindergarten Preschool Schoolage,N,Y,Y,114 Brookview Way Stony Plain AB,Alberta,Stony Plain,GoDayCare.com
239,Stony Plain Learning Centre,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,3805 49th Avenue Stony Plain AB,Alberta,Stony Plain,GoDayCare.com
240,Angie's Day Home,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Cambrille Crescent Strathmore AB,Alberta,Strathmore,GoDayCare.com
241,Beza's Little Sunshine,Infant Toddler Kindergarten Preschool,Y,Y,N,Green Meadow cres Strathmore AB,Alberta,Strathmore,GoDayCare.com
242,El Sol Y Fiesta,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Wellington Strathmore AB,Alberta,Strathmore,GoDayCare.com
243,Little Tree Montessori At Home,Toddler Kindergarten Preschool,N,Y,N,Strathcona Place Strathmore AB,Alberta,Strathmore,GoDayCare.com
244,Malynda's Babysitting In Strathmore,Infant Toddler Schoolage,Y,Y,Y,strathmore lakes bend Strathmore AB,Alberta,Strathmore,GoDayCare.com
245,Pamela's Dayhome,Toddler Kindergarten Preschool Schoolage,N,Y,Y,HillCrest Cape Strathmore AB,Alberta,Strathmore,GoDayCare.com
246,Toddle Inn Day Care Society,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,309 2 Ave Strathmore AB,Alberta,Strathmore,GoDayCare.com
247,Trecia's Dayhome,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Hillvale Crescent Strathmore AB,Alberta,Strathmore,GoDayCare.com
248,Tsuu T'Ina Sarcee Day Care Centre,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,9911 Chiila Blvd SW Strathmore AB,Alberta,Strathmore,GoDayCare.com
249,University Child Care Centre,Infant Toddler,Y,Y,N,450 Campus Place NW Strathmore AB,Alberta,Strathmore,GoDayCare.com
250,Susan's Day Care,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,4613 52 Ave Taber AB,Alberta,Taber,GoDayCare.com
251,Three Hills Child Care Centre,Infant Toddler Kindergarten Preschool,Y,Y,N,2nd Street SE Three Hills AB,Alberta,Three Hills,GoDayCare.com
252,Candice's Dayhome,Infant Toddler Preschool,Y,Y,N,20120 twp rd 515 Tofield AB,Alberta,Tofield,GoDayCare.com
253,Stepping Stones Family Dayhome,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Tofield Tofield AB,Alberta,Tofield,GoDayCare.com
254,Children's Place Child Care Centre - Diamond Valley,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Main Street Turner Valley AB,Alberta,Turner Valley,GoDayCare.com
255,Private Day Home,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Seclusion Valley Dr Turner Valley AB,Alberta,Turner Valley,GoDayCare.com
256,Story Time Day Home,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,1025 Calkins Place Turner Valley AB,Alberta,Turner Valley,GoDayCare.com
257,Viking St. Francis Childcare Centre,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,"50th St,Viking AB, Viking AB",Alberta,Viking,GoDayCare.com
258,Vulcan Day Care Centre,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,313 4th Street South Vulcan AB,Alberta,Vulcan,GoDayCare.com
259,Webber Academy Foundation Day Care Centre,Toddler Kindergarten Preschool Schoolage,N,Y,Y,1515 93 Street S.W. Vulcan AB,Alberta,Vulcan,GoDayCare.com
260,Westlock Child Care Society,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,101 Street Westlock AB,Alberta,Westlock,GoDayCare.com
261,Choo Choo Day Station,Infant Toddler Preschool,Y,Y,N,Park drive Whitecourt AB,Alberta,Whitecourt,GoDayCare.com
262,Laurie's Dayhome,Infant Toddler Preschool,Y,Y,N,Evergreen Village Whitecourt AB,Alberta,Whitecourt,GoDayCare.com
263,Little Wonders Childcare,Infant Toddler Preschool,Y,Y,N,Virginia Ave Whitecourt AB,Alberta,Whitecourt,GoDayCare.com
264,Paige's Place-Child Day Home,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,5415 46th Street Whitecourt AB,Alberta,Whitecourt,GoDayCare.com
265,Little Star Bugs Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Telqua Drive 108 Mile Ranch BC,British Columbia,108 Mile Ranch,GoDayCare.com
266,Abbotsford Child Care Centre,Toddler Preschool,N,Y,N,2054 Cherry Street Abbotsford BC,British Columbia,Abbotsford,GoDayCare.com
267,Abbotsford Christian Preschool,Kindergarten Preschool Schoolage,N,Y,Y,3939 Old Clayburn Rd Abbotsford BC,British Columbia,Abbotsford,GoDayCare.com
268,Abbotsford Montessori,Kindergarten Preschool Schoolage,N,Y,Y,3060 Old Clayburn Road Abbotsford BC,British Columbia,Abbotsford,GoDayCare.com
269,Abbotsford Montessori Children's House,Toddler Kindergarten Preschool,N,Y,N,2957 Crossley Drive Abbotsford BC,British Columbia,Abbotsford,GoDayCare.com
270,Abc 123 Preschool Literacy Program,Kindergarten Preschool Schoolage,N,Y,Y,2580 Stanley Street Abbotsford BC,British Columbia,Abbotsford,GoDayCare.com
271,Abc 123 Preschool Literacy Program,Kindergarten Preschool Schoolage,N,Y,Y,33130 Bevan Avenue Abbotsford BC,British Columbia,Abbotsford,GoDayCare.com
272,Abc Pre-School Childcare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,32310 Mouat Dr Abbotsford BC,British Columbia,Abbotsford,GoDayCare.com
273,Auguston Preschool,Kindergarten Preschool Schoolage,N,Y,Y,36456 Auguston Pkwy E Abbotsford BC,British Columbia,Abbotsford,GoDayCare.com
274,Blue Jay Elementary Out Of School Program,Schoolage,N,N,Y,30995 Southern Drive Abbotsford BC,British Columbia,Abbotsford,GoDayCare.com
275,Blueridge Preschool,Kindergarten Preschool Schoolage,N,Y,Y,3459 Goldfinch St Abbotsford BC,British Columbia,Abbotsford,GoDayCare.com
276,Angel Daycare Centre,Toddler Kindergarten Preschool Schoolage,N,Y,Y,7524 Arbutus Drive Agassiz BC,British Columbia,Agassiz,GoDayCare.com
277,Miss Loretta's Daycare,Infant Toddler Preschool,Y,Y,N,Morrow rd Agassiz BC,British Columbia,Agassiz,GoDayCare.com
278,Ali's Place,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Aldergrove Aldergrove BC,British Columbia,Aldergrove,GoDayCare.com
279,ALPHABETCLUB LICENCED CHILDCARE,Infant Toddler Kindergarten Preschool,Y,Y,N,264A ST Aldergrove BC,British Columbia,Aldergrove,GoDayCare.com
280,Bright Dawn Licensed Family Child Care,Infant Toddler Preschool,Y,Y,N,268 St Aldergrove BC,British Columbia,Aldergrove,GoDayCare.com
281,Green Tree Montessori Children's Centre,Infant Toddler Preschool,Y,Y,N,26489 Fraser hwy Aldergrove BC,British Columbia,Aldergrove,GoDayCare.com
282,Kiddy Learning House,Infant Toddler Preschool,Y,Y,N,27705 Signal Crt Aldergrove BC,British Columbia,Aldergrove,GoDayCare.com
283,Little Bambi's Daycare,Infant Toddler Preschool,Y,Y,N,Davis Cres. Aldergrove BC,British Columbia,Aldergrove,GoDayCare.com
284,Mommy`s Daycare,Infant Toddler Preschool,Y,Y,N,26994 26 Ave Aldergrove BC,British Columbia,Aldergrove,GoDayCare.com
285,Kare-A-Lot Early Learning Centre,Infant Toddler Preschool,Y,Y,N,Glover Avenue Armstrong BC,British Columbia,Armstrong,GoDayCare.com
286,Ocean Trail Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,4850 Ocean Trail Bowser BC,British Columbia,Bowser,GoDayCare.com
287,Dharma Kids Centre,Kindergarten Preschool Schoolage,N,Y,Y,3821 Piper Avenue Burnaby BC,British Columbia,Burnaby,GoDayCare.com
288,New Star Child Care,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,6890 Waverley Avenue Burnaby BC,British Columbia,Burnaby,GoDayCare.com
289,Dandelion Daycare Centre,Infant Toddler,Y,Y,N,5870 Rumble St Burnaby BC,British Columbia,Burnaby,GoDayCare.com
290,Kiddie Club Childcare Center,Infant Toddler,Y,Y,N,6290 Walker Avenue Burnaby BC Burnaby BC,British Columbia,Burnaby,GoDayCare.com
291,Care Bear Daycare For Toddlers,Toddler,N,Y,N,Albert st Burnaby BC,British Columbia,Burnaby,GoDayCare.com
292,Kiddie Club Childcare Center,Infant Toddler,Y,Y,N,6686 Stanley street Burnaby BC Burnaby BC,British Columbia,Burnaby,GoDayCare.com
293,'CCAA' Day Care,Infant Toddler Kindergarten Preschool,Y,Y,N,3978 Brandon Street Burnaby Burnaby BC,British Columbia,Burnaby,GoDayCare.com
294,A Fraser Montessori Daycare - Burnaby,Infant Toddler,Y,Y,N,6269 14th AVE Burnaby BC,British Columbia,Burnaby,GoDayCare.com
296,A Plus Montessori Family Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,6330 Sperling Ave. Burnaby BC,British Columbia,Burnaby,GoDayCare.com
297,ABC 123 Family Child Care,Infant Toddler Kindergarten Preschool,Y,Y,N,4871 Fairlawn dr Burnaby BC,British Columbia,Burnaby,GoDayCare.com
298,Apple Tree Family Daycare,Infant Toddler Preschool,Y,Y,N,Nursery Street Burnaby BC,British Columbia,Burnaby,GoDayCare.com
299,Ask Or Imagine Christian Children's Center,Preschool,N,Y,N,6344 Sperling Ave Burnaby BC,British Columbia,Burnaby,GoDayCare.com
300,Astro Childcare,Infant Toddler,Y,Y,N,4108 Manor street Burnaby BC,British Columbia,Burnaby,GoDayCare.com
301,Aubrey Daycare Centre,Infant Toddler,Y,Y,N,947 Sperling Avenue Burnaby BC,British Columbia,Burnaby,GoDayCare.com
302,Dalton Daycare,Kindergarten Preschool Schoolage,N,Y,Y,dalton road Campbell River BC,British Columbia,Campbell River,GoDayCare.com
303,Magic Day Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,kit cres Campbell River BC,British Columbia,Campbell River,GoDayCare.com
304,Silly Monkeys Family Daycare,Schoolage,N,N,Y,2525 9th Ave Castlegar BC,British Columbia,Castlegar,GoDayCare.com
305,Building Rainbows Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Willow Street Chase BC,British Columbia,Chase,GoDayCare.com
306,Li'l Duffers Family Daycare,Infant Toddler Preschool,Y,Y,N,Sonoma Place Chilliwack BC,British Columbia,Chilliwack,GoDayCare.com
307,Benyamin Family Day Care,Infant Toddler Preschool,Y,Y,N,Chilliwack Central Rd Chilliwack BC,British Columbia,Chilliwack,GoDayCare.com
308,Castle Childcare Centre (Licenced),Infant Toddler Preschool,Y,Y,N,Princess Ave Chilliwack BC,British Columbia,Chilliwack,GoDayCare.com
309,Caterpillar Clubhouse Family Childcare Center,Infant Toddler Preschool,Y,Y,N,Gillian Place Chilliwack BC,British Columbia,Chilliwack,GoDayCare.com
310,Counting Sheep Family Daycare (Licensed),Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Barber Drive Chilliwack BC,British Columbia,Chilliwack,GoDayCare.com
311,Giggles N Grins Family Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,44496 Bayshore Ave Chilliwack BC,British Columbia,Chilliwack,GoDayCare.com
312,Gingerbread Family Child Care.,Infant Toddler Kindergarten Preschool,Y,Y,N,Michael Drive Chilliwack BC,British Columbia,Chilliwack,GoDayCare.com
313,Green Valley Child Care,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,46420 Uplands Road Chilliwack BC,British Columbia,Chilliwack,GoDayCare.com
314,Happy Days Family Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Janis Street Chilliwack BC,British Columbia,Chilliwack,GoDayCare.com
315,Hopscotch Family Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Carleton Street Chilliwack BC,British Columbia,Chilliwack,GoDayCare.com
316,Just For Fun Daycare,Infant Toddler,Y,Y,N,Pearson St. Chilliwack BC,British Columbia,Chilliwack,GoDayCare.com
317,Castle Care Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,1032 braithwaite drive Cobble Hill BC,British Columbia,Cobble Hill,GoDayCare.com
318,Above And Beyond Early Learning And Childcare,Toddler Preschool,N,Y,N,Willowdale Road Colwood BC,British Columbia,Colwood,GoDayCare.com
319,Compass Childcare,Toddler Preschool,N,Y,N,598 Ridley Road Colwood BC,British Columbia,Colwood,GoDayCare.com
320,Cozy Cubs Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,3351 Wishart Road Colwood BC,British Columbia,Colwood,GoDayCare.com
321,Little Miracles Child Care,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Alicia Place Colwood BC,British Columbia,Colwood,GoDayCare.com
322,Comox Kidz Family Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,311 Pritchard Rd. Comox BC,British Columbia,Comox,GoDayCare.com
323,Harmony Kids Dayhome,Infant Toddler,Y,Y,N,Unsure Comox BC,British Columbia,Comox,GoDayCare.com
324,Lil' Grownups Daycare,Preschool,N,Y,N,Blue Mountain Street Coquitlam BC,British Columbia,Coquitlam,GoDayCare.com
325,1-2-Baby Shoe,Infant Toddler,Y,Y,N,37 1195 Falcon Drive Coquitlam BC,British Columbia,Coquitlam,GoDayCare.com
326,ABC ChildCare,Infant Toddler Preschool,Y,Y,N,Kinsac Street Coquitlam BC,British Columbia,Coquitlam,GoDayCare.com
327,ABC Childcare Center,Infant Toddler Preschool,Y,Y,N,2621 Hawser ave. Coquitlam BC,British Columbia,Coquitlam,GoDayCare.com
328,All Saints Preschool,Preschool,N,Y,N,1405 Como Lake Ave Coquitlam BC,British Columbia,Coquitlam,GoDayCare.com
329,Alpha Bees Childcare,Infant Toddler,Y,Y,N,Falcon Drive Coquitlam BC,British Columbia,Coquitlam,GoDayCare.com
330,ALPHA BEES INFANT-TODDLER CHILDCARE,Infant Toddler,Y,Y,N,Falcon drive Coquitlam BC,British Columbia,Coquitlam,GoDayCare.com
331,B And D Montessori Learning Academy,Toddler Kindergarten Preschool Schoolage,N,Y,Y,1187 Eagleridge Drive Coquitlam BC,British Columbia,Coquitlam,GoDayCare.com
332,Bramblewood Montessori Preschool And Day Center Ltd.,Infant Toddler Kindergarten Preschool,Y,Y,N,1501 Bramble Lane Coquitlam BC,British Columbia,Coquitlam,GoDayCare.com
333,Bright Beginnings Infant And Toddler Care,Infant Toddler,Y,Y,N,1129 Foster Avenue Coquitlam BC,British Columbia,Coquitlam,GoDayCare.com
334,Burke Mountain Children's Centre,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Wilkie Avenue Coquitlam BC,British Columbia,Coquitlam,GoDayCare.com
335,Miss Bobbie's Mudskippers,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Noort Place Courtenay BC,British Columbia,Courtenay,GoDayCare.com
336,Shine Bright Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,4655 Bicks Road Cowichan Bay BC,British Columbia,Cowichan Bay,GoDayCare.com
337,Teddy's Friends Licensed Family Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,"408 4th St. N.W. Cranbrook, B.C. Cranbrook BC",British Columbia,Cranbrook,GoDayCare.com
338,Natasha's Family Day Care,Infant Toddler Kindergarten Preschool,Y,Y,N,edmund st Crofton BC,British Columbia,Crofton,GoDayCare.com
339,Coal Valley Kids Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,2746 Kendal Ave Cumberland BC,British Columbia,Cumberland,GoDayCare.com
