,name,source_full_address,full_address,street_number,street_name,unit,city,province,provider
17365,Charlene's Home Childcare,"Mount Albert Road, Sharon east gwillimbury ON",mount albert road ,,mount albert road,,East Gwillimbury,Ontario,GoDayCare.com
4980,Kiddie Corner Early Learning Inc.,"# 4 - 417 King Avenue (Ave) Killarney, MB",# 4 417 king avenue ,417,king avenue,# 4,,,Province of Manitoba
22325,Bowen Children's Centre - Infant Toddler Centre,650 Carter Rd,650 Carter Rd,650,carter rd,,Bowen Island,,Province of British Columbia
13655,The Kangaroo's Pouch Daycare,,nan,1410,Kilally Road,,London,ON,Province of Ontario
22050,Castle Court Child Care (C.C.C.C),6877 Simon Fraser Ave,6877 Simon Fraser Ave,6877,simon fraser ave,,Prince George,,Province of British Columbia
18621,Centre Educatif St-Laurent Concept Vert,1595 rue Barre St-Laurent QC,1595 rue barre ,1595,rue barre,,St-laurent,Quebec,GoDayCare.com
16582,Digby Pre-School Co-Op,84 Warwick St Digby NS,84 warwick st ,84,warwick st,,Digby,Nova Scotia,GoDayCare.com
24287,The Town Preschool,704 Hillcrest Road,704 Hillcrest Road,704,hillcrest road,,Gibsons,,Province of British Columbia
2982,MCMAN FAMILY DAY HOME PROGRAM,401 CENTRE STREET,401 CENTRE STREET,401,centre street,,HANNA,,Province of Alberta
21885,Westbank First Nation After School Program,1880 Quail Lane,1880 Quail Lane,1880,quail lane,,Westbank,,Province of British Columbia
2988,RANCHLANDS PLAYCARE LTD / O/A PANDA CHILD DEVELOPMENT CENTRE,8032 RANCHERO DRIVE NW,8032 RANCHERO DRIVE NW,8032,ranchero drive nw,,CALGARY,,Province of Alberta
6333,GARDERIE ÉDUCATIVE LES FUTURS GÉNIES,"260, boulevard Henri-Bourassa Ouest",260 boulevard Henri-Bourassa Ouest,260,boulevard henri-bourassa ouest,,Montréal,,Province of Quèbec
22814,Hatchling House,1775 7Th Avenue,1775 7Th Avenue,1775,7th avenue,,Prince George,,Province of British Columbia
3579,ACTIVE EXPLORERS PRESCHOOL,"10,11166 - 42 STREET SE",1011166 42 STREET SE,1011166,42 street se,,CALGARY,,Province of Alberta
16713,Harbourview Montessori,290 Murphy Road Sydney NS,290 murphy road ,290,murphy road,,Sydney,Nova Scotia,GoDayCare.com
1047,MINI FRIENDS AFTERSCHOOL CARE,14510 118 STREET,14510 118 STREET,14510,118 street,,EDMONTON,,Province of Alberta
5343,INSTALLATION LE COLOMBIER,"889, avenue du Bon-Air",889 avenue du Bon-Air,889,avenue du bon-air,,Québec,,Province of Quèbec
16247,Grand Manan Day Care Centre,1021 Route 776 Grand Manan NB,1021 route 776 ,1021,route 776,,Grand Manan,New Brunswick,GoDayCare.com
16152,Tiger Hills Community Resource Centre,226 Andrews Street Treherne MB,226 andrews street ,226,andrews street,,Treherne,Manitoba,GoDayCare.com
1662,CAROUSEL MONTESSORI CHILDREN'S CENTRE,100 CASTLEBROOK WAY NE,100 CASTLEBROOK WAY NE,100,castlebrook way ne,,CALGARY,,Province of Alberta
2986,CITY WEST CHILDCARE,9915 148 STREET,9915 148 STREET,9915,148 street,,EDMONTON,,Province of Alberta
14939,Churchville YMCA,,nan,90,Bonnie Braes Drive,,Brampton,ON,Province of Ontario
58,Inuvik Youth Centre Society,none,none,,,,Inuvik,,Northwest Territories
14092,Trent Child Care - Monsignor O'Donoghue,,nan,2400,Marsdale Drive,,Peterborough,ON,Province of Ontario
14793,Father Fenelon YMCA,,nan,795,Eyer Drive,,Pickering,ON,Province of Ontario
21983,Smiles For Miles Childcare,285 Cedar Ave,285 Cedar Ave,285,cedar ave,,100 Mile House,,Province of British Columbia
819,ST. PAUL'S AFTER SCHOOL PROGRAM,4 Church Avenue Rothesay E2E 5G4 (506) 847-1812,4 church avenue ,4,church avenue,,,,Province of New Brunswick
23214,Tynehead Learning Centre,15519 98 Ave,15519 98 Ave,15519,98 ave,,Surrey,,Province of British Columbia
7940,JARDIN DES PETITS AMIS,"7595, rue Malherbe",7595 rue Malherbe,7595,rue malherbe,,Brossard,,Province of Quèbec
10720,GENERATIONS DAY CARE - HOLY ROSARY SITE,,nan,715,London Street,,Wyoming,ON,Province of Ontario
21494,The Playhouse,1080 Cypress Rd,1080 Cypress Rd,1080,cypress rd,,Sidney,,Province of British Columbia
24469,Hellokids Childcare Centre,1020 Ridgeway Ave,1020 Ridgeway Ave,1020,ridgeway ave,,Coquitlam,,Province of British Columbia
11402,Kingsdale Participating Preschool,,nan,317,Franklin Street,,Kitchener,ON,Province of Ontario
8347,ÉCOLE TRILINGUE VISION ST-JEAN,"425, rue des Colibris",425 rue des Colibris,425,rue des colibris,,Saint-Jean-sur-Richelieu,,Province of Quèbec
545,JD Tae Kwon Do,445 Elmwood Drive Moncton E1A 2X2 (506) 860-7215,445 elmwood drive ,445,elmwood drive,,,,Province of New Brunswick
14554,YMCA Echo Place/Woodman SACC,,nan,51,Woodman Drive,,Brantford,ON,Province of Ontario
22978,Kids At Play,3996 Bernard Ave,3996 Bernard Ave,3996,bernard ave,,Quesnel,,Province of British Columbia
1851,RED ROSE OUT OF SCHOOL CARE,15830 STONY PLAIN ROAD,15830 STONY PLAIN ROAD,15830,stony plain road,,EDMONTON,,Province of Alberta
14017,Tobermory's Primary Place,,nan,3,Centennial Drive,,Tobermory,ON,Province of Ontario
13614,Sunny Faces Day Care Centre - St. Benedict Site,,nan,2202,kipling Avenue,,Toronto,ON,Province of Ontario
11626,Learning Step Children's Centre,,nan,1645,Queen Street,,Toronto,ON,Province of Ontario
15757,Joanna's Dayhome,Foxhaven Area Sherwood Park AB,foxhaven area ,,,,Sherwood Park,Alberta,GoDayCare.com
6159,GARDERIE LE TRÉSOR DES PETITS GÉNIES INC.,"4353, rue Beaubien Est",4353 rue Beaubien Est,4353,rue beaubien est,,Montréal,,Province of Quèbec
15028,YMCA Toronto - E.W. Foster YMCA Schoolage Program,,nan,320,Coxe Boulevard,,Milton,ON,Province of Ontario
11747,Little Peoples Day Care Centre,,nan,510,Mohawk Road,,Hamilton,ON,Province of Ontario
14054,Topcliff Community Childcare,,nan,65,Topcliff Avenue,,Toronto,ON,Province of Ontario
10409,Echo Montessori,,nan,798,Scottsdale Drive,,Guelph,ON,Province of Ontario
2933,YMCA ST. THOMAS AQUINAS OUT OF SCHOOL CARE,420 DESROCHERS BOULEVARD SW,420 DESROCHERS BOULEVARD SW,420,desrochers boulevard sw,,EDMONTON,,Province of Alberta
20532,Okanagan Montessori West Kelowna,1162 Hudson Rd,1162 Hudson Rd,1162,hudson rd,,West Kelowna,,Province of British Columbia
23954,Abc Family Daycare,6390 Charles St,6390 Charles St,6390,charles st,,Burnaby,,Province of British Columbia
3259,BCS - CHILD CARE PROGRAMS,15001 - 69 STREET NW,15001 69 STREET NW,15001,69 street nw,,CALGARY,,Province of Alberta
20511,Creative Kids Learning Centers - Newton,1010 - 7445 132 St,1010 7445 132 St,132,7445,,Surrey,,Province of British Columbia
19319,St. Edward's Afterschool,54 Longshore Road,54 Longshore Road,54,longshore road,,Conception Bay South,,Province of Newfoundland and Labrador
12265,N.Y.A.D. - Cedar Drive,,nan,21,Gatesview Avenue,,Toronto,ON,Province of Ontario
5136,CENTRE DE LA PETITE ENFANCE PIGNONS SUR RUE,"5, rue Jean-Talon",5 rue Jean-Talon,5,rue jean-talon,,Clermont,,Province of Quèbec
5526,CENTRE DE LA PETITE ENFANCE LE BALLON ROUGE,"54, rue Principale Nord",54 rue Principale Nord,54,rue principale nord,,La Patrie,,Province of Quèbec
24840,Ambreen Majeed,"475 Ottawa Street, Regina, SK, S4R 1N8",475 ottawa street ,475,ottawa street,,,,Province of Saskatchewan
2863,NESSIE'S JIGSAW OUT OF SCHOOL CARE,4707/4709 51 AVENUE,4707/4709 51 AVENUE,4707/4709,51 avenue,,LEDUC,,Province of Alberta
13983,Tilbury Tots Early Learning Centre @ St. Marie,,nan,90,Dale Drive,,Chatham,ON,Province of Ontario
18437,Centre De La Petite Enfance ÃÄ Tire D'Aile,39 av. des Lilas Drummondville QC,39 av des lilas ,39,av des lilas,,Drummondville,Quebec,GoDayCare.com
5560,CENTRE DE LA PETITE ENFANCE L'ENSOLEILLÉ,"1-890, rue des Blés",1-890 rue des Blés,1-890,rue des blés,,Sherbrooke,,Province of Quèbec
16233,L'il Spuds Daycare,49 McCain Street Florenceville NB,49 mccain street ,49,mccain street,,Florenceville,New Brunswick,GoDayCare.com
7624,GARDERIE FRIMOUSSE DE LA PLAINE,"5500, rue Rodrigue, bureau 134",5500 rue Rodrigue,5500,rue rodrigue,,Terrebonne,,Province of Quèbec
19422,Parkdale Sherwood Headstart Early Learning Centre,"11 CHRISTIE DR, CHARLOTTETOWN",11 christie dr ,11,christie dr,,,,Province of Prince Edward Island
13860,The Little People's Academy,,nan,8855,Woodbine Ave,,Markham,ON,Province of Ontario
18525,"Smile, Laugh And Play With Roxanna",14096 rue Leblanc Mirabel QC,14096 rue leblanc ,14096,rue leblanc,,Mirabel,Quebec,GoDayCare.com
19960,Linda's Family Daycare,5-6797 Dow Ave,5 6797 Dow Ave,5 6797,dow ave,,Burnaby,,Province of British Columbia
5250,ESPRIT DE FAMILLE S. A.,"1125, boulevard Lebourgneuf",1125 boulevard Lebourgneuf,1125,boulevard lebourgneuf,,Québec,,Province of Quèbec
2598,FULTON CHILD CARE PLAYSCHOOL,10310 56 STREET,10310 56 STREET,10310,56 street,,EDMONTON,,Province of Alberta
9094,Among Friends Day Care - St. Emily Day Care,,nan,60,Vellore Woods,,Woodbridge,ON,Province of Ontario
17829,Chez Julie,Village Squire Lane Oakville ON,village squire lane ,,village squire lane,,Oakville,Ontario,GoDayCare.com
23671,Daycare Plus Child Development Centre,2062 Esquimalt Avenue,2062 Esquimalt Avenue,2062,esquimalt avenue,,West Vancouver,,Province of British Columbia
5048,CENTRE DE LA PETITE ENFANCE LES PETITS CAILLOUX INSTALLATION BÉGIN,"130A, rue Brassard",130A rue Brassard,130a,rue brassard,,Bégin,,Province of Quèbec
10038,Colonel By Child Care Centre,,nan,1125,Colonel By Drive,,Ottawa,ON,Province of Ontario
3594,EARLY LEARNING CHILDHOOD DAYHOME,13 SAGE BERRY ROAD NW,13 SAGE BERRY ROAD NW,13,sage berry road nw,,CALGARY,,Province of Alberta
20767,Kellie N Kids Daycare,1705 Estates Pl,1705 Estates Pl,1705,estates pl,,Penticton,,Province of British Columbia
14314,Columbus Early Learning Centres,,nan,3010,Dufferin Street,,Toronto,ON,Province of Ontario
10972,Hawthorn School Day Care,,nan,101,Scarsdale Road,,Toronto,ON,Province of Ontario
5772,ACADÉMIE L'ESCARGOT FUTÉ VILLERAY INC.,"535, rue Villeray",535 rue Villeray,535,rue villeray,,Montréal,,Province of Quèbec
11904,Hawthorne Village Before & After School Program,,nan,850,Bennett Boulevard,,Milton,ON,Province of Ontario
12048,Smithville Christian Preschool,,nan,31,Oakdale Boulevard,,Smithville,ON,Province of Ontario
1558,ADVENTURERS SCHOOL AGE CARE LTD. MSGR N. ANDERSON,327 SANDARAC DRIVE NW,327 SANDARAC DRIVE NW,327,sandarac drive nw,,CALGARY,,Province of Alberta
19245,KidKare Children's Centre,1712A Portugal Cove Road,1712A Portugal Cove Road,1712a,portugal cove road,,Portugal Cove-St. Philip's,,Province of Newfoundland and Labrador
20024,"Bug ""A"" Boo Family Daycare",18078 60 Ave,18078 60 Ave,18078,60 ave,,Surrey,,Province of British Columbia
19377,Bright Futures Child Development Centre,"7 TRAFALGAR ST, CHARLOTTETOWN",7 trafalgar st ,7,trafalgar st,,,,Province of Prince Edward Island
4150,Inkster Community Child Care Inc.,"Preschool Rm, 15-S, 15-T, Gym, Library 633 Inkster Boulevard (Blvd) Winnipeg, MB",preschool 15 s 15 t gym library 633 inkster boulevard ,633,inkster boulevard,,,,Province of Manitoba
4538,The Young Men's and Young Women's Christian Association of Winnipeg Inc.,"Gym 445 Island Shore Boulevard (Blvd) Winnipeg, MB",gym 445 island shore boulevard ,445,island shore boulevard,,,,Province of Manitoba
20536,Bgccvi - Beban House Club,1-2290 Bowen Rd,1 2290 Bowen Rd,1 2290,bowen rd,,Nanaimo,,Province of British Columbia
23092,Mission Stars Childcare Centre,32222 14Th Ave,32222 14Th Ave,32222,14th ave,,Mission,,Province of British Columbia
6255,GARDERIE PRÉ-EN-BULLES INC.,"2301, rue Fleury Est",2301 rue Fleury Est,2301,rue fleury est,,Montréal,,Province of Quèbec
88,Tempie's Dayhome,none,none,,,,Yellowknife,,Northwest Territories
23979,Cypress Park Preschool,4355 Marine Drive,4355 Marine Drive,4355,marine drive,,West Vancouver,,Province of British Columbia
24980,Busy Bee Daycare,"103 3rd Street, Box 33, Ferland, SK, S0H 1M0",103 3rd street ,103,3rd street,,,,Province of Saskatchewan
2164,MAPLE ROOTS OOSC HAYSBORO,1123 - 87 AVENUE SW,1123 87 AVENUE SW,1123,87 avenue sw,,CALGARY,,Province of Alberta
15789,El Sol Y Fiesta,Wellington Strathmore AB,wellington ,,,,Strathmore,Alberta,GoDayCare.com
19301,Precious People's Playland,644 Topsail Road,644 Topsail Road,644,topsail road,,St. John's,,Province of Newfoundland and Labrador
2027,A & D OUT OF SCHOOL CARE,101 957 FIR STREET,101 957 FIR STREET,101,957 fir street,,SHERWOOD PARK,,Province of Alberta
2120,HOLY FAMILY PRESCHOOL,5124-51 ST,5124 51 ST,5124,51 st,,WASKATENAU,,Province of Alberta
13640,TayCare Children's Centre - Junior,,nan,2066,Scotch Line Road,,Perth,ON,Province of Ontario
19295,Peter Pan Preschool II,4 Gray Avenue,4 Gray Avenue,4,gray avenue,,Gander,,Province of Newfoundland and Labrador
1377,THE MEADOWS EARLY LEARNING AND CHILD CARE,3828 17 STREET,3828 17 STREET,3828,17 street,,EDMONTON,,Province of Alberta
1551,WINSTON HEIGHTS CHRISTIAN DAY CARE,403 - 28 AVE NE,403 28 AVE NE,403,28 ave ne,,CALGARY,,Province of Alberta
16286,Early Family Intervention (moncton Headstart Inc.),1111 Mountain Road Moncton NB,1111 mountain road ,1111,mountain road,,Moncton,New Brunswick,GoDayCare.com
7874,GARDERIE LES MINIS SPORTIFS INC.,"281, chemin du Canal",281 chemin du Canal,281,chemin du canal,,Beauharnois,,Province of Quèbec
11265,Kids & Company - Front Street Site,,nan,320,Front Street,,Toronto,ON,Province of Ontario
9516,Little Town,,nan,122,Queens Plate Drive,,Toronto,ON,Province of Ontario
17998,C.A.C.H.E. Child Care Services,1240 Murphy Road Sarnia ON,1240 murphy road ,1240,murphy road,,Sarnia,Ontario,GoDayCare.com
12824,PLASP- St. Matthew Catholic School,,nan,280,Kingsbridge Garden Circle,,Mississauga,ON,Province of Ontario
13116,Rejoyce Caledon Community Child Care,,nan,26,Joyce Parkway,,Toronto,ON,Province of Ontario
2868,DAISY DAYCARE,151 CRIMSON DRIVE,151 CRIMSON DRIVE,151,crimson drive,,SHERWOOD PARK,,Province of Alberta
4337,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
24,Inuvik,none,none,,,,none,,Northwest Territories
15978,ALL ABOARD FAMILY CHILD CARE,544 Weber St Nanaimo BC,544 weber st ,544,weber st,,Nanaimo,British Columbia,GoDayCare.com
20073,Creative Kids Learning Centers - Morgan Crossing,100 - 103 15850 24Th Ave,100 103 15850 24Th Ave,15850,24th ave,,Surrey,,Province of British Columbia
10660,Fun To Learn Montessori Erindale,,nan,2438,Glengarry Road,,Mississauga,ON,Province of Ontario
23230,Protot House Inc.,5488 Elm St,5488 Elm St,5488,elm st,,Vancouver,,Province of British Columbia
6731,GARDERIE ET ACADÉMIE AU JARDIN DES PETITS INC.,"8675, boulevard Viau",8675 boulevard Viau,8675,boulevard viau,,Saint-Léonard,,Province of Quèbec
23049,Helping Hands Dayhome Center,103 Little Van Horne St S,103 Little Van Horne St S,103,little van horne st s,,Cranbrook,,Province of British Columbia
20327,Hastings Community Out Of School Care,3096 E Hastings,3096 E Hastings,3096,e,,Vancouver,,Province of British Columbia
18510,Centre De La Petite Enfance Brins D'Ãâveil,234 rue des Alpes Laval QC,234 rue des alpes ,234,rue des alpes,,Laval,Quebec,GoDayCare.com
24015,West Coast Kids Childcare,1010 Wychbury Rd,1010 Wychbury Rd,1010,wychbury rd,,Victoria,,Province of British Columbia
2711,MORINVILLE OUT OF SCHOOL CARE #2,9717 MORINVILLE DRIVE,9717 MORINVILLE DRIVE,9717,morinville drive,,MORINVILLE,,Province of Alberta
19139,Home Away From Home ERMES Child Care Program,5961 HIGHWAY 3 HWY.,5961 HIGHWAY 3 HWY,5961,highway 3 hwy,,SHAG HARBOUR,,Province of Nova Scotia
7794,GARDERIE ÉDUCATIVE KA-MI-LO,"204B, rue Lapointe",204B rue Lapointe,204b,rue lapointe,,Saint-Eustache,,Province of Quèbec
5762,GARDERIE ÉDUCATIVE DUCHARME,"233, avenue Dunbar, bureau 200",233 avenue Dunbar,233,avenue dunbar,,Mont-Royal,,Province of Quèbec
13658,Little Angels Development,,nan,10,Sideroad 18,,Fergus,ON,Province of Ontario
23485,My Friends Family Daycare,10376 Sherman Dr,10376 Sherman Dr,10376,sherman dr,,Lake Country,,Province of British Columbia
5161,DES AMOURS DE BOUT'CHOU INC.,"3133, avenue D'Amours",3133 avenue D'Amours,3133,avenue d'amours,,Québec,,Province of Quèbec
12555,Owl Child Care Services - St. Matthew,,nan,405,Pastern Trail,,Waterloo,ON,Province of Ontario
11808,SCHOOL AGE PROGRAM - HILLCREST PUBLIC SCHOOL,,nan,1231,Fuller Street,,London,ON,Province of Ontario
5585,GARDERIE CASA MONTESSORI DE SHERBROOKE,"202, rue Aberdeen",202 rue Aberdeen,202,rue aberdeen,,Sherbrooke,,Province of Quèbec
1175,KID-TECH DAYCARE,10 MAIN BOULEVARD,10 MAIN BOULEVARD,10,main boulevard,,SHERWOOD PARK,,Province of Alberta
6447,MA PETITE ÉCOLE SNOWDON INC.,"5325, rue Snowdon",5325 rue Snowdon,5325,rue snowdon,,Montréal,,Province of Quèbec
19305,Pumped Kidz,9A Cabot Crescent,9A Cabot Crescent,9a,cabot crescent,,Happy Valley-Goose Bay,,Province of Newfoundland and Labrador
19695,Step By Step Osc,1000 Winslow Ave,1000 Winslow Ave,1000,winslow ave,,Coquitlam,,Province of British Columbia
23876,Lifeways Childcare (>30 Months),532 East 4Th St,532 East 4Th St,532,east 4th st,,North Vancouver,,Province of British Columbia
18184,The Junior Garden Of Learning,100 Mill Street Tottenham ON,100 mill street ,100,mill street,,Tottenham,Ontario,GoDayCare.com
17129,Tina's Daycare,Balvenie Blvd. Caledonia ON,balvenie blvd ,,balvenie blvd,,Caledonia,Ontario,GoDayCare.com
20556,Jitterbugs Childcare Inc.,3495 Empress Ave,3495 Empress Ave,3495,empress ave,,Cobble Hill,,Province of British Columbia
357,Garderie des P'tits Mollusques 3,2114 route 515 Sainte-Marie-de-Kent E4S 2E1 (506) 744-0378,2114 route 515 ,2114,route 515,,,,Province of New Brunswick
10439,Elmvale Co-operative Nursery School,,nan,27,Yonge Street,,Elmvale,ON,Province of Ontario
15126,"YMCA, Our Lady of Fatima Early Learning Childrens Centre",,nan,60,Marshall Avenue,,North Bay,ON,Province of Ontario
6458,PETITE SOEUR/LITTLE SISTER,"4165, avenue Madison",4165 avenue Madison,4165,avenue,,Montréal,,Province of Quèbec
14515,YMCA YWCA of Guelph - Central School Age Program,,nan,97,Dublin Street,,Guelph,ON,Province of Ontario
18271,Angela's Daycare,Ellerby Crt Whitby ON,ellerby crt ,,ellerby crt,,Whitby,Ontario,GoDayCare.com
7294,CENTRE DE LA PETITE ENFANCE LA GIBOULÉE II,"525, rue Huberdeau",525 rue Huberdeau,525,rue huberdeau,,Laval,,Province of Quèbec
24833,Y.W.C.A. Sally's Place,"1855 2nd Avenue North, Regina, SK, S4R 0Y1",1855 2nd avenue north ,1855,2nd avenue north,,,,Province of Saskatchewan
1141,JP'S COUNTRY DAYCARE,5013 57TH STREET,5013 57TH STREET,5013,57th street,,DAYSLAND,,Province of Alberta
17760,Kids Clubhouse,44 Industrial Blvd Napanee ON,44 industrial blvd ,44,industrial blvd,,Napanee,Ontario,GoDayCare.com
1334,GREENFIELD (MALMO) SCHOOL AGE PROGRAM,4716 115 STREET,4716 115 STREET,4716,115 street,,EDMONTON,,Province of Alberta
9925,Grandview Community Daycare,,nan,14,Grand Avenue,,Grimsby,ON,Province of Ontario
6047,GARDERIE BÉBÉVEIL,"1520, rue Jarry Est",1520 rue Jarry Est,1520,rue jarry est,,Montréal,,Province of Quèbec
10052,Community Partners Belleville Child Care and Resource Centre,,nan,516,Victoria Avenue,,Belleville,ON,Province of Ontario
6593,GARDERIE ÉDUCATIVE LES AMOURS DE MARIE-CLAIRE INC.,"4941, rue Eldor-Daigneault",4941 rue Eldor-Daigneault,4941,rue eldor-daigneault,,Pierrefonds,,Province of Quèbec
19894,Love 2 Learn Childcare Services,107 & 108 - 12069 Harris Rd,107 108 12069 Harris Rd,12069,harris rd,,Pitt Meadows,,Province of British Columbia
13298,ST. JAMES KIDS CLUB,,nan,13,Chalk Street,,Seaforth,ON,Province of Ontario
8811,Eh to Zed Preschool Canada Early Learning Academy,,nan,17,Dean Street,,"Brampton,",ON,Province of Ontario
11923,Friends of the North Day Care/Les Amis du Nord,,nan,153,Kenogami Road,,Longlac,ON,Province of Ontario
24288,Kiddocare Infant/Toddler Centre,7595 10 Ave,7595 10 Ave,7595,10 ave,,Burnaby,,Province of British Columbia
12589,P.R.Y.D.E. at St. Bernards,,nan,1000,Dryden Boulevard,,Whitby,ON,Province of Ontario
19733,La Pre-Maternelle Appletree Preschool,500 Admirals Rd,500 Admirals Rd,500,admirals rd,,Victoria,,Province of British Columbia
13718,The Beez Kneez Forest Hill,,nan,212,St.Clair Avenue,,Toronto,ON,Province of Ontario
4706,Kelsey Pattie,None,None,,,,,,Province of Manitoba
23201,Big Dreamers Daycare - Mac House,155 Fitzpatrick Rd,155 Fitzpatrick Rd,155,fitzpatrick rd,,Kelowna,,Province of British Columbia
636,LES PETITES SAUTERELLES,405 rue Vanier Dieppe E1A 6J6 (506) 233-4700,405 rue vanier ,405,rue vanier,,,,Province of New Brunswick
14787,Dr. Roberta Bondar YMCA Child Care,,nan,25,Sullivan Drive,,Ajax,ON,Province of Ontario
8826,Learning Tree Academy - Guelph,,nan,20,Cowan Place,,Gueplh,ON,Province of Ontario
14732,Epiphany of Our Lord YMCA Child Care (Op: YMCA of Greater Toronto),,nan,3150,Pharmacy Avenue,,Toronto,ON,Province of Ontario
5268,GARDERIE FLEURS DES CHAMPS INC.,"10685, boulevard de l'Ormière",10685 boulevard de l'Ormière,10685,boulevard de l'ormière,,Québec,,Province of Quèbec
14532,Grafton YMCA Child Care,,nan,718,Station Road,,Grafton,ON,Province of Ontario
10737,George Brown - Esther Exton Child Care Centre,,nan,55,Ameer Avenue,,Toronto,ON,Province of Ontario
1722,ATAAN HEADSTART,241 STAFFORD DRIVE NORTH,241 STAFFORD DRIVE NORTH,241,stafford drive north,,LETHBRIDGE,,Province of Alberta
7439,GARDERIE ÉDUCATIVE MIJANOU INC.,"3790, boul. Dagenais Ouest",3790 boul Dagenais Ouest,3790,boul dagenais ouest,,Laval,,Province of Quèbec
22189,Einstein's Treehouse,4876 Selkirk Ave,4876 Selkirk Ave,4876,selkirk ave,,Edgewater,,Province of British Columbia
9202,Avalon Children's Montessori School,,nan,31,Wood Glen Road,,Toronto,ON,Province of Ontario
24280,St. James Japanese Preschool,3214 10 Ave W,3214 10 Ave W,3214,10 ave w,,Vancouver,,Province of British Columbia
10512,Family Day Care Services - St. Raymond Before & After School Program,,nan,5735,Whitehorn Avenue,,Mississauga,ON,Province of Ontario
21778,Elaine's Family Daycare,6321 Quebec St,6321 Quebec St,6321,quebec st,,Vancouver,,Province of British Columbia
19791,Creekside Child Care,8416 Bradshaw Pl,8416 Bradshaw Pl,8416,bradshaw pl,,Chilliwack,,Province of British Columbia
4083,Explore & Discover Early Learning Centre Inc.,"Room 8, Kindergarten room, Gym 2300 Corydon Avenue (Ave) Winnipeg, MB",8 kindergarten gym 2300 corydon avenue ,2300,corydon avenue,,,,Province of Manitoba
7312,CENTRE DE LA PETITE ENFANCE PIROUETTE DE FABREVILLE INC.,"707, montée Montrougeau",707 montée Montrougeau,707,montée montrougeau,,Laval,,Province of Quèbec
9118,Andrew Fleck Child Care Services - Overbrook Daycare,,nan,557,Queen Mary,,Ottawa,ON,Province of Ontario
16624,Home Grown Daycare,"1020 Old Sambro Road, Harrietsfield NS",1020 old sambro road ,1020,old sambro road,,Harrietsfield,Nova Scotia,GoDayCare.com
23683,Central Montessori Child Care - Site C,8191 St. Albans Rd,8191 St Albans Rd,8191,st albans rd,,Richmond,,Province of British Columbia
2917,MONTESSORI CASA - KILLARNEY,2635 - 32 ST SW,2635 32 ST SW,2635,32 st sw,,CALGARY,,Province of Alberta
11612,Le Petit Chaperon Rouge - Coxwell,,nan,419,Coxwell Avenue (French),,Toronto,ON,Province of Ontario
17001,Bowmanville Montessori Daycare-Preschool,Forrester Drive Bowmanville ON,forrester drive ,,forrester drive,,Bowmanville,Ontario,GoDayCare.com
3405,CHILDREN'S DAY OUT,10005 84 STREET,10005 84 STREET,10005,84 street,,EDMONTON,,Province of Alberta
6620,GARDERIE KIDDY KAT INC.,"19E1, rue Centre Commercial",19E1 rue Centre Commercial,19e1,rue centre commercial,,Roxboro,,Province of Quèbec
2857,JUMP'N JELLYBEANS CHILDCARE CENTRE,"207, 836 - 1 AVE NW",207 836 1 AVE NW,207,836 1 ave nw,,AIRDRIE,,Province of Alberta
24768,Roberta Passmore,"1342 Spadina Street, Moose Jaw, SK, S6H 7E5",1342 spadina street ,1342,spadina street,,,,Province of Saskatchewan
23331,Wind And Tide Child Development Centre - Broadway,2700 East Broadway,2700 East Broadway,2700,east broadway,,Vancouver,,Province of British Columbia
15955,Learn And Play Child Care Centre,751 Banner Rd Lumby BC,751 banner rd ,751,banner rd,,Lumby,British Columbia,GoDayCare.com
4990,GARDERIE LES MINIS EXPLORATEURS,"580, rue Saint-Rédempteur",580 rue Saint-Rédempteur,580,rue saint-rédempteur,,Matane,,Province of Quèbec
180,Cedar Brook Early Learning Center of Excellence,3532 Woodstock Road Fredericton E3E 1E6 (506) 260-6256,3532 woodstock road ,3532,woodstock road,,,,Province of New Brunswick
17285,Clarington Kids,2950 Courtice Road North Courtice ON,2950 courtice road north ,2950,courtice road north,,Courtice,Ontario,GoDayCare.com
22564,Aurora Montessori Children's House,3895 Albert St,3895 Albert St,3895,albert st,,Burnaby,,Province of British Columbia
8593,Oxford Learning Centre - 1217984 Ontario Inc.,,nan,3130,Bathurst Street,,Toronto,ON,Province of Ontario
9736,Centennial College Early Childhood Education Centre (550 Mortimer),,nan,550,Mortimer Avenue,,Toronto,ON,Province of Ontario
10020,Clarkson Co-operative Nursery School,,nan,1700,Mazo Crescent,,Mississauga,ON,Province of Ontario
1720,HEARTLAND AGENCY (THE) WESTSIDE,110 - 2000 69 ST. SW,110 2000 69 ST SW,110,2000 69 st sw,,CALGARY,,Province of Alberta
18702,Gale Day Home,1st Ave N Martensville SK,1st ave n ,,1st ave n,,Martensville,Saskatchewan,GoDayCare.com
10524,FIREFLY Child Care,,nan,820,Lakeview Drive,,Kenora,ON,Province of Ontario
2657,WESTMOUNT EDUCATIONAL DAYCARE,10985 124 STREET NW,10985 124 STREET NW,10985,124 street nw,,EDMONTON,,Province of Alberta
327,Garderie chez Julie,7692 Route 17 Kedgwick E8B 1W5 (506) 284-0238,7692 route 17 ,7692,route 17,,,,Province of New Brunswick
24431,Teddy Bear Daycare,4335 Blackcomb Way,4335 Blackcomb Way,4335,blackcomb way,,Whistler,,Province of British Columbia
