,name,source_full_address,full_address,street_number,street_name,unit,city,province,provider
37316,"Home Daycare InStonycreek, Binbrook And Hannon(St.Mark Catholic)",highbury dr Stoney Creek ON,highbury dr ,,,,Stoney Creek,Ontario,GoDayCare.com
9653,KIDS@ CHURCHILL PARK PUMP-KIN PATCH,"3RD FLOOR, WEST TOWER, SUNCOR ENERGY CEN",3Rd Floor West Tower Suncor Energy Cen,3rd floor,west tower suncor energy cen,,CALGARY,,Province of Alberta
24835,GARDERIE ACADÉMIE ROYALE,"7055, rue Jarry Est","7055, Rue Jarry Est",7055,rue jarry est,,Anjou,,Province of Quèbec
17552,CHAPPELLE DAYCARE,410 CHAPPELLE DRIVE SW,410 Chappelle Drive Sw,410,chappelle drive sw,,EDMONTON,,Province of Alberta
17549,WILDWOOD SCHOOL PRESCHOOL PROGRAM,531 47 STREET,531 47 Street,531,47 street,,WILDWOOD,,Province of Alberta
36181,Belleville Montessori School,28 Oriole Park Avenue Belleville ON,28 oriole park avenue ,28,oriole park avenue,,Belleville,Ontario,GoDayCare.com
36062,Care-A-Lot Co-Operative Nursery School Inc.,211 Mill Street Angus ON,211 mill street ,211,mill street,,Angus,Ontario,GoDayCare.com
40006,Country Kids Childcare Centre,50850 Yale Rd,50850 Yale Rd,50850,yale rd,,Rosedale,,Province of British Columbia
27444,GARDERIE BÉBÉKIDZ PLAZA DE LA GARE,"119, rue Saint-Pierre, bureau 101","119, Rue Saint Pierre, Bureau 101",rue saint pierre,bureau 101,119,Saint-Constant,,Province of Quèbec
23408,INSTALLATION LES AMIS DU PARC,"12, boulevard de Bourbonne","12, Boulevard De Bourbonne",12,boulevard de bourbonne,,Lorraine,,Province of Quèbec
17265,DISCOVERY PRESCHOOL DONALD R GETTY SCHOOL,8102 CHAPPELLE WAY SW,8102 Chappelle Way Sw,8102,chappelle way sw,,EDMONTON,,Province of Alberta
43760,Saskatoon Student Child Care Services Royal West Early Learning Centre (Royal West Campus),"441 Witney Avenue North, Saskatoon, SK, S7L 3M6",441 witney avenue ,441,witney avenue,,,,Province of Saskatchewan
26926,CHÂTEAU DES PRÉCIEUX,"95, boulevard De Gaulle, place Lorraine","95, Boulevard De Gaulle, Place Lorraine",95,boulevard de gaulle place lorraine,,Lorraine,,Province of Quèbec
14228,JUST'N OUT OF SCHOOL CARE,8405 175 STREET,8405 175 Street,8405,175 street,,EDMONTON,,Province of Alberta
25785,GARDERIE DE LA SAINTE FAMILLE,"17132B, rue Parker","17132B, Rue Parker",17132b,rue parker,,Pierrefonds,,Province of Quèbec
34740,SCHOOL AGE CHILDCARE - SPRINGFIELD,,Nan,51336,Ron McNeil Line,,St. Thomas,ON,Province of Ontario
35807,Glenholme Childcare,3678 Glenholme Loop Debert NS,3678 glenholme loop ,3678,glenholme loop,,Debert,Nova Scotia,GoDayCare.com
10730,VARSITY PRE-SCHOOL AND OUT-OF-SCHOOL RECREATION PROGRAM,4303 VARSITY DR NW,4303 Varsity Dr Nw,4303,varsity dr nw,,CALGARY,,Province of Alberta
29912,Garderie La Farandole - Felix Leclerc,,Nan,50,Celestine Drive,,Toronto,ON,Province of Ontario
743,La Boussole I,45 rue Morgan Richibucto E4W 4E8 (506) 523-7724,"45 Rue Morgan Richibucto   523 7724NB, Canada",,,,,,Province of New Brunswick
18487,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
19293,Winnipeg Military Family Resource Centre Inc.,"Building 125 630 Wihuri Road Winnipeg, MB",building 125 630 wihuri road ,630,wihuri road,building 125,,,Province of Manitoba
14101,LA PETITE ACADEMY CHILDCARE CENTRE,8806 92 ST NW,8806 92 St Nw,8806,92 st nw,,EDMONTON,,Province of Alberta
29813,Fort Frances Nursery School,,Nan,340,Church Street,,Fort Frances,ON,Province of Ontario
26690,CENTRE DE LA PETITE ENFANCE BOUTON DE ROSE,"880, rue Sagala","880, Rue Sagala",880,rue sagala,,Berthierville,,Province of Quèbec
25913,VOL-AU-VENT II,"2707, boulevard Poirier, local A","2707, Boulevard Poirier, Local A",2707,boulevard poirier local a,,Saint-Laurent,,Province of Quèbec
32916,Mountain Nursery School,,Nan,1279,Upper Gage Avenue,,Hamilton,ON,Province of Ontario
20203,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
18815,The Young Men's Christian Association of Brandon,"77 Whillier Drive Brandon, MB",77 whillier drive ,77,whillier drive,,,,Province of Manitoba
21916,GARDERIE MON BEAU CHÂTEAU II INC.,"2500, boulevard Pie-IX","2500, Boulevard Pie Ix",2500,boulevard pie ix,,Montréal,,Province of Quèbec
35359,Nature's Kids Educational Child Care,9362 Mountview Rd Winfield BC,9362 mountview rd ,9362,mountview rd,,Winfield,British Columbia,GoDayCare.com
3289,DRAGONFLY FAMILY DAY HOME AGENCY,4813 54 AVENUE,4813 54 Avenue,4813,54 avenue,,DRAYTON VALLEY,,Province of Alberta
31781,HARRISFIELD SCHOOL AGE PROGRAM,,Nan,2,Caffyn Street,,Ingersoll,ON,Province of Ontario
17671,"PAYS DES JEUX, CENTRE D'APPRENTISSAGE ET DE GARDE DE JEUNES ENFANTS",4810 34 STREET,4810 34 Street,4810,34 street,,RED DEER,,Province of Alberta
23482,GARDERIE GRIBOUILLE INC.,"118A, rue Saint-Laurent","118A, Rue Saint Laurent",118a,rue saint laurent,,Saint-Eustache,,Province of Quèbec
17411,NEWCASTLE OUT OF SCHOOL CARE,16947 127 STREET NW,16947 127 Street Nw,16947,127 street nw,,EDMONTON,,Province of Alberta
37953,Melfort Day Care Co-Op,115 Macleod Ave West Melfort SK,115 macleod ave west ,115,macleod ave west,,Melfort,Saskatchewan,GoDayCare.com
11744,SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC.,1216 - 36 AVE SW,1216 36 Ave Sw,1216,36 ave sw,,CALGARY,,Province of Alberta
7435,PRIMROSE PLACE FAMILY CENTRE,6311 92 AVENUE,6311 92 Avenue,6311,92 avenue,,EDMONTON,,Province of Alberta
18195,MAMA ROZA GARDEN CHILDCARE,104 11010 101 STREET,104 11010 101 Street,104,11010 101 street,,EDMONTON,,Province of Alberta
2910,FIRST CHOICE DAYCARE,12506 118 AVENUE,12506 118 Avenue,12506,118 avenue,,EDMONTON,,Province of Alberta
38361,JR After School Program,25 WILKIE DR.,25 Wilkie Dr,25,wilkie dr,,NORTH SYDNEY,,Province of Nova Scotia
26174,LE LIEVRE ET LA TORTUE,"68, chemin Mary","68, Chemin Mary",68,chemin mary,,L'Ange-Gardien,,Province of Quèbec
8964,KIDZ IN THE PARK LTD. - CHILD CARE CENTRE,2051 SHERWOOD DRIVE,2051 Sherwood Drive,2051,sherwood drive,,SHERWOOD PARK,,Province of Alberta
18248,STEPPING STONES DAY CARE-WESTSIDE,10807 101 STREET,10807 101 Street,10807,101 street,,GRANDE PRAIRIE,,Province of Alberta
34387,YMCA Child Care - Midland YMCA,,Nan,560,Little Lake Park Road,,Midland,ON,Province of Ontario
15854,A2Z KIDZ ED.,8003 FAIRMOUNT DRIVE SE,8003 Fairmount Drive Se,8003,fairmount drive se,,CALGARY,,Province of Alberta
39060,Colorful World Montessori - < 36 Months,106-9780 Cambie Rd,106 9780 Cambie Rd,106 9780,cambie rd,,Richmond,,Province of British Columbia
27081,CENTRE DE LA PETITE ENFANCE BAMBIN CLUB,"255, rue Saint-Jean","255, Rue Saint Jean",255,rue saint jean,,Ange-Gardien,,Province of Quèbec
12026,ST. FRANCIS CHILDCARE LTD. (DAY CARE),6614 129 AVENUE,6614 129 Avenue,6614,129 avenue,,EDMONTON,,Province of Alberta
38922,Creative All Stars Childcare,13474 96Th Ave,13474 96Th Ave,13474,96th ave,,Surrey,,Province of British Columbia
40919,Tykes 'N Tots,3851 Grace Cres,3851 Grace Cres,3851,grace cres,,Prince George,,Province of British Columbia
6904,LOVING TO LEARN DAYCARE,4919 47 AVE,4919 47 Ave,4919,47 ave,,STONY PLAIN,,Province of Alberta
2835,CORNERSTONE CHILD DAYCARE INC. PHASE 1,5703 - 24 AVENUE NE,5703 24 Avenue Ne,5703,24 avenue ne,,CALGARY,,Province of Alberta
4422,YMCA ST. MONICA CHILD CARE,14710 53 AVENUE,14710 53 Avenue,14710,53 avenue,,EDMONTON,,Province of Alberta
39174,Renaissance Kids,5 1835 56Th St,5 1835 56Th St,5 1835,56th st,,Delta,,Province of British Columbia
27090,ACADÉMIE PRÉSCOLAIRE ET SPORTIVE LES CAPUCINES INC.,"353, rue Duvernay","353, Rue Duvernay",353,rue duvernay,,Beloeil,,Province of Quèbec
38056,Creative Play,312 Strickland St Whitehorse YT,312 strickland st ,312,strickland st,,Whitehorse,Yukon Territory,GoDayCare.com
15023,RECHOUSE - SAM LIVINGSTON ELEMENTARY,12011 BONAVENTURE DR. SE,12011 Bonaventure Dr Se,12011,bonaventure dr se,,CALGARY,,Province of Alberta
7169,KIDS & COMPANY - ST. ALBERT NORTH OSC,110 506B ST. ALBERT TRAIL,110 506B St Albert Trail,110,506b st albert trail,,ST. ALBERT,,Province of Alberta
40337,Mosaic Child Care Centre,2710 Commercial Dr,2710 Commercial Dr,2710,commercial dr,,Vancouver,,Province of British Columbia
18436,The Young Men's Christian Association of Brandon,"YMCA Brandon 231 8th Street Brandon, MB",ymca brandon 231 8th street ,231,8th street,ymca brandon,,,Province of Manitoba
23542,GARDERIE LE PETIT MONDE DE SAINTE-MARTHE INC.,"3050, chemin d'Oka","3050, Chemin D'Oka",3050,chemin d'oka,,Sainte-Marthe-sur-le-Lac,,Province of Quèbec
34141,Princess Elizabeth YMCA,,Nan,51,Elizabeth Street,,Orangeville,ON,Province of Ontario
44137,Quilly Willy Early Learning & Child Care Centre,"Box 97, 408 Third Avenue, Porcupine Plain, SK, S0E 1H0",408 third avenue ,408,third avenue,,,,Province of Saskatchewan
20716,DES P'TITS SOURIRES,"280, rue Sirois","280, Rue Sirois",280,rue sirois,,Saint-Épiphane,,Province of Quèbec
34033,St Paul YMCA Nursery School,,Nan,200,Garrad Road,,Whitby,ON,Province of Ontario
588,Garderie Mon autre maison,4 rue Jonathan Saint-Quentin E8A 2C8 (506) 504-0156,"4 Rue Jonathan Saint Quentin   504 0156NB, Canada",,,,,,Province of New Brunswick
37216,Ashley's Home Daycare,15 George St Russell ON,15 george st ,15,george st,,Russell,Ontario,GoDayCare.com
25229,GARDERIE ACADÉMIE KINDER INC.,"6932, rue Sherbrooke Ouest","6932, Rue Sherbrooke Ouest",6932,rue sherbrooke ouest,,Montréal,,Province of Quèbec
24620,ÉCOLE D'ÉVEIL STE-FOY,"3057, rue de la Seine","3057, Rue De La Seine",3057,rue de la seine,,Québec,,Province of Quèbec
21751,GARDERIE CHÉRIE DES PETITS INC.,"9010, avenue André-Grasset","9010, Avenue André Grasset",avenue,andré grasset,9010,Montréal,,Province of Quèbec
9175,HAPPY TIME CHILD CARE CENTRE,11263 OAKFIELD DR. SW,11263 Oakfield Dr Sw,11263,oakfield dr sw,,CALGARY,,Province of Alberta
9469,FRANKLIN CHILDREN'S CENTRE SOCIETY,"UNIT #102, 1925 - 18 AVE NE",Unit #102 1925 18 Ave Ne,1925,18 ave ne,unit #102,CALGARY,,Province of Alberta
4198,BRIGHTPATH MARLBOROUGH,4603 MARBANK DRIVE NE,4603 Marbank Drive Ne,4603,marbank drive ne,,CALGARY,,Province of Alberta
25044,CENTRE DE LA PETITE ENFANCE CASSE-NOISETTE INC.,"1730, rue Darling","1730, Rue Darling",1730,rue darling,,Montréal,,Province of Quèbec
25905,LA PETITE ÉCOLE DE BEACONOU,"330, avenue Sainte-Croix, bureau 100","330, Avenue Sainte Croix, Bureau 100",,,,Saint-Laurent,,Province of Quèbec
22139,MA PETITE ÉCOLE SNOWDON INC.,"5325, rue Snowdon","5325, Rue Snowdon",5325,rue snowdon,,Montréal,,Province of Quèbec
6646,MAPLE ROOTS OOSC GUARDIAN ANGEL,20 ASPEN HILLS DR SW,20 Aspen Hills Dr Sw,20,aspen hills dr sw,,CALGARY,,Province of Alberta
22970,CENTRE DE LA PETITE ENFANCE DU PIC,"2435, boulevard le Corbusier","2435, Boulevard Le Corbusier",2435,boulevard le corbusier,,Laval,,Province of Quèbec
39917,Nancy's Little Angels,1180 Dunsterville Ave,1180 Dunsterville Ave,1180,dunsterville ave,,Victoria,,Province of British Columbia
39083,Little Eagle Childcare Centre Ltd,2188B Austin Ave,2188B Austin Ave,2188b,austin ave,,Coquitlam,,Province of British Columbia
39409,Green Hill Child Care,439 N Springer Ave,439 N Springer Ave,439,n springer ave,,Burnaby,,Province of British Columbia
19872,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
12504,MCCAULEY COMMUNITY DAY CARE,9624 108 AVENUE,9624 108 Avenue,9624,108 avenue,,EDMONTON,,Province of Alberta
23989,CENTRE DE LA PETITE ENFANCE MAFAMIGARDE,"13570, avenue de l'Église","13570, Avenue De L'Église",13570,avenue de l'église,,Saint-Hyacinthe,,Province of Quèbec
11339,BUMBLE BEE CHILD CARE CENTRE,11028 106 AVENUE,11028 106 Avenue,11028,106 avenue,,EDMONTON,,Province of Alberta
5337,CANMORE COMMUNITY DAY CARE,606B - 7 AVE,606B 7 Ave,606b 7,ave,,CANMORE,,Province of Alberta
2577,KIDS & COMPANY RED DEER,210 - 8 CONWAY STREET,210 8 Conway Street,210 8,conway street,,RED DEER,,Province of Alberta
8154,FRIENDLY FROG DAYCARE,601 HERMITAGE ROAD,601 Hermitage Road,601,hermitage road,,EDMONTON,,Province of Alberta
31974,PLASP - St. Gregory Catholic School,,Nan,1075,Swinbourne Drive,,Mississauga,ON,Province of Ontario
32399,Rural Roots Children's Centre School Age Program,,Nan,1841,Mountain Road,,Thunder Bay,ON,Province of Ontario
38475,Frances Little Friends Daycare,69 Skinners Road,69 Skinners Road,69,skinners road,,Portugal Cove-St. Philip's,,Province of Newfoundland and Labrador
17792,COLLICUTT CENTRE PRESCHOOL PROGRAM,3031 30 AVE,3031 30 Ave,3031,30 ave,,RED DEER,,Province of Alberta
5920,WEE WILD ONES,10 - 11A ST. NE,10 11A St Ne,10,11a st ne,,CALGARY,,Province of Alberta
22073,JARDIN WILLIAM,"1619B, rue William, porte C","1619B, Rue William, Porte C",rue william,porte c,1619b,Montréal,,Province of Quèbec
26266,CENTRE DE LA PETITE ENFANCE PLANÈTE SOLEIL,"899, rue O'Connell","899, Rue O'Connell",899,rue o'connell,,Chibougamau,,Province of Quèbec
6828,MONTREUX CHILDCARE CENTRE,"#3110, 288 ST. MORITZ DRIVE SW",#3110 288 St Moritz Drive Sw,288,st moritz drive sw,#3110,CALGARY,,Province of Alberta
4605,ST. MICHAEL'S SCHOOL PROGRAMS,865 BLACK BLVD. NW,865 Black Blvd Nw,865,black blvd nw,,MEDICINE HAT,,Province of Alberta
33721,Ken Danby Y,,Nan,525,Grange Road,,Guelph,ON,Province of Ontario
14166,LEAP N' LEARN WALDEN,260 - 151 WALDEN GATE SE,260 151 Walden Gate Se,260 151,walden gate se,,CALGARY,,Province of Alberta
42578,Jericho Kids' Club 3 (Southlands),5351 Camosun Street,5351 Camosun Street,5351,camosun street,,Vancouver,,Province of British Columbia
30872,Garderie Beausoleil,,Nan,245,Young Street,,Bonfield,ON,Province of Ontario
38036,Second Home,Tupper Avenue Yorkton SK,tupper avenue ,,,,Yorkton,Saskatchewan,GoDayCare.com
36365,Ashley's Home Childcare,Keefer Court Cambridge ON,keefer court ,,,,Cambridge,Ontario,GoDayCare.com
43571,Kiddy Junction Academy - Marpole Daycare,8860 Hudson St,8860 Hudson St,8860,hudson st,,Vancouver,,Province of British Columbia
3128,STANDARD PLAYSCHOOL ASSOCIATION,822 THE BROADWAY,822 The Broadway,822,the broadway,,STANDARD,,Province of Alberta
21793,GARDERIE FRANCINE,"8751, 8e Avenue, bureau 102","8751, 8E Avenue, Bureau 102",8e avenue,bureau 102,8751,Montréal,,Province of Quèbec
25286,GARDERIE DES PETITS INC.,"960, boulevard Henri-Bourassa Est","960, Boulevard Henri Bourassa Est",960,boulevard henri bourassa est,,Montréal,,Province of Quèbec
9103,WEE CARE DROP-IN CENTER,UNIT 107/108 11735 - 105 STREET,Unit 107/108 11735 105 Street,11735,105 street,unit 107/108,GRANDE PRAIRIE,,Province of Alberta
29186,Childventures Early Learning Academy Inc.,,Nan,2800,High Point Drive,,Milton,ON,Province of Ontario
28923,Carrefour Francophone - Tremplin St-Thomas,,Nan,14,Warren Avenue (French),,Warren,ON,Province of Ontario
34519,WILBERFORCE YMCA SCHOOL AGE PROGRAM,,Nan,340,Beech Street,,Lucan,ON,Province of Ontario
3397,KLARVATTEN PLAZA DAYCARE,16717 84 STREET,16717 84 Street,16717,84 street,,EDMONTON,,Province of Alberta
35849,The Tottle Inn Children's Centre,10 Main St Hantsport NS,10 main st ,10,main st,,Hantsport,Nova Scotia,GoDayCare.com
20006,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
34478,Ealing YMCA School AGe Program,,Nan,840,Hamilton Road,,London,ON,Province of Ontario
43250,Kidz Kompany - Pleasant Valley,6201 Dunbar Road,6201 Dunbar Road,6201,dunbar road,,Nanaimo,,Province of British Columbia
41948,Grace Kidz After School Care,5661 Silver Star Rd,5661 Silver Star Rd,5661,silver star rd,,Vernon,,Province of British Columbia
34329,YMCA Sudbury - Churchill Site,,Nan,1722,Fielding Street,,Sudbury,ON,Province of Ontario
32827,Sundowners Day Care and Resource Centre - Northwood School,,Nan,1100,Northwood Street,,Windsor,ON,Province of Ontario
33484,Paradise Corner Children's Centre,,Nan,634,Rymal Road,,Hamilton,ON,Province of Ontario
41711,The Little Explorers Club,2522 Bellbarbie Cres,2522 Bellbarbie Cres,2522,bellbarbie cres,,Victoria,,Province of British Columbia
17760,FIT KIDS CARE - CLOSED,"108, 8060 SILVER SPRINGS BLVD NW",108 8060 Silver Springs Blvd Nw,108 8060,silver springs blvd nw,,CALGARY,,Province of Alberta
355,Chez Gisle,144 Street Goodine Fredericton E3B 9H5 (506) 459-0405,"144 Street Goodine Fredericton   459 0405NB, Canada",,,,,,Province of New Brunswick
34819,BrightPath Chestermere,100 Main Street Chestermere Chestermere AB,100 main street chestermere ,main street,chestermere,100,Chestermere,Alberta,GoDayCare.com
10077,VARSITY PRE-SCHOOL AND OUT-OF-SCHOOL RECREATION PROGRAM,4303 VARSITY DR NW,4303 Varsity Dr Nw,4303,varsity dr nw,,CALGARY,,Province of Alberta
9399,KINDERHOUSE OF SPRINGBANK HILL,7655 26 AVE SW,7655 26 Ave Sw,7655,26 ave sw,,CALGARY,,Province of Alberta
14660,BETHEL DAYCARE CHRISTINA GORDON,106 PARSON'S CREEK DRIVE,106 Parson'S Creek Drive,106,parson's creek drive,,FORT MCMURRAY,,Province of Alberta
3671,LITTLE TREASURES INGLEWOOD,"101, 1526 - 9 AVENUE SE",101 1526 9 Avenue Se,101,1526 9 avenue se,,CALGARY,,Province of Alberta
17914,CREATIVE DAYCARE OSC,222 MAIN STREET,222 Main Street,222,main street,,SPRUCE GROVE,,Province of Alberta
27997,Goodness Childcare Centre,,Nan,2620,Rutherford Road,,Vaughan,ON,Province of Ontario
7912,KILLAM TINY TOTS PLAYSCHOOL,4802 - 50AVE,4802 50Ave,4802,50ave,,KILLAM,,Province of Alberta
3447,A CHILD'S STORY - TERWILLEGAR DAY CARE,201 1715 TOWNE CENTRE BLVD,201 1715 Towne Centre Blvd,201 1715,towne centre blvd,,EDMONTON,,Province of Alberta
36343,The Early Childhood Academy,Simona Drive Caledon ON,simona drive ,,,,Caledon,Ontario,GoDayCare.com
26525,CENTRE DE LA PETITE ENFANCE PIROUETTE DE FABREVILLE INC.,"655, avenue Marc-Aurèle Fortin","655, Avenue Marc Aurèle Fortin",avenue,marc aurèle fortin,655,Laval,,Province of Quèbec
43221,Special Times Out Of School Care,1819 Berkley Rd,1819 Berkley Rd,1819,berkley rd,,North Vancouver,,Province of British Columbia
12302,TEACHABLE MOMENTS EARLY CHILDHOOD CENTER,10044 158 STREET,10044 158 Street,10044,158 street,,EDMONTON,,Province of Alberta
16267,YMCA RIVERSTONE CHILD CARE,8901 WILLOW DRIVE,8901 Willow Drive,8901,willow drive,,GRANDE PRAIRIE,,Province of Alberta
5909,BRIGHTPATH FOREST HEIGHTS,3527 FONDA WAY SE,3527 Fonda Way Se,3527,fonda way se,,CALGARY,,Province of Alberta
33896,Lakefield YMCA Child Care Centre,,Nan,8,Caroline Street,,Lakefield,ON,Province of Ontario
11400,BRIGHT HORIZONS OSC SPRUCE VILLAGE,5 SPRUCE VILLAGE WAY,5 Spruce Village Way,5,spruce village way,,SPRUCE GROVE,,Province of Alberta
31427,North Perth - Central School-age Program,,Nan,305,Binning Street,,Listowel,ON,Province of Ontario
22996,CENTRE DE LA PETITE ENFANCE LE MARMOT QUI RIT,"4335, boulevard Saint-Martin Ouest","4335, Boulevard Saint Martin Ouest",4335,boulevard saint martin ouest,,Laval,,Province of Quèbec
20512,Reston Nursery School Coop Inc.,"Room 7 - 143 3rd Street Reston, MB",room 7 143 3rd street ,143,3rd street,room 7,,,Province of Manitoba
36861,Little Sunshine Dayhome,Newcastle drive Kitchener ON,newcastle drive ,,,,Kitchener,Ontario,GoDayCare.com
25084,CENTRE DE LA PETITE ENFANCE G.B. SCALABRINI INC.,"9695, rue J.-J.-Gagnier","9695, Rue J J Gagnier",9695,rue j j gagnier,,Montréal,,Province of Quèbec
22274,GARDERIE LES MUSES INC.,"12950, boulevard Gouin Ouest","12950, Boulevard Gouin Ouest",12950,boulevard gouin ouest,,Pierrefonds,,Province of Quèbec
5296,CHILD'S PLAY OUT OF SCHOOL CARE @ ST. LUKE,1232 NORTHMOUNT DRIVE NW,1232 Northmount Drive Nw,1232,northmount drive nw,,CALGARY,,Province of Alberta
27806,1207770 Ontario Ltd - Oxford Learning Centre - Richmond Hill,,Nan,10720,Yonge Street,,Richmond Hill,ON,Province of Ontario
7205,LITTLE LEARNERS DAYCARE,6525 111 STREET,6525 111 Street,6525,111 street,,EDMONTON,,Province of Alberta
14244,FIRST FRIENDS BEFORE & AFTER SCHOOL CARE,"75, 2525 BRIDLECREST WAY SW",75 2525 Bridlecrest Way Sw,2525,bridlecrest way sw,75,CALGARY,,Province of Alberta
6680,CHILDREN'S MONTESSORI ACADEMY,33 KNIGHT STREET,33 Knight Street,33,knight street,,OKOTOKS,,Province of Alberta
6090,CNC CHILD CARE,820 SADDLEBACK ROAD,820 Saddleback Road,820,saddleback road,,EDMONTON,,Province of Alberta
22445,L'UNIVERS DE LOULOU,"8936, boulevard Langelier","8936, Boulevard Langelier",8936,boulevard langelier,,Saint-Léonard,,Province of Quèbec
2596,GLENORA OUT OF SCHOOL CARE,10405 142 STREET,10405 142 Street,10405,142 street,,EDMONTON,,Province of Alberta
36496,Centre Ãâducatif 'la NativitÃ©',146 Rue Chevrier Cornwall ON,146 rue chevrier ,146,rue chevrier,,Cornwall,Ontario,GoDayCare.com
24120,GARDERIE PORCULUS INC.,"200, rue Alexandre","200, Rue Alexandre",200,rue alexandre,,Salaberry-de-Valleyfield,,Province of Quèbec
41928,Daycare For Multiple Intelligences,17209 62A Ave,17209 62A Ave,17209,62a ave,,Surrey,,Province of British Columbia
