,source_full_address,full_address,street_number,street_name,unit,rearranged,rearranged_parsed
2839,"#220, 101 RANCHEHOUSE ROAD",#220 101 RANCHEHOUSE ROAD,101,ranchehouse road,#220,#220  101 RANCHEHOUSE ROAD,"[('#220', 'unit'), ('101', 'house_number'), ('ranchehouse road', 'road')]"
2840,665 WOODBINE BLVD SW,665 WOODBINE BLVD SW,665,woodbine blvd sw,,665 WOODBINE BLVD SW,"[('665', 'house_number'), ('woodbine blvd sw', 'road')]"
2841,6206-43 AVE,6206 43 AVE,6206,43 ave,,6206 43 AVE,"[('6206', 'house_number'), ('43 ave', 'road')]"
2842,11011 - 90 STREET,11011 90 STREET,11011,90 street,,11011 90 STREET,"[('11011', 'house_number'), ('90 street', 'road')]"
2843,"209, 18 ARBOUR LAKE WAY NW",209 18 ARBOUR LAKE WAY NW,209 18,arbour lake way nw,,209 18 ARBOUR LAKE WAY NW,"[('209 18', 'house_number'), ('arbour lake way nw', 'road')]"
2844,8453 FRANKLIN AVE,8453 FRANKLIN AVE,8453,franklin ave,,8453 FRANKLIN AVE,"[('8453', 'house_number'), ('franklin ave', 'road')]"
2845,4707/4709 51 AVENUE,4707/4709 51 AVENUE,4707/4709,51 avenue,,4707/4709 51 AVENUE,"[('4707/4709', 'house_number'), ('51 avenue', 'road')]"
2846,5643 48 AVE CRES,5643 48 AVE CRES,5643,48 ave cres,,5643 48 AVE CRES,"[('5643', 'house_number'), ('48 ave cres', 'road')]"
2847,665 WOODBINE BLVD SW,665 WOODBINE BLVD SW,665,woodbine blvd sw,,665 WOODBINE BLVD SW,"[('665', 'house_number'), ('woodbine blvd sw', 'road')]"
2848,3401 - 57 AVENUE,3401 57 AVENUE,3401,57 avenue,,3401 57 AVENUE,"[('3401', 'house_number'), ('57 avenue', 'road')]"
2849,"207, 836 - 1 AVE NW",207 836 1 AVE NW,207,836 1 ave nw,,207 836 1 AVE NW,"[('207', 'house_number'), ('836 1 ave nw', 'road')]"
2850,50 EVANSTON MANOR NW,50 EVANSTON MANOR NW,50,evanston manor nw,,50 EVANSTON MANOR NW,"[('50', 'house_number'), ('evanston manor nw', 'road')]"
2851,8453 FRANKLIN AVE,8453 FRANKLIN AVE,8453,franklin ave,,8453 FRANKLIN AVE,"[('8453', 'house_number'), ('franklin ave', 'road')]"
2852,5423 55 STREET,5423 55 STREET,5423,55 street,,5423 55 STREET,"[('5423', 'house_number'), ('55 street', 'road')]"
2853,9538 107 AVENUE,9538 107 AVENUE,9538,107 avenue,,9538 107 AVENUE,"[('9538', 'house_number'), ('107 avenue', 'road')]"
2854,63 ROSETREE ROAD N.W.,63 ROSETREE ROAD NW,63,rosetree road nw,,63 ROSETREE ROAD NW,"[('63', 'house_number'), ('rosetree road nw', 'road')]"
2855,50 EVANSTON MANOR NW,50 EVANSTON MANOR NW,50,evanston manor nw,,50 EVANSTON MANOR NW,"[('50', 'house_number'), ('evanston manor nw', 'road')]"
2856,1013 ABERDEEN STREET,1013 ABERDEEN STREET,1013,aberdeen street,,1013 ABERDEEN STREET,"[('1013', 'house_number'), ('aberdeen street', 'road')]"
2857,"207, 836 - 1 AVE NW",207 836 1 AVE NW,207,836 1 ave nw,,207 836 1 AVE NW,"[('207', 'house_number'), ('836 1 ave nw', 'road')]"
2858,5301 47 AVENUE,5301 47 AVENUE,5301,47 avenue,,5301 47 AVENUE,"[('5301', 'house_number'), ('47 avenue', 'road')]"
2859,12924/12926 127 STREET,12924/12926 127 STREET,12924/12926,127 street,,12924/12926 127 STREET,"[('12924/12926', 'house_number'), ('127 street', 'road')]"
2860,11011 90 STREET,11011 90 STREET,11011,90 street,,11011 90 STREET,"[('11011', 'house_number'), ('90 street', 'road')]"
2861,7419 - 114 STREET,7419 114 STREET,7419,114 street,,7419 114 STREET,"[('7419', 'house_number'), ('114 street', 'road')]"
2862,210 3210 118 AVENUE,210 3210 118 AVENUE,210 3210,118 avenue,,210 3210 118 AVENUE,"[('210 3210', 'house_number'), ('118 avenue', 'road')]"
2863,4707/4709 51 AVENUE,4707/4709 51 AVENUE,4707/4709,51 avenue,,4707/4709 51 AVENUE,"[('4707/4709', 'house_number'), ('51 avenue', 'road')]"
2864,12924/26 127 STREET,12924/26 127 STREET,12924/26,127 street,,12924/26 127 STREET,"[('12924/26', 'house_number'), ('127 street', 'road')]"
2865,865 BLACK BLVD. NW,865 BLACK BLVD NW,865,black blvd nw,,865 BLACK BLVD NW,"[('865', 'house_number'), ('black blvd nw', 'road')]"
2866,15830 100A AVE NW,15830 100A AVE NW,15830,100a ave nw,,15830 100A AVE NW,"[('15830', 'house_number'), ('100a ave nw', 'road')]"
2867,151 CRIMSON DRIVE,151 CRIMSON DRIVE,151,crimson drive,,151 CRIMSON DRIVE,"[('151', 'house_number'), ('crimson drive', 'road')]"
2868,151 CRIMSON DRIVE,151 CRIMSON DRIVE,151,crimson drive,,151 CRIMSON DRIVE,"[('151', 'house_number'), ('crimson drive', 'road')]"
2869,1204 - 89 AVENUE SW,1204 89 AVENUE SW,1204,89 avenue sw,,1204 89 AVENUE SW,"[('1204', 'house_number'), ('89 avenue sw', 'road')]"
2870,1401 ACADIA DRIVE SE,1401 ACADIA DRIVE SE,1401,acadia drive se,,1401 ACADIA DRIVE SE,"[('1401', 'house_number'), ('acadia drive se', 'road')]"
2871,13620 93 STREET,13620 93 STREET,13620,93 street,,13620 93 STREET,"[('13620', 'house_number'), ('93 street', 'road')]"
2872,4807-43 STREET,4807 43 STREET,4807,43 street,,4807 43 STREET,"[('4807', 'house_number'), ('43 street', 'road')]"
2873,13620 93 STREET,13620 93 STREET,13620,93 street,,13620 93 STREET,"[('13620', 'house_number'), ('93 street', 'road')]"
2874,12704 - 101 STREET,12704 101 STREET,12704,101 street,,12704 101 STREET,"[('12704', 'house_number'), ('101 street', 'road')]"
2875,83 ERIN PARK DRIVE SE,83 ERIN PARK DRIVE SE,83,erin park drive se,,83 ERIN PARK DRIVE SE,"[('83', 'house_number'), ('erin park drive se', 'road')]"
2876,300 ELM STREET,300 ELM STREET,300,elm street,,300 ELM STREET,"[('300', 'house_number'), ('elm street', 'road')]"
2877,"# 1,2,3, 1100 VILLAGE LANE",# 123 1100 VILLAGE LANE,1100,village lane,# 123,# 123 1100 VILLAGE LANE,"[('# 123', 'unit'), ('1100', 'house_number'), ('village lane', 'road')]"
2878,5131 ELLERSLIE ROAD SW,5131 ELLERSLIE ROAD SW,5131,ellerslie road sw,,5131 ELLERSLIE ROAD SW,"[('5131', 'house_number'), ('ellerslie road sw', 'road')]"
2879,"111, 1111 - 11 AVENUE SW",111 1111 11 AVENUE SW,111,1111 11 avenue sw,,111 1111 11 AVENUE SW,"[('111', 'house_number'), ('1111 11 avenue sw', 'road')]"
2880,1401 ACADIA DR. SE,1401 ACADIA DR SE,1401,acadia dr se,,1401 ACADIA DR SE,"[('1401', 'house_number'), ('acadia dr se', 'road')]"
2881,3704 WHITEHORN DRIVE NE,3704 WHITEHORN DRIVE NE,3704,whitehorn drive ne,,3704 WHITEHORN DRIVE NE,"[('3704', 'house_number'), ('whitehorn drive ne', 'road')]"
2882,7210/7220 144 AVENUE,7210/7220 144 AVENUE,7210/7220,144 avenue,,7210/7220 144 AVENUE,"[('7210/7220', 'house_number'), ('144 avenue', 'road')]"
2883,14920 93 AVE,14920 93 AVE,14920,93 ave,,14920 93 AVE,"[('14920', 'house_number'), ('93 ave', 'road')]"
2884,700 - 77 STREET SW,700 77 STREET SW,700,77 street sw,,700 77 STREET SW,"[('700', 'house_number'), ('77 street sw', 'road')]"
2885,1950 GLASTONBURY BLVD,1950 GLASTONBURY BLVD,1950,glastonbury blvd,,1950 GLASTONBURY BLVD,"[('1950', 'house_number'), ('glastonbury blvd', 'road')]"
2886,3704 WHITEHORN DRIVE NE,3704 WHITEHORN DRIVE NE,3704,whitehorn drive ne,,3704 WHITEHORN DRIVE NE,"[('3704', 'house_number'), ('whitehorn drive ne', 'road')]"
2887,3808 106 STREET,3808 106 STREET,3808,106 street,,3808 106 STREET,"[('3808', 'house_number'), ('106 street', 'road')]"
2888,7210/7220 144 AVENUE,7210/7220 144 AVENUE,7210/7220,144 avenue,,7210/7220 144 AVENUE,"[('7210/7220', 'house_number'), ('144 avenue', 'road')]"
2889,54 WEST AARSBY ROAD,54 WEST AARSBY ROAD,54,west aarsby road,,54 WEST AARSBY ROAD,"[('54', 'house_number'), ('west aarsby road', 'road')]"
2890,ROOM 1601 100 COLLEGE BLVD.,100 COLLEGE BLVD,100,college blvd,,100 COLLEGE BLVD,"[('100', 'house_number'), ('college blvd', 'road')]"
2891,809 WILLINGDON BLVD. SE,809 WILLINGDON BLVD SE,809,willingdon blvd se,,809 WILLINGDON BLVD SE,"[('809', 'house_number'), ('willingdon blvd se', 'road')]"
2892,343 CAMBRIDGE ST. SE,343 CAMBRIDGE ST SE,343,cambridge st se,,343 CAMBRIDGE ST SE,"[('343', 'house_number'), ('cambridge st se', 'road')]"
2893,1950 GLASTONBURY BLVD,1950 GLASTONBURY BLVD,1950,glastonbury blvd,,1950 GLASTONBURY BLVD,"[('1950', 'house_number'), ('glastonbury blvd', 'road')]"
2894,500 RIVERCREST CRESCENT,500 RIVERCREST CRESCENT,500,rivercrest crescent,,500 RIVERCREST CRESCENT,"[('500', 'house_number'), ('rivercrest crescent', 'road')]"
2895,809 WILLINGDON BLVD. SE,809 WILLINGDON BLVD SE,809,willingdon blvd se,,809 WILLINGDON BLVD SE,"[('809', 'house_number'), ('willingdon blvd se', 'road')]"
2896,7112 - 7TH STREET SW,7112 7TH STREET SW,7112,7th street sw,,7112 7TH STREET SW,"[('7112', 'house_number'), ('7th street sw', 'road')]"
2897,500 RIVERCREST CRESCENT,500 RIVERCREST CRESCENT,500,rivercrest crescent,,500 RIVERCREST CRESCENT,"[('500', 'house_number'), ('rivercrest crescent', 'road')]"
2898,6811 92A AVE.,6811 92A AVE,6811,92a ave,,6811 92A AVE,"[('6811', 'house_number'), ('92a ave', 'road')]"
2899,9550 152 STREET,9550 152 STREET,9550,152 street,,9550 152 STREET,"[('9550', 'house_number'), ('152 street', 'road')]"
2900,3808 - 106 STREET,3808 106 STREET,3808,106 street,,3808 106 STREET,"[('3808', 'house_number'), ('106 street', 'road')]"
2901,700 - 77 STREET SW,700 77 STREET SW,700,77 street sw,,700 77 STREET SW,"[('700', 'house_number'), ('77 street sw', 'road')]"
2902,809 WILLINGDON BLVD. SE,809 WILLINGDON BLVD SE,809,willingdon blvd se,,809 WILLINGDON BLVD SE,"[('809', 'house_number'), ('willingdon blvd se', 'road')]"
2903,322 EVERRIDGE DRIVE SW,322 EVERRIDGE DRIVE SW,322,everridge drive sw,,322 EVERRIDGE DRIVE SW,"[('322', 'house_number'), ('everridge drive sw', 'road')]"
2904,16648 71 STREET,16648 71 STREET,16648,71 street,,16648 71 STREET,"[('16648', 'house_number'), ('71 street', 'road')]"
2905,10531 74 AVENUE,10531 74 AVENUE,10531,74 avenue,,10531 74 AVENUE,"[('10531', 'house_number'), ('74 avenue', 'road')]"
2906,9614 - 100 AVENUE,9614 100 AVENUE,9614,100 avenue,,9614 100 AVENUE,"[('9614', 'house_number'), ('100 avenue', 'road')]"
2907,65 SHANNON DRIVE SW,65 SHANNON DRIVE SW,65,shannon drive sw,,65 SHANNON DRIVE SW,"[('65', 'house_number'), ('shannon drive sw', 'road')]"
2908,1215 - 4 AVENUE SOUTH,1215 4 AVENUE SOUTH,1215,4 avenue south,,1215 4 AVENUE SOUTH,"[('1215', 'house_number'), ('4 avenue south', 'road')]"
2909,2635 - 32 ST SW,2635 32 ST SW,2635,32 st sw,,2635 32 ST SW,"[('2635', 'house_number'), ('32 st sw', 'road')]"
2910,463 LAKE NEWELL CRESCENT SE,463 LAKE NEWELL CRESCENT SE,463,lake newell crescent se,,463 LAKE NEWELL CRESCENT SE,"[('463', 'house_number'), ('lake newell crescent se', 'road')]"
2911,16648 71 STREET,16648 71 STREET,16648,71 street,,16648 71 STREET,"[('16648', 'house_number'), ('71 street', 'road')]"
2912,116 - 13 AVENUE SW,116 13 AVENUE SW,116,13 avenue sw,,116 13 AVENUE SW,"[('116', 'house_number'), ('13 avenue sw', 'road')]"
2913,9228 128A AVENUE,9228 128A AVENUE,9228,128a avenue,,9228 128A AVENUE,"[('9228', 'house_number'), ('128a avenue', 'road')]"
2914,463 LAKE NEWELL CRESCENT SE,463 LAKE NEWELL CRESCENT SE,463,lake newell crescent se,,463 LAKE NEWELL CRESCENT SE,"[('463', 'house_number'), ('lake newell crescent se', 'road')]"
2915,140 CAMBRIDGE GLEN DRIVE,140 CAMBRIDGE GLEN DRIVE,140,cambridge glen drive,,140 CAMBRIDGE GLEN DRIVE,"[('140', 'house_number'), ('cambridge glen drive', 'road')]"
2916,10531 74 AVENUE,10531 74 AVENUE,10531,74 avenue,,10531 74 AVENUE,"[('10531', 'house_number'), ('74 avenue', 'road')]"
2917,2635 - 32 ST SW,2635 32 ST SW,2635,32 st sw,,2635 32 ST SW,"[('2635', 'house_number'), ('32 st sw', 'road')]"
2918,6311 TREGILLUS ST NW,6311 TREGILLUS ST NW,6311,tregillus st nw,,6311 TREGILLUS ST NW,"[('6311', 'house_number'), ('tregillus st nw', 'road')]"
2919,9228 128A AVENUE,9228 128A AVENUE,9228,128a avenue,,9228 128A AVENUE,"[('9228', 'house_number'), ('128a avenue', 'road')]"
2920,812 MCKENZIE DRIVE SE,812 MCKENZIE DRIVE SE,812,mckenzie drive se,,812 MCKENZIE DRIVE SE,"[('812', 'house_number'), ('mckenzie drive se', 'road')]"
2921,9516 114 AVENUE,9516 114 AVENUE,9516,114 avenue,,9516 114 AVENUE,"[('9516', 'house_number'), ('114 avenue', 'road')]"
2922,505 WOLF WILLOW ROAD,505 WOLF WILLOW ROAD,505,wolf willow road,,505 WOLF WILLOW ROAD,"[('505', 'house_number'), ('wolf willow road', 'road')]"
2923,2803 6 AVENUE SOUTH,2803 6 AVENUE SOUTH,2803,6 avenue south,,2803 6 AVENUE SOUTH,"[('2803', 'house_number'), ('6 avenue south', 'road')]"
2924,CARSELAND SCHOOL (RM 105),CARSELAND SCHOOL,,,,CARSELAND SCHOOL,"[('carseland school', 'house')]"
2925,THE CHILD CARE CENTRE - U OF A,THE CHILD CARE CENTRE U OF A,,,,THE CHILD CARE CENTRE U OF A,"[('the child care centre u of a', 'house')]"
2926,120 23 STREET NW,120 23 STREET NW,120,23 street nw,,120 23 STREET NW,"[('120', 'house_number'), ('23 street nw', 'road')]"
2927,"75, 2525 BRIDLECREST WAY SW",75 2525 BRIDLECREST WAY SW,2525,bridlecrest way sw,75,75 2525 BRIDLECREST WAY SW,"[('75', 'house_number'), ('2525', 'postcode'), ('bridlecrest way sw', 'road')]"
2928,1312 - 15 STREET SW,1312 15 STREET SW,1312,15 street sw,,1312 15 STREET SW,"[('1312', 'house_number'), ('15 street sw', 'road')]"
2929,"128, 636 KING STREET",128 636 KING STREET,128 636,king street,,128 636 KING STREET,"[('128 636', 'house_number'), ('king street', 'road')]"
2930,106 GEORGIAN WAY,106 GEORGIAN WAY,106,georgian way,,106 GEORGIAN WAY,"[('106', 'house_number'), ('georgian way', 'road')]"
2931,60 WOODLANDS ROAD,60 WOODLANDS ROAD,60,woodlands road,,60 WOODLANDS ROAD,"[('60', 'house_number'), ('woodlands road', 'road')]"
2932,CARSELAND SCHOOL (RM 102),CARSELAND SCHOOL,,,,CARSELAND SCHOOL,"[('carseland school', 'house')]"
2933,420 DESROCHERS BOULEVARD SW,420 DESROCHERS BOULEVARD SW,420,desrochers boulevard sw,,420 DESROCHERS BOULEVARD SW,"[('420', 'house_number'), ('desrochers boulevard sw', 'road')]"
2934,"#75, 2525 BRIDLECREST WAY SW",#75 2525 BRIDLECREST WAY SW,2525,bridlecrest way sw,#75,#75  2525 BRIDLECREST WAY SW,"[('#75', 'unit'), ('2525', 'house_number'), ('bridlecrest way sw', 'road')]"
2935,1580 STRATHCONA DR SW,1580 STRATHCONA DR SW,1580,strathcona dr sw,,1580 STRATHCONA DR SW,"[('1580', 'house_number'), ('strathcona dr sw', 'road')]"
2936,344 CENTRE STREET,344 CENTRE STREET,344,centre street,,344 CENTRE STREET,"[('344', 'house_number'), ('centre street', 'road')]"
2937,9501 - 108 AVENUE,9501 108 AVENUE,9501,108 avenue,,9501 108 AVENUE,"[('9501', 'house_number'), ('108 avenue', 'road')]"
2938,3130 141 STREET SW,3130 141 STREET SW,3130,141 street sw,,3130 141 STREET SW,"[('3130', 'house_number'), ('141 street sw', 'road')]"
2939,"88, 55 CASTLERIDGE BLVD NE",88 55 CASTLERIDGE BLVD NE,88 55,castleridge blvd ne,,88 55 CASTLERIDGE BLVD NE,"[('88 55', 'house_number'), ('castleridge blvd ne', 'road')]"
2940,4204 54 AVENUE,4204 54 AVENUE,4204,54 avenue,,4204 54 AVENUE,"[('4204', 'house_number'), ('54 avenue', 'road')]"
2941,11852/11854 145 AVENUE,11852/11854 145 AVENUE,11852/11854,145 avenue,,11852/11854 145 AVENUE,"[('11852/11854', 'house_number'), ('145 avenue', 'road')]"
2942,55 MIDPARK RISE SE,55 MIDPARK RISE SE,55,midpark rise se,,55 MIDPARK RISE SE,"[('55', 'house_number'), ('midpark rise se', 'road')]"
2943,1319 THORBURN DR. SE,1319 THORBURN DR SE,1319,thorburn dr se,,1319 THORBURN DR SE,"[('1319', 'house_number'), ('thorburn dr se', 'road')]"
2944,1406 40 ST SW,1406 40 ST SW,1406,40 st sw,,1406 40 ST SW,"[('1406', 'house_number'), ('40 st sw', 'road')]"
2945,4821-50 AVENUE,4821 50 AVENUE,4821,50 avenue,,4821 50 AVENUE,"[('4821', 'house_number'), ('50 avenue', 'road')]"
2946,11203 97 STREET,11203 97 STREET,11203,97 street,,11203 97 STREET,"[('11203', 'house_number'), ('97 street', 'road')]"
2947,3103 - 52 AVENUE,3103 52 AVENUE,3103,52 avenue,,3103 52 AVENUE,"[('3103', 'house_number'), ('52 avenue', 'road')]"
2948,4801-52 AVE,4801 52 AVE,4801,52 ave,,4801 52 AVE,"[('4801', 'house_number'), ('52 ave', 'road')]"
2949,11852/11854 145 AVENUE,11852/11854 145 AVENUE,11852/11854,145 avenue,,11852/11854 145 AVENUE,"[('11852/11854', 'house_number'), ('145 avenue', 'road')]"
2950,4801 52 AVENUE,4801 52 AVENUE,4801,52 avenue,,4801 52 AVENUE,"[('4801', 'house_number'), ('52 avenue', 'road')]"
2951,4821-50 AVE,4821 50 AVE,4821,50 ave,,4821 50 AVE,"[('4821', 'house_number'), ('50 ave', 'road')]"
2952,4801 52 AVENUE,4801 52 AVENUE,4801,52 avenue,,4801 52 AVENUE,"[('4801', 'house_number'), ('52 avenue', 'road')]"
2953,4201 - 58 STREET,4201 58 STREET,4201,58 street,,4201 58 STREET,"[('4201', 'house_number'), ('58 street', 'road')]"
2954,3130 141 STREET SW,3130 141 STREET SW,3130,141 street sw,,3130 141 STREET SW,"[('3130', 'house_number'), ('141 street sw', 'road')]"
2955,1723 - 40 STREET SE,1723 40 STREET SE,1723,40 street se,,1723 40 STREET SE,"[('1723', 'house_number'), ('40 street se', 'road')]"
2956,4617-50 AVE,4617 50 AVE,4617,50 ave,,4617 50 AVE,"[('4617', 'house_number'), ('50 ave', 'road')]"
2957,10 - 5555 STRATHCONA HILL SW,10 5555 STRATHCONA HILL SW,10 5555,strathcona hill sw,,10 5555 STRATHCONA HILL SW,"[('10 5555', 'house_number'), ('strathcona hill sw', 'road')]"
2958,1406 40 ST SW,1406 40 ST SW,1406,40 st sw,,1406 40 ST SW,"[('1406', 'house_number'), ('40 st sw', 'road')]"
2959,625 - 21 STREET SOUTH,625 21 STREET SOUTH,625,21 street south,,625 21 STREET SOUTH,"[('625', 'house_number'), ('21 street south', 'road')]"
2960,344 CENTRE STREET,344 CENTRE STREET,344,centre street,,344 CENTRE STREET,"[('344', 'house_number'), ('centre street', 'road')]"
2961,11203 - 97 STREET NW,11203 97 STREET NW,11203,97 street nw,,11203 97 STREET NW,"[('11203', 'house_number'), ('97 street nw', 'road')]"
2962,"119, 15566 MCIVOR BLVD SE",119 15566 MCIVOR BLVD SE,15566,mcivor blvd se,119,119 15566 MCIVOR BLVD SE,"[('119', 'house_number'), ('15566', 'postcode'), ('mcivor blvd se', 'road')]"
2963,"289, 523 WOODPARK BLVD SW",289 523 WOODPARK BLVD SW,289,523 woodpark blvd sw,,289 523 WOODPARK BLVD SW,"[('289', 'house_number'), ('523 woodpark blvd sw', 'road')]"
2964,10524 46 STREET,10524 46 STREET,10524,46 street,,10524 46 STREET,"[('10524', 'house_number'), ('46 street', 'road')]"
2965,2701 22 STREET SW,2701 22 STREET SW,2701,22 street sw,,2701 22 STREET SW,"[('2701', 'house_number'), ('22 street sw', 'road')]"
2966,21 4917 48 STREET,21 4917 48 STREET,21,4917 48 street,,21 4917 48 STREET,"[('21', 'house_number'), ('4917 48 street', 'road')]"
2967,2 - 199 MARTINDALE BLVD. NE,2 199 MARTINDALE BLVD NE,2 199,martindale blvd ne,,2 199 MARTINDALE BLVD NE,"[('2 199', 'house_number'), ('martindale blvd ne', 'road')]"
2968,5432 DALHART RD NW,5432 DALHART RD NW,5432,dalhart rd nw,,5432 DALHART RD NW,"[('5432', 'house_number'), ('dalhart rd nw', 'road')]"
2969,5735 - 58 STREET,5735 58 STREET,5735,58 street,,5735 58 STREET,"[('5735', 'house_number'), ('58 street', 'road')]"
2970,2 - 199 MARTINDALE BLVD NE,2 199 MARTINDALE BLVD NE,2 199,martindale blvd ne,,2 199 MARTINDALE BLVD NE,"[('2 199', 'house_number'), ('martindale blvd ne', 'road')]"
2971,4611 14 STREET NW,4611 14 STREET NW,4611,14 street nw,,4611 14 STREET NW,"[('4611', 'house_number'), ('14 street nw', 'road')]"
2972,4214 127 AVENUE,4214 127 AVENUE,4214,127 avenue,,4214 127 AVENUE,"[('4214', 'house_number'), ('127 avenue', 'road')]"
2973,51 BOUDREAU ROAD,51 BOUDREAU ROAD,51,boudreau road,,51 BOUDREAU ROAD,"[('51', 'house_number'), ('boudreau road', 'road')]"
2974,5432 DALHART RD. NW,5432 DALHART RD NW,5432,dalhart rd nw,,5432 DALHART RD NW,"[('5432', 'house_number'), ('dalhart rd nw', 'road')]"
2975,1238 - 3 AVENUE SOUTH,1238 3 AVENUE SOUTH,1238,3 avenue south,,1238 3 AVENUE SOUTH,"[('1238', 'house_number'), ('3 avenue south', 'road')]"
2976,6310-50TH AVE,6310 50TH AVE,6310,50th ave,,6310 50TH AVE,"[('6310', 'house_number'), ('50th ave', 'road')]"
2977,"#115, 20 COUNTRY HILLS LANDING NW",#115 20 COUNTRY HILLS LANDING NW,20,country hills landing nw,#115,#115  20 COUNTRY HILLS LANDING NW,"[('#115', 'unit'), ('20', 'house_number'), ('country hills landing nw', 'road')]"
2978,10524 46 STREET,10524 46 STREET,10524,46 street,,10524 46 STREET,"[('10524', 'house_number'), ('46 street', 'road')]"
2979,5104 -56 ST,5104 56 ST,5104,56 st,,5104 56 ST,"[('5104', 'house_number'), ('56 st', 'road')]"
2980,2 - 199 MARTINDALE BLVD. NE,2 199 MARTINDALE BLVD NE,2 199,martindale blvd ne,,2 199 MARTINDALE BLVD NE,"[('2 199', 'house_number'), ('martindale blvd ne', 'road')]"
2981,5104-56ST,5104 56ST,5104,56st,,5104 56ST,"[('5104', 'house_number'), ('56st', 'road')]"
2982,401 CENTRE STREET,401 CENTRE STREET,401,centre street,,401 CENTRE STREET,"[('401', 'house_number'), ('centre street', 'road')]"
2983,10524 76 AVENUE,10524 76 AVENUE,10524,76 avenue,,10524 76 AVENUE,"[('10524', 'house_number'), ('76 avenue', 'road')]"
2984,7240 180 STREET,7240 180 STREET,7240,180 street,,7240 180 STREET,"[('7240', 'house_number'), ('180 street', 'road')]"
2985,1751 TOWNE CENTRE BLVD,1751 TOWNE CENTRE BLVD,1751,towne centre blvd,,1751 TOWNE CENTRE BLVD,"[('1751', 'house_number'), ('towne centre blvd', 'road')]"
2986,9915 148 STREET,9915 148 STREET,9915,148 street,,9915 148 STREET,"[('9915', 'house_number'), ('148 street', 'road')]"
2987,100 - 100 AUBURN MEADOWS DRIVE SE,100 100 AUBURN MEADOWS DRIVE SE,100 100,auburn meadows drive se,,100 100 AUBURN MEADOWS DRIVE SE,"[('100 100', 'house_number'), ('auburn meadows drive se', 'road')]"
2988,8032 RANCHERO DRIVE NW,8032 RANCHERO DRIVE NW,8032,ranchero drive nw,,8032 RANCHERO DRIVE NW,"[('8032', 'house_number'), ('ranchero drive nw', 'road')]"
2989,190 TAMARACK WAY,190 TAMARACK WAY,190,tamarack way,,190 TAMARACK WAY,"[('190', 'house_number'), ('tamarack way', 'road')]"
2990,2-5571 45 STREET,2 5571 45 STREET,2 5571,45 street,,2 5571 45 STREET,"[('2 5571', 'house_number'), ('45 street', 'road')]"
2991,7512 144 AVENUE,7512 144 AVENUE,7512,144 avenue,,7512 144 AVENUE,"[('7512', 'house_number'), ('144 avenue', 'road')]"
2992,7240 180 STREET,7240 180 STREET,7240,180 street,,7240 180 STREET,"[('7240', 'house_number'), ('180 street', 'road')]"
2993,2323 PALLISER DRIVE SW,2323 PALLISER DRIVE SW,2323,palliser drive sw,,2323 PALLISER DRIVE SW,"[('2323', 'house_number'), ('palliser drive sw', 'road')]"
