,cityprov
2976,"Truro NS, Canada"
2977,"Rock Lake Game Bird Refuge MB, Canada"
2978,"Kintore ON, Canada"
2979,"Beardmore ON, Canada"
2980,"Highland Glen MB, Canada"
2981,"Lord Selkirk   West Kildonan MB, Canada"
2982,"Hurley Island MB, Canada"
2983,"Netley Creek Provincial Park MB, Canada"
2984,"Athens ON, Canada"
2985,"Fish Creek No 402 SK, Canada"
2986,"Manitoba House Settlement MB, Canada"
2987,"Darlings Beach SK, Canada"
2988,"Port Nelson MB, Canada"
2989,"Heming Lake MB, Canada"
2990,"Bradford West Gwillimbury ON, Canada"
2991,"Leroy SK, Canada"
2992,"Rossendale MB, Canada"
2993,"Rossman Lake West MB, Canada"
2994,"Gibbons AB, Canada"
2995,"Kedleston Beach SK, Canada"
2996,"St Ambroise Game Bird Refuge MB, Canada"
2997,"Reykjavik MB, Canada"
2998,"Norway House 17C 25 MB, Canada"
2999,"Whitecap SK, Canada"
3000,"Watson SK, Canada"
3001,"St Andrews MB, Canada"
3002,"Southey SK, Canada"
3003,"Neidpath SK, Canada"
3004,"Red Rock Ecological Reserve MB, Canada"
3005,"Neola SK, Canada"
3006,"Shorncliffe MB, Canada"
3007,"Findlay MB, Canada"
3008,"Nelson House 170 MB, Canada"
3009,"Cantuar SK, Canada"
3010,"Baie St Paul MB, Canada"
3011,"MacKay Lake Recreation Site SK, Canada"
3012,"St Malo Provincial Park MB, Canada"
3013,"Greenbush SK, Canada"
3014,"Marchantgrove SK, Canada"
3015,"Brampton ON, Canada"
3016,"Cross Lake 19B MB, Canada"
3017,"Cottonwoods MB, Canada"
3018,"Brokenhead Reserve MB, Canada"
3019,"Threehouse MB, Canada"
3020,"Marysburg SK, Canada"
3021,"Lee Lake Game Bird Refuge MB, Canada"
3022,"Hague SK, Canada"
3023,"Rosenort MB, Canada"
3024,"Echo Bay SK, Canada"
3025,"Kinloch SK, Canada"
3026,"Dawson Bay MB, Canada"
3027,"Carry The Kettle 76 49 SK, Canada"
3028,"McVeigh MB, Canada"
3029,"Chillon MB, Canada"
3030,"Blackville NB, Canada"
3031,"Jan Lake SK, Canada"
3032,"Ardill SK, Canada"
3033,"Westgate MB, Canada"
3034,"Miramichi NB, Canada"
3035,"Ogle SK, Canada"
3036,"Fort Whyte MB, Canada"
3037,"Hnausa MB, Canada"
3038,"Harrietsfield NS, Canada"
3039,"Crane River MB, Canada"
3040,"Artland SK, Canada"
3041,"Kemoca Regional Park SK, Canada"
3042,"Bechard SK, Canada"
3043,"Cutts MB, Canada"
3044,"La Prairie QC, Canada"
3045,"Ladywood MB, Canada"
3046,"San Clara MB, Canada"
3047,"Neelby SK, Canada"
3048,"Mitchell MB, Canada"
3049,"Carry The Kettle 76 28 SK, Canada"
3050,"Osborne Village MB, Canada"
3051,"Blumenfeld MB, Canada"
3052,"Mair SK, Canada"
3053,"Stony Mountain MB, Canada"
3054,"Brightmore SK, Canada"
3055,"Cymric SK, Canada"
3056,"Craigsford MB, Canada"
3057,"St Marys ON, Canada"
3058,"Beachburg ON, Canada"
3059,"Ochapowace 71 126 SK, Canada"
3060,"Split Lake 171B MB, Canada"
3061,"Rivergrove MB, Canada"
3062,"Burlington ON, Canada"
3063,"Lestock SK, Canada"
3064,"Sakitaw MB, Canada"
3065,"Norway House Cree Nation Amiskotokan MB, Canada"
3066,"Roblin MB, Canada"
3067,"Eyebrow SK, Canada"
3068,"Keswick Ridge NB, Canada"
3069,"Oak Lake MB, Canada"
3070,"Thalberg MB, Canada"
3071,"Pinehouse SK, Canada"
3072,"Moose Lake 31J MB, Canada"
3073,"Waterloo QC, Canada"
3074,"Carry The Kettle 76 82 SK, Canada"
3075,"Last Mountain Regional Park SK, Canada"
3076,"Mayfair SK, Canada"
3077,"Wuskwi Sipihk First Nation 3a MB, Canada"
3078,"Spencerville ON, Canada"
3079,"Norway House 17C 22 MB, Canada"
3080,"Bracebridge ON, Canada"
3081,"Spence Lake MB, Canada"
3082,"Armley SK, Canada"
3083,"Berens River MB, Canada"
3084,"Caribou Landing MB, Canada"
3085,"La Roche Percee Historic Site SK, Canada"
3086,"Belbeck SK, Canada"
3087,"Bird's Point Recreation Site SK, Canada"
3088,"St Peters MB, Canada"
3089,"Arnprior ON, Canada"
3090,"Barren Lands MB, Canada"
3091,"Redwater AB, Canada"
3092,"Heritage Lake Recreation Site SK, Canada"
3093,"Glamis SK, Canada"
3094,"Cookson SK, Canada"
3095,"St Laurent MB, Canada"
3096,"Fort Battleford National Historic Site of Canada SK, Canada"
3097,"Lake Francis Wildlife Management Area MB, Canada"
3098,"Callander ON, Canada"
3099,"Winnitoba MB, Canada"
3100,"Red Pine Furbearing Animal Refuge MB, Canada"
3101,"Pigeon Lake MB, Canada"
3102,"Kinoosao SK, Canada"
3103,"Ochapowace 71 98 SK, Canada"
3104,"Edfield SK, Canada"
3105,"Sunset Beach MB, Canada"
3106,"Sprague MB, Canada"
3107,"Oromocto NB, Canada"
3108,"Moose Lake MB, Canada"
3109,"Numaykoos Sakaheykun MB, Canada"
3110,"Lillestrom SK, Canada"
3111,"Loreburn SK, Canada"
3112,"Cromwell MB, Canada"
3113,"Laird No 404 SK, Canada"
3114,"Meskanaw SK, Canada"
3115,"Hanmer ON, Canada"
3116,"Carry The Kettle 76 72 SK, Canada"
3117,"Montreal Lake 106B SK, Canada"
3118,"Moore Park MB, Canada"
3119,"Espanola ON, Canada"
3120,"Akosane SK, Canada"
3121,"Bedford MB, Canada"
3122,"Rockwood ON, Canada"
3123,"Muskowekwan 85 58 SK, Canada"
3124,"Leroy Leisure Land Regional Park SK, Canada"
3125,"Peony Farm MB, Canada"
3126,"Sidney BC, Canada"
3127,"Richmond Park MB, Canada"
3128,"Burwash Landing YT, Canada"
3129,"Dauphin Beach MB, Canada"
3130,"Buffalo Pound Provincial Park SK, Canada"
3131,"Jaroslaw MB, Canada"
3132,"Little Britain ON, Canada"
3133,"Bristol MB, Canada"
3134,"Budd's Point 20D SK, Canada"
3135,"Pont Landry NB, Canada"
3136,"Wanasing Beach MB, Canada"
3137,"Clemens SK, Canada"
3138,"District of Katepwa SK, Canada"
3139,"Netley MB, Canada"
3140,"Nottingham SK, Canada"
3141,"Fisher Bay MB, Canada"
3142,"D Gerbrandt Recreation Site SK, Canada"
3143,"English River Flatstone Lake 192L SK, Canada"
3144,"Carry The Kettle 76 81 SK, Canada"
3145,"Cape Churchill Wildlife Management Area MB, Canada"
3146,"Kingston Crescent MB, Canada"
3147,"Great Falls MB, Canada"
3148,"Merle SK, Canada"
3149,"Bexhill SK, Canada"
3150,"Meadow Lake No 588 SK, Canada"
3151,"Davin Lake Recreation Site SK, Canada"
3152,"Riverview MB, Canada"
3153,"Hagersville ON, Canada"
3154,"Bickleigh SK, Canada"
3155,"Hamilton ON, Canada"
3156,"Westbourne MB, Canada"
3157,"Estevan No 5 SK, Canada"
3158,"Herriot MB, Canada"
3159,"Abbotsford BC, Canada"
3160,"Ruttan Mine MB, Canada"
3161,"St Pauls MB, Canada"
3162,"Glenbain SK, Canada"
3163,"Thamesford ON, Canada"
3164,"Blumenhof SK, Canada"
3165,"Asquith SK, Canada"
3166,"Amherstburg ON, Canada"
3167,"Connell Creek SK, Canada"
3168,"Fishing Lake Regional Park (Leslie Beach) SK, Canada"
3169,"Gnadenfeld MB, Canada"
3170,"Frontier SK, Canada"
3171,"McLennan Lake Recreation Site SK, Canada"
3172,"McMunn MB, Canada"
3173,"Churchill Park SK, Canada"
3174,"Reynolds MB, Canada"
3175,"Pangman SK, Canada"
3176,"Greely ON, Canada"
3177,"Nakaway Ahkeeng SK, Canada"
3178,"Treesbank MB, Canada"
3179,"Wanless MB, Canada"
3180,"Margaret MB, Canada"
3181,"Grindstone Point Wildlife Refuge MB, Canada"
3182,"Sargent Park MB, Canada"
3183,"James M Grant Park MB, Canada"
3184,"Split Lake 171 MB, Canada"
3185,"Tremaudan MB, Canada"
3186,"Bittern Lake 218 SK, Canada"
3187,"Beaver River No 622 SK, Canada"
3188,"Lucky Man SK, Canada"
3189,"Norway House 17C 13 MB, Canada"
3190,"Cumberland BC, Canada"
3191,"Saskatoon SK, Canada"
3192,"Garland MB, Canada"
3193,"St Martin Station MB, Canada"
3194,"Bounty SK, Canada"
3195,"Valley River Reserve MB, Canada"
3196,"Bayard SK, Canada"
3197,"Coalfields No 4 SK, Canada"
3198,"North Battleford No 437 SK, Canada"
3199,"Cub Hills Game Preserve SK, Canada"
3200,"Larkhaven SK, Canada"
3201,"Moosehorn MB, Canada"
3202,"Glencairn SK, Canada"
3203,"North Norfolk MB, Canada"
3204,"Anjou QC, Canada"
3205,"Levuka SK, Canada"
3206,"Ewart MB, Canada"
3207,"Sainte Marie de Kent NB, Canada"
3208,"Atikokan ON, Canada"
3209,"Bridgenorth ON, Canada"
3210,"Mission BC, Canada"
3211,"Indian Birch MB, Canada"
3212,"Langham and District Regional Park SK, Canada"
3213,"Laventure SK, Canada"
3214,"English River First Nation Leaf Rapids 192P SK, Canada"
3215,"Elk Hill SK, Canada"
3216,"StMalo MB, Canada"
3217,"Admiral SK, Canada"
3218,"Pine Creek Settlement MB, Canada"
3219,"Opekunosakakanihk MB, Canada"
3220,"Claybank SK, Canada"
3221,"Erinview MB, Canada"
3222,"Indi SK, Canada"
3223,"La Coulée MB, Canada"
3224,"Putahow Lake Site A MB, Canada"
3225,"Maples MB, Canada"
3226,"Muskowekwan 85 33 SK, Canada"
3227,"Newnes SK, Canada"
3228,"Deer Creek Recreation Site SK, Canada"
3229,"Ochapowage 71 128 SK, Canada"
3230,"Goulds NL, Canada"
3231,"Opaskwayak Cree Nation 21B MB, Canada"
3232,"Glenwood MB, Canada"
3233,"Gregg MB, Canada"
3234,"Muskowekwan Reserve 85 72 SK, Canada"
3235,"Peguis 1F MB, Canada"
3236,"Buzzard SK, Canada"
3237,"Sooke BC, Canada"
3238,"Macklin Game Preserve SK, Canada"
3239,"Oshawa ON, Canada"
3240,"Green Oak MB, Canada"
3241,"Brooklands MB, Canada"
3242,"Muskowekwan 85 63 SK, Canada"
3243,"Bashaw AB, Canada"
3244,"Brownlee SK, Canada"
3245,"North Knife Lake MB, Canada"
3246,"Hewitt Landing SK, Canada"
3247,"Bluff Creek MB, Canada"
3248,"Cap Pel NB, Canada"
3249,"Kingsland SK, Canada"
3250,"Binscarth  MB, Canada"
3251,"Lemsford SK, Canada"
3252,"Broadacres SK, Canada"
3253,"Rembrandt MB, Canada"
3254,"Pukatawagan MB, Canada"
3255,"Edgeley SK, Canada"
3256,"Garden Head SK, Canada"
3257,"Navan ON, Canada"
3258,"Varsity View MB, Canada"
3259,"Ottawa ON, Canada"
3260,"Miniota MB, Canada"
3261,"Erin ON, Canada"
3262,"Crestview MB, Canada"
3263,"Stoney Creek ON, Canada"
3264,"Laval Ouest QC, Canada"
3265,"Canwood No 494 SK, Canada"
3266,"Enid SK, Canada"
3267,"Riding Mountain National Park of Canada MB, Canada"
3268,"Camp Morton Provincial Park MB, Canada"
3269,"Colvin Lake Provincial Park MB, Canada"
3270,"Moosomin 112K SK, Canada"
3271,"Broadview Recreation Site SK, Canada"
3272,"Wellesley ON, Canada"
3273,"Baljennie SK, Canada"
3274,"Haywood MB, Canada"
3275,"Clifford ON, Canada"
3276,"Brevoort Park SK, Canada"
3277,"Fish Creek SK, Canada"
3278,"Muskowekwan 85 40 SK, Canada"
3279,"Warman SK, Canada"
3280,"Rivers Provincial Park MB, Canada"
3281,"Krydor SK, Canada"
3282,"Caraquet NB, Canada"
3283,"Silverton MB, Canada"
3284,"Muskowekwan 85 38 SK, Canada"
3285,"Poplarville MB, Canada"
3286,"New Rosa MB, Canada"
3287,"Arlington No 79 SK, Canada"
3288,"Cowper SK, Canada"
3289,"Madawaska Maliseet First Nation NB, Canada"
3290,"Emerald No 277 SK, Canada"
3291,"Johnsborough SK, Canada"
3292,"Oako Beach MB, Canada"
3293,"Port Coquitlam BC, Canada"
3294,"Anglo Rouyn Mine Site SK, Canada"
3295,"Cana No 214 SK, Canada"
3296,"Lake Lenore No 399 SK, Canada"
3297,"Aylsham SK, Canada"
3298,"Dalzell SK, Canada"
3299,"Eriksdale MB, Canada"
3300,"Lake Audy MB, Canada"
3301,"Pipun MB, Canada"
3302,"Arizona MB, Canada"
3303,"Birmingham Junction SK, Canada"
3304,"Cramersburg SK, Canada"
3305,"Highway 155 Road Corridor Game Preserve SK, Canada"
3306,"Aylesbury SK, Canada"
3307,"Lethbridge AB, Canada"
3308,"Isle of Bays Wildlife Refuge SK, Canada"
3309,"Sandridge MB, Canada"
3310,"West Vancouver BC, Canada"
3311,"Macdonald MB, Canada"
3312,"Pettapiece MB, Canada"
3313,"Muskowekwan 85 7 SK, Canada"
3314,"Armstrong MB, Canada"
3315,"Marchand MB, Canada"
3316,"Albertville SK, Canada"
3317,"Muskowekwan 85 9 SK, Canada"
3318,"Rosewood MB, Canada"
3319,"Tilbury ON, Canada"
3320,"Johnson MB, Canada"
3321,"Ashmont AB, Canada"
3322,"Jackhead MB, Canada"
3323,"Espeseth Cove SK, Canada"
3324,"Caledon ON, Canada"
3325,"Creighton SK, Canada"
3326,"Moose Creek No 33 SK, Canada"
3327,"Norway House 17C 12 MB, Canada"
3328,"Manitou MB, Canada"
3329,"Lower Sackville NS, Canada"
3330,"Shediac NB, Canada"
3331,"Bromont QC, Canada"
3332,"Lepine SK, Canada"
3333,"Wapawsik MB, Canada"
3334,"Little Britain MB, Canada"
3335,"Lord Selkirk MB, Canada"
3336,"Stuartburn Wildlife Management Area MB, Canada"
3337,"Payuk Lake MB, Canada"
3338,"Bridgeford SK, Canada"
3339,"Borden SK, Canada"
3340,"North Portal SK, Canada"
3341,"Ochapowace 71 121 SK, Canada"
3342,"Louise MB, Canada"
3343,"Heaslip MB, Canada"
3344,"Moose Creek Provincial Forest MB, Canada"
3345,"Oberon MB, Canada"
3346,"Lilac SK, Canada"
3347,"Brock SK, Canada"
3348,"Halifax NS, Canada"
3349,"Tremaine MB, Canada"
3350,"Domain MB, Canada"
3351,"Beamsville ON, Canada"
3352,"Carry The Kettle 76 79 SK, Canada"
3353,"Kaleida MB, Canada"
3354,"Edenwold SK, Canada"
3355,"Traverse Bay MB, Canada"
3356,"Froude SK, Canada"
3357,"Fertile Valley No 285 SK, Canada"
3358,"Blackdale MB, Canada"
3359,"Briggs Spur MB, Canada"
3360,"Victoria BC, Canada"
3361,"Ocean Man 69S SK, Canada"
3362,"Keeseekoose 66 Ch 01 SK, Canada"
3363,"Legal AB, Canada"
3364,"Hnausa Beach Provincial Park MB, Canada"
3365,"Fort Livingstone National Historic Site of Canada SK, Canada"
3366,"Homefield SK, Canada"
3367,"Moosomin SK, Canada"
3368,"Muskowekwan Reserve 85 74 SK, Canada"
3369,"Crystal Beach SK, Canada"
3370,"Pierson Wildlife Management Area MB, Canada"
3371,"Forest Grove SK, Canada"
3372,"St Clements MB, Canada"
3373,"Nepean ON, Canada"
3374,"Woods Creek MB, Canada"
3375,"Braeside MB, Canada"
3376,"Choiceland SK, Canada"
3377,"Crane Junction SK, Canada"
3378,"Croll MB, Canada"
3379,"Lipsett SK, Canada"
3380,"North River MB, Canada"
3381,"Moose Creek ON, Canada"
3382,"Meyronne SK, Canada"
3383,"Fenton SK, Canada"
3384,"Viking AB, Canada"
3385,"Norway House 17C 33 MB, Canada"
3386,"Rosengart MB, Canada"
3387,"Laval QC, Canada"
3388,"Drybrough MB, Canada"
3389,"Elkford BC, Canada"
3390,"Almonte ON, Canada"
3391,"Portia MB, Canada"
3392,"Heritage Park MB, Canada"
3393,"Boyd MB, Canada"
3394,"Sarto MB, Canada"
3395,"Vita MB, Canada"
3396,"Greenway MB, Canada"
3397,"Wuskwi Sipihk First Nation 2 MB, Canada"
3398,"Carry The Kettle 76 71 SK, Canada"
3399,"Radville SK, Canada"
3400,"Norway House 17C 1 MB, Canada"
3401,"Elkhorn MB, Canada"
3402,"Kingston NS, Canada"
3403,"Alton ON, Canada"
3404,"Big Shell SK, Canada"
3405,"Greenfield No 529 SK, Canada"
3406,"McLean Recreation Site SK, Canada"
3407,"Cana SK, Canada"
3408,"Dyce MB, Canada"
3409,"Geyser MB, Canada"
3410,"Burton Lake SK, Canada"
3411,"Grand Bay Westfield NB, Canada"
3412,"Oak Bluff  MB, Canada"
3413,"Headingley MB, Canada"
3414,"Muskowekwan 85 57 SK, Canada"
3415,"Sardis BC, Canada"
3416,"Carry The Kettle 76 12 SK, Canada"
3417,"Burr SK, Canada"
3418,"Ochapowace 71 122 SK, Canada"
3419,"Melville SK, Canada"
3420,"Marienthal SK, Canada"
3421,"Meadow Lake 105C SK, Canada"
3422,"West Lynne MB, Canada"
3423,"Lobbville MB, Canada"
3424,"Sapotaweyak Cree Nation   Spruce Island MB, Canada"
3425,"Masson angers QC, Canada"
3426,"Thlewiaza River MB, Canada"
3427,"Richibucto NB, Canada"
3428,"Big Island Lake MB, Canada"
3429,"Goldfields SK, Canada"
3430,"Stratford PE, Canada"
3431,"McKillop No 220 SK, Canada"
3432,"Duck Mountain Provincial Park MB, Canada"
3433,"Kelvington SK, Canada"
3434,"Bemersyde SK, Canada"
3435,"Muskowekwan 85 46 SK, Canada"
3436,"Bath ON, Canada"
3437,"Nį̀txeli Tuwé 2 MB, Canada"
3438,"Fairy Lake MB, Canada"
3439,"Jackfish Lake SK, Canada"
3440,"South Indian Lake MB, Canada"
3441,"Grand Manan NB, Canada"
3442,"Woodworth MB, Canada"
3443,"Oakview MB, Canada"
3444,"Kalium SK, Canada"
3445,"Makaoo 120 SK, Canada"
3446,"Dunlop MB, Canada"
3447,"Neubergthal MB, Canada"
3448,"Mansur SK, Canada"
3449,"Fir Mountain SK, Canada"
3450,"Lake Pitihkwakew 102B SK, Canada"
3451,"Glossop MB, Canada"
3452,"Myra MB, Canada"
3453,"Angus ON, Canada"
3454,"St Eustache MB, Canada"
3455,"Douglas Station MB, Canada"
3456,"Grant Park MB, Canada"
3457,"Rossville MB, Canada"
3458,"Birch Rapids SK, Canada"
3459,"Cavell SK, Canada"
3460,"St John's NL, Canada"
3461,"Drake SK, Canada"
3462,"Herb Lake MB, Canada"
3463,"Moose Valley SK, Canada"
3464,"Big Grass Marsh Game Bird Refuge MB, Canada"
3465,"Spearhill MB, Canada"
3466,"Clear Lake 61A MB, Canada"
3467,"Wepuskow Ohnikahp MB, Canada"
3468,"Big Arm No 251 SK, Canada"
3469,"Muskeg Lake 102L SK, Canada"
3470,"Frys SK, Canada"
3471,"Thompson MB, Canada"
3472,"Forest Gate SK, Canada"
3473,"Little Red River 106C SK, Canada"
3474,"Naseby SK, Canada"
3475,"Elm Creek  MB, Canada"
3476,"Doncrest SK, Canada"
3477,"Chelmsford ON, Canada"
3478,"Toronto ON, Canada"
3479,"McAuley MB, Canada"
3480,"Harlington MB, Canada"
3481,"Weiden Wildlife Management Area MB, Canada"
3482,"Hyland Provincial Park MB, Canada"
3483,"Ochre Beach MB, Canada"
3484,"Sherbrooke QC, Canada"
3485,"Beeton ON, Canada"
3486,"Crescent Park MB, Canada"
3487,"Timmins ON, Canada"
3488,"Brancepeth SK, Canada"
3489,"Pauingassi MB, Canada"
3490,"Paradise NL, Canada"
3491,"Caliento MB, Canada"
3492,"Flaxcombe SK, Canada"
3493,"Lone Spruce MB, Canada"
3494,"Frankford ON, Canada"
3495,"Fort Alexander 3 MB, Canada"
3496,"Buckland Wildlife Management Unit SK, Canada"
3497,"Merlin ON, Canada"
3498,"Battleford SK, Canada"
3499,"Ochapowace 71 125 SK, Canada"
3500,"Eldon No 471 SK, Canada"
3501,"Disley SK, Canada"
3502,"Lieu historique national du Canada Forts Rouge, Garry et Gibraltar MB, Canada"
3503,"Fort Qu'Appelle Touchwood Hills Trail Historic Site SK, Canada"
3504,"Carpenter SK, Canada"
3505,"Kilman MB, Canada"
3506,"Na Sha Ke Penais MB, Canada"
3507,"Belmont MB, Canada"
3508,"Crystal Hill SK, Canada"
3509,"Deer Forks No 232 SK, Canada"
3510,"Landmark  MB, Canada"
3511,"Arbuthnot SK, Canada"
3512,"Meadows West MB, Canada"
3513,"Grosswerder SK, Canada"
3514,"Manitou Lake No 442 SK, Canada"
3515,"Muskeg Lake 102G SK, Canada"
3516,"Sandy Hook Golf Course MB, Canada"
3517,"Ochapowace 71 31 SK, Canada"
3518,"Grainland SK, Canada"
3519,"Hummerston MB, Canada"
3520,"Langenburg No 181 SK, Canada"
3521,"Meaford ON, Canada"
3522,"Big Eddy Settlement MB, Canada"
3523,"Manitoba MB, Canada"
3524,"Fairfax MB, Canada"
3525,"Lameque NB, Canada"
3526,"Corner Brook NL, Canada"
3527,"St Germain South MB, Canada"
3528,"Ochapowace 71 24 SK, Canada"
3529,"Mistik SK, Canada"
3530,"Kane MB, Canada"
3531,"Ochapowace 71 64 SK, Canada"
3532,"Riverbank NB, Canada"
3533,"Metcalfe ON, Canada"
3534,"Nemekus Sakahikan 221 SK, Canada"
3535,"Harry Cox Wildlife Refuge MB, Canada"
3536,"Minton SK, Canada"
3537,"Ste Rita MB, Canada"
3538,"Flying Dust 105 I SK, Canada"
3539,"Rat River Wildlife Management Area MB, Canada"
3540,"Ste Anne des Chênes MB, Canada"
3541,"Courtice ON, Canada"
3542,"Lakeridge SK, Canada"
3543,"Algar MB, Canada"
3544,"Stirling ON, Canada"
3545,"Cloverleaf MB, Canada"
3546,"Sapochi MB, Canada"
3547,"Mitchellview SK, Canada"
3548,"Mehan SK, Canada"
3549,"Westville NS, Canada"
3550,"Flett's Springs No 429 SK, Canada"
3551,"Wallace Lake MB, Canada"
3552,"God's River 86A MB, Canada"
3553,"Amsterdam SK, Canada"
3554,"Mallard MB, Canada"
3555,"Grace Lake MB, Canada"
3556,"Ochapowace 71 86 SK, Canada"
3557,"Harrison MB, Canada"
3558,"Kingston ON, Canada"
3559,"Eel River Crossing NB, Canada"
3560,"Prawda MB, Canada"
3561,"Mercier QC, Canada"
3562,"Industrial Centre SK, Canada"
3563,"Old Kildonan MB, Canada"
3564,"Harptree SK, Canada"
3565,"Furdale SK, Canada"
3566,"Ochapowace 71 108 SK, Canada"
3567,"Sanford MB, Canada"
3568,"Kronsthal MB, Canada"
3569,"Ochapowace 71 8 SK, Canada"
3570,"Murray Park MB, Canada"
3571,"Whitehorse YT, Canada"
3572,"Grass Lake No 381 SK, Canada"
3573,"East Fairwell SK, Canada"
3574,"St Raymond MB, Canada"
3575,"Dundonald MB, Canada"
3576,"Golden Stream MB, Canada"
3577,"Elton MB, Canada"
3578,"Manitou Beach SK, Canada"
3579,"Wampum Ecological Reserve MB, Canada"
3580,"Virden MB, Canada"
3581,"Evergreen Brightsand SK, Canada"
3582,"Cullen SK, Canada"
3583,"Nekaneet Cree Nation SK, Canada"
3584,"Batoche SK, Canada"
3585,"Fort Garry Industrial Park MB, Canada"
3586,"Kahkewistahaw 72G SK, Canada"
3587,"Capreol ON, Canada"
3588,"Muskowekwan 85 18 SK, Canada"
3589,"Heart's Hill Wildlife Management Unit SK, Canada"
3590,"Carry The Kettle 76 9 SK, Canada"
3591,"Erickson MB, Canada"
3592,"Ditch Lake MB, Canada"
3593,"St laurent QC, Canada"
3594,"Mooseocoot 4 MB, Canada"
3595,"Gillespie SK, Canada"
3596,"Christian Island ON, Canada"
3597,"Birson SK, Canada"
3598,"Clonmel SK, Canada"
3599,"Eston SK, Canada"
3600,"Navin MB, Canada"
3601,"Meeting Lake Regional Park SK, Canada"
3602,"Val d'amour NB, Canada"
3603,"Cutoff SK, Canada"
3604,"Fond du Lac 229 SK, Canada"
3605,"Milden No 286 SK, Canada"
3606,"Grunthal MB, Canada"
3607,"Shoal River 65A MB, Canada"
3608,"Worby MB, Canada"
3609,"Southdale MB, Canada"
3610,"Carry The Kettle 76 80 SK, Canada"
3611,"Assiniboia East SK, Canada"
3612,"Thunderhill Junction MB, Canada"
3613,"Makwa Lake 129B SK, Canada"
3614,"Peonan Point Wildlife Management Area MB, Canada"
3615,"Heward SK, Canada"
3616,"Foley MB, Canada"
3617,"Airdrie AB, Canada"
3618,"St George ON, Canada"
3619,"Moose Lake 31D MB, Canada"
3620,"Dickstone MB, Canada"
3621,"Flin Flon SK, Canada"
3622,"Lenore Lake Bird Sanctuary SK, Canada"
3623,"Downsview ON, Canada"
3624,"Kulish MB, Canada"
3625,"Ochapowace 71 131 SK, Canada"
3626,"Makwa Lake Provincial Park SK, Canada"
3627,"Mistah Hart Norway House Cree Nation MB, Canada"
3628,"Brossard QC, Canada"
3629,"Wesha Kijay Wasagamach MB, Canada"
3630,"Grosse Isle MB, Canada"
3631,"Lawrence MB, Canada"
3632,"Barrier Valley No 397 SK, Canada"
3633,"Grand Falls Windsor NL, Canada"
3634,"Attawapiskat ON, Canada"
3635,"Kipabiskau Regional Park SK, Canada"
3636,"Steeprock Wildlife Management Area MB, Canada"
3637,"Caledonia No 99 SK, Canada"
3638,"Barrington Passage NS, Canada"
3639,"Oakville MB, Canada"
3640,"Donald Gunn SK, Canada"
3641,"Portage Sand Hills Wildlife Management Area MB, Canada"
3642,"Medicine Hat AB, Canada"
3643,"McCarthy Park SK, Canada"
3644,"Sharpewood Wildlife Management Area MB, Canada"
3645,"Lister Rapids Park MB, Canada"
3646,"Hanson Lake Recreation Site SK, Canada"
3647,"Bridgewater NS, Canada"
3648,"Keeseekoose 66 KE 03 SK, Canada"
3649,"Pointe Sapin NB, Canada"
3650,"Foxdale SK, Canada"
3651,"Sirko MB, Canada"
3652,"Herbert Ferry Regional Park SK, Canada"
3653,"Eston Riverside Regional Park SK, Canada"
3654,"Duck Mountain Regional Park SK, Canada"
3655,"Clashmoor SK, Canada"
3656,"Hatfield SK, Canada"
3657,"Minnehaha SK, Canada"
3658,"Cummings SK, Canada"
3659,"Dominion City MB, Canada"
3660,"Dorothy Lake MB, Canada"
3661,"High Hill SK, Canada"
3662,"Churchill MB, Canada"
3663,"Lake St George MB, Canada"
3664,"Nestledown SK, Canada"
3665,"Oak Bluff MB, Canada"
3666,"Hugonard SK, Canada"
3667,"Wellwood MB, Canada"
3668,"Norway House 17C 18 MB, Canada"
3669,"Clearwater River Dene Band 221 SK, Canada"
3670,"Lomond No 37 SK, Canada"
3671,"Shorepointe Village MB, Canada"
3672,"Ochapowace 71 60 SK, Canada"
3673,"Thornton ON, Canada"
3674,"Gnadenthal MB, Canada"
3675,"Red Sucker Lake 1976 B MB, Canada"
3676,"Birchbark Lake Recreation Site SK, Canada"
3677,"Britannia Park SK, Canada"
3678,"Elva MB, Canada"
3679,"Norway House 17D 8 MB, Canada"
3680,"Lakewood MB, Canada"
3681,"Mirond Lake 184E SK, Canada"
3682,"Mount Brydges ON, Canada"
3683,"Bulyea SK, Canada"
3684,"Lightwoods SK, Canada"
3685,"Putahow Lake Site D MB, Canada"
3686,"Ochapowace 71 18 SK, Canada"
3687,"Poplar River MB, Canada"
3688,"Springhill NS, Canada"
3689,"Ashern MB, Canada"
3690,"Grand Rapids Provincial Park MB, Canada"
3691,"Norway House 17D 1 MB, Canada"
3692,"Mistuhekasookun MB, Canada"
3693,"Churchill SK, Canada"
3694,"Calley SK, Canada"
3695,"Birch Island ON, Canada"
3696,"Courtenay BC, Canada"
3697,"Caledonia ON, Canada"
3698,"Westdale MB, Canada"
3699,"Lee River MB, Canada"
3700,"Fitzmaurice SK, Canada"
3701,"Dencross MB, Canada"
3702,"Little Hills 158B SK, Canada"
3703,"Limerick SK, Canada"
3704,"Lost River No 313 SK, Canada"
3705,"Dundurn SK, Canada"
3706,"Currie Heights SK, Canada"
3707,"Ochapowace 71 89 SK, Canada"
3708,"Peter Burton's/Shorty Rapids MB, Canada"
3709,"Dunelm SK, Canada"
3710,"Firdale MB, Canada"
