,Nom de l'installation,Région administrative,Adresse,Municipalité,Code postal,Téléphone,Télécopieur,Adresse courriel,Type de service de garde,Places totales au permis,Places 17 mois ou moins,Place à contribution réduite,Territoire couvert,Places totales à l'agrément,Nombre de RSG reconnues
109,GARDERIE LEURS PREMIERS PAS 2014 INC. (2 ÈME INSTALLATION),2 - Saguenay - Lac-Saint-Jean,"3878, rue Saint-Jean",Jonquière,G7X 0N8,(418) 695-9632,,kimy1904@hotmail.fr,GARD,50.0,10.0,,,,
110,L'UNIVERS DES POUPONS,2 - Saguenay - Lac-Saint-Jean,"2170, rue des Étudiants",Jonquière,G7X 9E1,(418) 547-2323,(418) 542-4093,cat01comeau@hotmail.com,GARD,75.0,35.0,CR,,,
111,LE MONDE DES ENFANTS,2 - Saguenay - Lac-Saint-Jean,"4142, rue Marc-Aurèle",Jonquière,G7Z 1N3,(418) 542-4353,(418) 542-4353,cat01comeau@hotmail.com,GARD,80.0,10.0,CR,,,
112,LE PETIT MONDE DES ARTS ET DES SPORTS,2 - Saguenay - Lac-Saint-Jean,"2420, rue des Marronniers",Jonquière,G7Z 1A9,(418) 817-5476,,lepetitmondedesas@gmail.com,GARD,67.0,10.0,,,,
113,MINI-EXPLORATOUT INC.,2 - Saguenay - Lac-Saint-Jean,"2234, rue Poitras",Jonquière,G7S 3S1,(418) 412-9412,,exploratout@yahoo.ca,GARD,41.0,15.0,,,,
114,ROYAUME DES ENFANTS,2 - Saguenay - Lac-Saint-Jean,"4010, rue des Mouettes",Jonquière,G7X 0M5,(418) 542-4363,(418) 542-4093,cat01comeau@hotmail.com,GARD,80.0,10.0,CR,,,
115,CENTRE DE LA PETITE ENFANCE MINI-MONDE INSTALLATION DE L'ANSE-ST-JEAN,2 - Saguenay - Lac-Saint-Jean,"157A, Route 170",L'Anse-Saint-Jean,G0V 1J0,(418) 272-1760,(418) 272-2467,cpe@mini-monde.com,CPE,16.0,0.0,CR,,,
116,CENTRE DE LA PETITE ENFANCE ALOUETTE,2 - Saguenay - Lac-Saint-Jean,"1775, rue Lucien-Lecompte",La Baie,G0V 1A0,"(418) 677-4000, poste 7048",(418) 677-7936,sara.jomphe@cpealouette.com,CPE,80.0,15.0,CR,,,
117,CENTRE DE LA PETITE ENFANCE LE TOURNESOL DU FJORD,2 - Saguenay - Lac-Saint-Jean,"1001, rue du Docteur-Desgagné",La Baie,G7B 2Y7,(418) 544-9202,(418) 544-0377,heleneltournesol@royaume.com,CPE,54.0,10.0,CR,,,
118,CENTRE DE LA PETITE ENFANCE MINI-MONDE,2 - Saguenay - Lac-Saint-Jean,"701, 5e Rue",La Baie,G7B 1Y7,(418) 544-8380,(418) 544-4031,cpe@mini-monde.com,CPE,60.0,5.0,CR,,,
119,GARDERIE L'UNIVERS DES TOUT P'TITS INC.,2 - Saguenay - Lac-Saint-Jean,"781, rue de Victoria",La Baie,G7B 3M8,(418) 812-7503,,nboudro76@hotmail.com,GARD,80.0,20.0,,,,
120,LE JARDIN D'AMIS À LAROUCHE,2 - Saguenay - Lac-Saint-Jean,"651, rue Gagné",Larouche,G0W 1Z0,(418) 343-2588,(418) 343-2471,cpe.info@troispetitspas.net,CPE,29.0,5.0,CR,,,
121,GARDERIE LE JARDIN DES ÉTOILES,2 - Saguenay - Lac-Saint-Jean,"917, rue du Boulevard",Laterrière,G7N 1J1,(418) 402-0900,(418) 678-3065,garderieledp@gmail.com,GARD,31.0,5.0,,,,
122,"LE CENTRE DE LA PETITE ENFANCE ""LA PLANÈTE À MARS""",2 - Saguenay - Lac-Saint-Jean,"1530, rue du Vieux-Pont Sud",Laterrière,G7N 2B1,(418) 678-1919,(418) 678-3343,laplaneteamars@videotron.ca,CPE,66.0,10.0,CR,,,
123,LE CENTRE DE LA PETITE ENFANCE AUETISSATSH,2 - Saguenay - Lac-Saint-Jean,"50, rue Auetissatsh",Mashteuiatsh,G0W 2H0,(418) 275-5703,(418) 275-8765,info@cpeauetissatsh.ca,CPE,66.0,10.0,CR,,,
124,CENTRE DE LA PETITE ENFANCE AM STRAM GRAM 2000 INSTALLATION MÉTABETCHOUAN-LAC-À-LA-CROIX,2 - Saguenay - Lac-Saint-Jean,"19, rue des Pivoines",Métabetchouan-Lac-à-la-Croix,G8G 1K9,(418) 349-8190,(418) 349-8026,stramgram@cgocable.ca,CPE,76.0,10.0,CR,,,
125,CENTRE DE LA PETITE ENFANCE CROQUE LA VIE,2 - Saguenay - Lac-Saint-Jean,"1153, avenue des Écoles",Normandin,G8M 3Z5,(418) 274-2762,(418) 274-2227,jlalancette@cpecroquelavie.ca,CPE,52.0,10.0,CR,,,
126,GLOBULE ET MYRTILLE,2 - Saguenay - Lac-Saint-Jean,"1455, Avenue du Rocher, local 126",Normandin,G8M 3X5,(418) 274-8080,,globuleetmyrtille@hotmail.ca,GARD,48.0,10.0,,,,
127,"LE CENTRE DE LA PETITE ENFANCE ""LA PLANÈTE À MARS""  DU PETIT SAGUENAY",2 - Saguenay - Lac-Saint-Jean,"31, rue du Pré",Petit-Saguenay,G0V 1N0,(418) 272-3939,(418) 272-9914,laplaneteamars@videotron.ca,CPE,8.0,0.0,CR,,,
128,CENTRE DE LA PETITE ENFANCE LES RENARDEAUX,2 - Saguenay - Lac-Saint-Jean,"202, 1re Avenue",Péribonka,G0W 2G0,(418) 374-2002,(418) 374-2375,cpelesrenardeaux@hotmail.com,CPE,13.0,5.0,CR,,,
129,CENTRE DE LA PETITE ENFANCE LES AMIS DE LA CULBUTE,2 - Saguenay - Lac-Saint-Jean,"100, rue Jules-Constantin",Roberval,G8H 3N8,(418) 275-4745,(418) 275-2207,manon.archambault@cpelaculbute.ca,CPE,70.0,10.0,CR,,,
130,CENTRE DE LA PETITE ENFANCE LES AMIS DE LA CULBUTE INSTALLATION MILIEU DE TRAVAIL,2 - Saguenay - Lac-Saint-Jean,"416, rue Brassard",Roberval,G8H 1B9,(418) 275-4745,(418) 275-2207,manon.archambault@cpelaculbute.ca,CPE,29.0,5.0,CR,,,
131,LE JARDIN DE ROBI INC.,2 - Saguenay - Lac-Saint-Jean,"870, rue Saint-Jean",Roberval,G8H 2H1,(418) 275-4431,(418) 275-2058,lucettef@cpejardinderobi.ca,CPE,80.0,10.0,CR,,,
132,CENTRE DE LA PETITE ENFANCE LES PETITS CAILLOUX INSTALLATION ST-AMBROISE,2 - Saguenay - Lac-Saint-Jean,"380, rue Gagnon",Saint-Ambroise,G7P 2R1,(418) 672-6824,(418) 698-0824,lespetitscailloux@videotron.ca,CPE,52.0,10.0,CR,,,
133,LE JARDIN D'AMIS À ST-BRUNO,2 - Saguenay - Lac-Saint-Jean,"150, rue de la Garderie",Saint-Bruno,G0W 2L0,(418) 343-2588,(418) 343-2471,cpe.info@troispetitspas.net,CPE,80.0,15.0,CR,,,
134,PRÉMATERNELLE EXPLORATOUT INC.,2 - Saguenay - Lac-Saint-Jean,"102, rue des Moissons",Saint-Bruno,G0W 2L0,(581) 717-1219,,exploratout@yahoo.ca,GARD,62.0,10.0,,,,
135,CENTRE DE LA PETITE ENFANCE LES PETITS CAILLOUX INSTALLATION FALARDEAU,2 - Saguenay - Lac-Saint-Jean,"161, boulevard Saint-David",Saint-David-de-Falardeau,G0V 1C0,(418) 673-1059,(418) 698-0824,lespetitscailloux@videotron.ca,CPE,21.0,5.0,CR,,,
136,CENTRE DE LA PETITE ENFANCE LES PETITS CAILLOUX INSTALLATION ST-FULGENCE,2 - Saguenay - Lac-Saint-Jean,"75, chemin du Cap des Roches",Saint-Fulgence,G0V 1S0,(418) 674-1489,(418) 698-0824,lespetitscailloux@videotron.ca,CPE,29.0,5.0,CR,,,
137,CENTRE DE LA PETITE ENFANCE TROTTE-MENU INC.,2 - Saguenay - Lac-Saint-Jean,"1349, rue Bellevue Nord",Saint-Félicien,G8K 1J2,(418) 679-4088,(418) 679-3288,direction@cpetrottemenu.ca,CPE,78.0,10.0,CR,,,
138,CENTRE DE LA PETITE ENFANCE TROTTE-MENU INC.,2 - Saguenay - Lac-Saint-Jean,"1201, boulevard Julien",Saint-Félicien,G8K 2B5,(418) 630-4688,(418) 630-4608,direction@cpetrottemenu.ca,CPE,63.0,15.0,CR,,,
139,CENTRE DE LA PETITE ENFANCE LE TOURNESOL DU FJORD - INSTALLATION ST-FÉLIX,2 - Saguenay - Lac-Saint-Jean,"102, chemin du Lac Brébeuf",Saint-Félix-d'Otis,G0V 1M0,(418) 544-1784,(418) 544-1784,heleneltournesol@royaume.com,CPE,8.0,0.0,CR,,,
140,CENTRE DE LA PETITE ENFANCE LA CAJOLERIE,2 - Saguenay - Lac-Saint-Jean,"580, rue Laprise",Saint-Honoré,G0V 1L0,(418) 673-6333,(418) 673-3381,cpelacajolerie@videotron.ca,CPE,55.0,5.0,CR,,,
141,CENTRE DE LA PETITE ENFANCE LES SOURICEAUX,2 - Saguenay - Lac-Saint-Jean,"155, rue Saint-Hilaire",Saint-Prime,G8J 2A8,(418) 251-2924,(418) 251-1096,info@cpesouriso.ca,CPE,47.0,5.0,CR,,,
142,CENTRE DE LA PETITE ENFANCE LA PIROUETTE,2 - Saguenay - Lac-Saint-Jean,"186, rue du Quai",Sainte-Rose-du-Nord,G0V 1T0,(418) 675-1012,(418) 675-1012,lynn.charest@cpelapirouette.ca,CPE,8.0,0.0,CR,,,
143,GARDERIE BOUM BOUM,2 - Saguenay - Lac-Saint-Jean,"4527, rue Lavoie",Shipshaw,G7P 1G3,(418) 547-4368,(418) 547-8156,boumgarderie@outlook.fr,GARD,62.0,10.0,CR,,,
144,CENTRE DE LA PETITE ENFANCE LA GOÉLETTE ENCHANTÉE INC.,3 - Capitale-Nationale,"66, rue Racine",Baie-Saint-Paul,G3Z 2R1,(418) 435-2539,(418) 435-2325,sandra.lge@bellnet.ca,CPE,78.0,10.0,CR,,,
145,LA GARDERIE DU COIN,3 - Capitale-Nationale,"151, Alfred-Morin",Baie-Saint-Paul,G3Z 0K2,(418) 240-1100,,navettecoupdepouce@hotmail.com,GARD,39.0,0.0,,,,
146,LA GARDERIE DU COIN 2,3 - Capitale-Nationale,"165, rue Alfred-Morin",Baie-Saint-Paul,G3Z 0K2,(418) 240-4141,(418) 240-3300,navettecoupdepouce@hotmail.com,GARD,31.0,15.0,,,,
147,CENTRE DE LA PETITE ENFANCE LA PELUCHE,3 - Capitale-Nationale,"10900, rue des Montagnards",Beaupré,G0A 1E0,(418) 827-4193,(418) 827-6856,monialeblanc@cpelapeluche.com,CPE,80.0,10.0,CR,,,
148,CENTRE DE LA PETITE ENFANCE L'ENCHANTÉ,3 - Capitale-Nationale,"11, rue Montmorency",Boischatel,G0A 1H0,(418) 822-3076,(418) 822-4600,administration@cpeenchante.com,CPE,49.0,5.0,CR,,,
149,GARDERIE LA BOUGEOTTE DE BOISCHATEL,3 - Capitale-Nationale,"6, rue Charleville",Boischatel,G0A 1H0,(418) 573-1791,,garderielabougeotte@hotmail.com,GARD,64.0,10.0,,,,
150,GARDERIE LES BOISCHATOUILLES 2 INC.,3 - Capitale-Nationale,"5357, rue Dugal",Boischatel,G0A 1H0,(418) 822-3002,(418) 822-3005,boischatouilles@gmail.com,GARD,73.0,15.0,CR,,,
151,GARDERIE LES BOISCHATOUILLES INC.,3 - Capitale-Nationale,"5609, rue Dugal",Boischatel,G0A 1H0,(418) 822-3000,(418) 822-3003,boischatouilles@gmail.com,GARD,67.0,15.0,CR,,,
152,CPE AU BOISÉ DES ABEILLES,3 - Capitale-Nationale,"30, rue Déry",Cap-Santé,G0A 1L0,(418) 285-4057,,c.p.e.aujardindesabeilles@globetrotter.net,CPE,62.0,10.0,CR,,,
153,CENTRE DE LA PETITE ENFANCE PIGNONS SUR RUE,3 - Capitale-Nationale,"5, rue Jean-Talon",Clermont,G4A 1A4,"(418) 665-0035, poste 4",(418) 439-5849,dg@pignonssurrue.com,CPE,39.0,5.0,CR,,,
154,CENTRE DE LA PETITE ENFANCE AU JARDIN DES ABEILLES (C.P.E.),3 - Capitale-Nationale,"570, boulevard Gaudreau",Donnacona,G3M 1L7,(418) 285-4057,(418) 285-3835,c.p.e.aujardindesabeilles@globetrotter.net,CPE,54.0,10.0,CR,,,
155,GARDERIE LES DOUDLIPOUX INC.,3 - Capitale-Nationale,"197, route 138",Donnacona,G3M 1B9,(418) 462-1812,,garderielesdoudlipoux@hotmail.com,GARD,73.0,15.0,,,,
156,GARDERIE LA BOTTINE ENCHANTÉE,3 - Capitale-Nationale,"1185, rue Saint-Paul",L'Ancienne-Lorette,G2E 1Y8,(418) 872-3663,(418) 872-9022,chantal.gbe@gmail.com,GARD,72.0,0.0,CR,,,
157,GARDERIE PETITE ÉCOLE NOTRE-DAME,3 - Capitale-Nationale,"1624, rue Notre-Dame",L'Ancienne-Lorette,G2E 3B5,(581) 300-3110,,petiteecolend@outlook.com,GARD,80.0,0.0,,,,
158,INSTALLATION AU CARROUSEL ENFANTIN,3 - Capitale-Nationale,"2015, rue St-Jean Baptiste",L'Ancienne-Lorette,G2E 1R6,(418) 872-4914,(418) 872-5942,claude.r@cpeaucoeurenfantin.com,CPE,57.0,12.0,CR,,,
159,INSTALLATION AU PETIT POUCET,3 - Capitale-Nationale,"1380, rue des Pins Ouest",L'Ancienne-Lorette,G2E 1G8,(418) 872-8181,(418) 872-1770,,CPE,32.0,0.0,CR,,,
160,INSTALLATION DES BELLES-RIVIÈRES,3 - Capitale-Nationale,"1295, rue des Loisirs Est",L'Ancienne-Lorette,G2E 0A1,(418) 872-1272,(418) 872-6724,alain.st-pierre@bellnet.ca,CPE,53.0,5.0,CR,,,
161,LES BAMBINS DE LA PETITE ÉCOLE NOTRE-DAME,3 - Capitale-Nationale,"1626, rue Notre-Dame",L'Ancienne-Lorette,G2E 3B5,(581) 300-3110,,petiteecolend@outlook.com,GARD,20.0,20.0,,,,
162,SERVICE DE GARDE MYLAINE INC.,3 - Capitale-Nationale,"1931, rue des Granges",L'Ancienne-Lorette,G2E 4L2,(418) 871-7726,(418) 871-7726,garderiemylaine@hotmail.com,GARD,66.0,10.0,CR,,,
163,CENTRE DE LA PETITE ENFANCE L'ENCHANTÉ 2,3 - Capitale-Nationale,"30, rue de la Mairie",L'Ange-Gardien,G0A 2K0,(418) 822-4253,(418) 822-1161,administration@cpeenchante.com,CPE,62.0,10.0,CR,,,
164,CENTRE DE LA PETITE ENFANCE L'ENCHANTÉ 3,3 - Capitale-Nationale,"300, rue du Tricentenaire",L'Ange-Gardien,G0A 2K0,"(418) 822-3076, poste 22",(418) 822-4600,administration@cpeenchante.com,CPE,80.0,10.0,CR,,,
165,CENTRE DE LA PETITE ENFANCE DU SOLEIL À LA LUNE,3 - Capitale-Nationale,"1969, chemin des Coudriers",L'Isle-aux-Coudres,G0A 3J0,(418) 438-1313,(418) 435-5050,direction@soleil-lune.com,CPE,16.0,0.0,CR,,,
166,CENTRE DE LA PETITE ENFANCE PIGNONS SUR RUE,3 - Capitale-Nationale,"175, rue Le Courtois",La Malbaie,G5A 1K3,"(418) 665-0035, poste 4",(418) 665-7943,dg@pignonssurrue.com,CPE,62.0,10.0,CR,,,
167,L'ATELIER DE MENAUD,3 - Capitale-Nationale,"9, rue Principale",La Malbaie,G5A 2A5,(418) 324-9042,,ateliersdemenaud07@gmail.com,GARD,26.0,0.0,,,,
168,CPE JOLI-COEUR INSTALLATION DE LA MONTAGNE,3 - Capitale-Nationale,"33, chemin des Épinettes",Lac-Beauport,G3B 2P7,(418) 841-1544,(418) 841-1525,cpe@cpejolicoeur.ca,CPE,75.0,15.0,CR,,,
169,CPE JOLI-COEUR INSTALLATION DU LAC,3 - Capitale-Nationale,"584, chemin du Tour-du-Lac",Lac-Beauport,G3B 0W1,(418) 841-1544,(418) 841-1525,cpe@cpejolicoeur.ca,CPE,78.0,10.0,CR,,,
170,IL ÉTAIT UNE FOIS AU LAC-BEAUPORT INC.,3 - Capitale-Nationale,"1016, boulevard du Lac",Lac-Beauport,G3B 0W8,(418) 316-2262,(418) 316-2263,dingchen@outlook.com,GARD,78.0,10.0,CR,,,
171,ÉCOLE PRÉMATERNELLE ET MATERNELLE MONTESSORI DE LAC-BEAUPORT INC.,3 - Capitale-Nationale,"1020E, boulevard du Lac",Lac-Beauport,G3B 0W8,(418) 841-0788,,mjdorego@live.com,GARD,23.0,0.0,CR,,,
172,LE PETIT GOUROU,3 - Capitale-Nationale,"766, Route 138",Neuville,G0A 2R0,(418) 873-2291,(418) 873-4980,cpelekangourou@globetrotter.net,CPE,31.0,5.0,CR,,,
173,LES PETITS MARINS,3 - Capitale-Nationale,"240, rue du Père-Rhéaume",Neuville,G0A 2R0,(418) 873-2291,(418) 873-4980,cpelekangourou@globetrotter.net,CPE,39.0,5.0,CR,,,
174,GARDERIE DU JARDIN,3 - Capitale-Nationale,"2, rue du Jardin, suite 104",Pont-Rouge,G3H 3R7,(581) 329-8585,,garderiedujardin@hotmail.fr,GARD,39.0,5.0,,,,
175,LE KANGOUROU,3 - Capitale-Nationale,"73, rue Pleau",Pont-Rouge,G3H 2G6,(418) 873-2291,(418) 873-4980,cpelekangourou@globetrotter.net,CPE,62.0,10.0,CR,,,
176,LE KOALA,3 - Capitale-Nationale,"8, rue du Croissant",Pont-Rouge,G3H 0J5,(418) 873-2291,(418) 873-4980,cpelekangourou@globetrotter.net,CPE,39.0,5.0,CR,,,
177,INSTALLATION LES ÉTINCELLES,3 - Capitale-Nationale,"521, avenue de l'Église",Portneuf,G0A 2Y0,(418) 286-2310,(418) 268-3811,veilleusequea@globetrotter.net,CPE,39.0,5.0,CR,,,
178,DES AMOURS DE BOUT'CHOU INC.,3 - Capitale-Nationale,"3133, avenue D'Amours",Québec,G1X 1L7,(418) 659-4004,(418) 657-3139,desamoursdeboutchou@gmail.com,GARD,62.0,10.0,,,,
179,GARDERIE PRIVÉE LA PETITE ESCABELLE INC.,3 - Capitale-Nationale,"160, 73e Rue Est",Québec,G1H 1M7,(418) 563-5823,,robine_k@hotmail.com,GARD,62.0,10.0,,,,
180,ACADÉMIE UNI-SPORT VAL-BÉLAIR,3 - Capitale-Nationale,"1091, boulevard Pie-XI Sud",Québec,G3K 1J9,(418) 952-6442,,info@academieunisport.com,GARD,44.0,0.0,,,,
181,AU CHATEAU DE LORIE 2,3 - Capitale-Nationale,"20354, boulevard Henri-Bourassa, suite 101",Québec,G2M 1L1,(418) 841-1001,(418) 841-3663,auchateaudelorie@outlook.com,GARD,30.0,15.0,,,,
182,AU CHÂTEAU DE LORIE INC.,3 - Capitale-Nationale,"20354, boulevard Henri-Bourassa, suite 101",Québec,G2M 1L1,(418) 841-1001,(418) 841-3663,auchateaudelorie@outlook.com,GARD,80.0,15.0,,,,
183,AU COIN D'ÉMILIE INC.,3 - Capitale-Nationale,"533, rue Antoine-Gautier",Québec,G1C 7L3,(418) 666-6608,,vanesseve@hotmail.com,GARD,18.0,0.0,CR,,,
184,AU JARDIN DES LUTINS,3 - Capitale-Nationale,"15473, boulevard de la Colline",Québec,G3G 2Z3,(418) 841-3599,(418) 841-0103,aujardindeslutins@hotmail.com,GARD,45.0,10.0,CR,,,
185,AU ROYAUME DE FANFAN 2,3 - Capitale-Nationale,"6137-A, du Pomerol",Québec,G3E 1X3,(418) 845-2416,,info@royaumedefanfan.com,GARD,19.0,0.0,,,,
186,BRIN DE FOLIE,3 - Capitale-Nationale,"6089, rue Vénus",Québec,G3E 1L8,(418) 843-4178,(418) 843-1918,ccote@cperibambelle.qc.ca,CPE,62.0,10.0,CR,,,
187,C.P.E. LA P¿TITE CHUTE,3 - Capitale-Nationale,"2130, boulevard des Chutes",Québec,G1C 1W5,(418) 914-2835,(418) 661-1015,directrice@laptitechute.com,CPE,80.0,10.0,CR,,,
188,CENTRE D'ÉVEIL ET D'APPRENTISSAGE À TON RYTHME,3 - Capitale-Nationale,"4074B, rue André-Riel",Québec,G1Y 3T9,(418) 932-0906,,mary_liz33@hotmail.com,GARD,30.0,10.0,,,,
189,"CENTRE DE LA PETITE ENFANCE ""LA P'TITE CHUTE""",3 - Capitale-Nationale,"1, rue de la Farandole",Québec,G1C 0B9,(418) 661-0404,(418) 661-1015,directrice@laptitechute.com,CPE,65.0,5.0,CR,,,
190,CENTRE DE LA PETITE ENFANCE ALLÔ MON AMI,3 - Capitale-Nationale,"450, avenue Glazier",Québec,G1M 3G1,(418) 527-1516,(418) 527-2140,serge.morin@allomonami.com,CPE,61.0,15.0,CR,,,
191,CENTRE DE LA PETITE ENFANCE ALLÔ MON AMI II,3 - Capitale-Nationale,"450, avenue Glazier",Québec,G1M 3G1,(418) 527-1516,(418) 527-2140,serge.morin@allomonami.com,CPE,45.0,0.0,CR,,,
192,CENTRE DE LA PETITE ENFANCE AU VIEUX BERCEAU,3 - Capitale-Nationale,"631, rue Jacques-Bédard",Québec,G2N 1C5,(418) 849-5578,(418) 849-6710,cpeavb@ccapcable.com,CPE,26.0,0.0,CR,,,
193,CENTRE DE LA PETITE ENFANCE AUX POUSSINOTS D'ALAKAZOU DE QUÉBEC INC.,3 - Capitale-Nationale,"2020, avenue Chauveau",Québec,G2C 1V1,(418) 847-3402,(418) 847-1976,alakanath@videotron.ca,CPE,67.0,5.0,CR,,,
194,CENTRE DE LA PETITE ENFANCE BOUT-EN-TRAIN DE STE-FOY,3 - Capitale-Nationale,"1199, avenue Beaupré",Québec,G1W 4B6,(418) 651-3662,(418) 651-6552,cpebout-en-train@videotron.ca,CPE,56.0,0.0,CR,,,
195,CENTRE DE LA PETITE ENFANCE CLAIR DE LUNE,3 - Capitale-Nationale,"1040, avenue Belvédère, suite 200",Québec,G1S 3G3,(418) 683-9421,(418) 683-5763,cpeclairdelune@oricom.ca,CPE,40.0,0.0,CR,,,
196,CENTRE DE LA PETITE ENFANCE DE L'ANSE AUX LIEVRES INC.,3 - Capitale-Nationale,"330, rue de la Croix-Rouge, local A101",Québec,G1K 2L5,(418) 524-5829,(418) 525-6060,c.cournoyer@cpelanseauxlievres.com,CPE,52.0,0.0,CR,,,
197,CENTRE DE LA PETITE ENFANCE DU CHUL,3 - Capitale-Nationale,"2721, rue du Général-Tremblay",Québec,G1W 1C2,(418) 657-4988,(418) 657-6543,cpeduchul@cpeduchul.com,CPE,70.0,10.0,CR,,,
198,CENTRE DE LA PETITE ENFANCE DU VILLAGE INC.,3 - Capitale-Nationale,"985, rue de la Rivière",Québec,G1Y 1Z9,(418) 877-9602,(418) 877-8991,aparadis@cpeduvillage.ca,CPE,60.0,0.0,CR,,,
199,CENTRE DE LA PETITE ENFANCE FANFOU,3 - Capitale-Nationale,"1690, avenue d'Assise",Québec,G1L 5A6,(418) 523-0299,,cpefanfou@videotron.ca,CPE,62.0,10.0,CR,,,
200,CENTRE DE LA PETITE ENFANCE FEU VERT,3 - Capitale-Nationale,"1075, chemin Sainte-Foy",Québec,G1S 2M1,(418) 683-4616,(418) 683-4616,info@cpefeuvert.com,CPE,40.0,0.0,CR,,,
201,CENTRE DE LA PETITE ENFANCE GARD'AMIS,3 - Capitale-Nationale,"1645, rue de la Seigneurie",Québec,G2L 2C3,(418) 627-4659,(418) 627-4659,info@cpegardamis.com,CPE,52.0,10.0,CR,,,
202,CENTRE DE LA PETITE ENFANCE HIPPO PLUS,3 - Capitale-Nationale,"799, rue Ardouin",Québec,G1C 7N1,"(418) 661-5524, poste 23",(418) 661-7846,info@cpehippoplus.com,CPE,50.0,10.0,CR,,,
203,CENTRE DE LA PETITE ENFANCE HIPPO PLUS,3 - Capitale-Nationale,"797, rue Ardouin",Québec,G1C 7N1,(418) 661-6858,(418) 661-7854,info@cpehippoplus.com,CPE,58.0,0.0,CR,,,
204,CENTRE DE LA PETITE ENFANCE JARDIN BLEU MAIZERETS,3 - Capitale-Nationale,"2200, boulevard Montmorency",Québec,G1J 5E7,(418) 660-5323,(418) 525-6350,nancyldrolet@gmail.com,CPE,54.0,10.0,CR,,,
205,"CENTRE DE LA PETITE ENFANCE JARDIN BLEU, LOUIS-JOLLIET",3 - Capitale-Nationale,"1201, rue de la Pointe-Aux-Lièvres",Québec,G1L 4M1,"(418) 686-4040, poste 8258",(418) 525-6350,nancyldrolet@gmail.com,CPE,25.0,0.0,CR,,,
206,"CENTRE DE LA PETITE ENFANCE JARDIN BLEU, MAISON DES ENFANTS",3 - Capitale-Nationale,"896, 3e Avenue",Québec,G1L 2W9,"(418) 525-6323, poste 222",,nancyldrolet@gmail.com,CPE,31.0,15.0,CR,,,
207,"CENTRE DE LA PETITE ENFANCE JARDIN BLEU, QUÉBEC",3 - Capitale-Nationale,"1750, boulevard Benoît-XV",Québec,G1L 2Z6,(418) 525-6323,(418) 525-6350,nancyldrolet@gmail.com,CPE,80.0,0.0,CR,,,
208,CENTRE DE LA PETITE ENFANCE L'IMAGERIE INC.,3 - Capitale-Nationale,"5400, 5e Avenue Ouest",Québec,G1H 7A2,(418) 624-0665,(418) 624-8807,cpelimagerie@videotron.ca,CPE,69.0,0.0,CR,,,
209,CENTRE DE LA PETITE ENFANCE L'ÉCHO MAGIQUE,3 - Capitale-Nationale,"860, boulevard Raymond",Québec,G1C 3L6,(418) 666-2450,(418) 666-8521,cgirard@echomagique.com,CPE,70.0,10.0,CR,,,
210,CENTRE DE LA PETITE ENFANCE L'ÉCHO MAGIQUE,3 - Capitale-Nationale,"860, boulevard Raymond",Québec,G1C 3L6,(418) 666-2450,(418) 666-8521,cgirard@echomagique.com,CPE,44.0,0.0,CR,,,
211,CENTRE DE LA PETITE ENFANCE LA BOUGEOTTE,3 - Capitale-Nationale,"1040, avenue Belvédère, local 105",Québec,G1S 3G3,(418) 681-1562,(418) 681-1659,ebrouillette@cpelabougeotte.com,CPE,64.0,0.0,CR,,,
212,CENTRE DE LA PETITE ENFANCE LA BUTTE À MOINEAUX,3 - Capitale-Nationale,"324, rue Saint-Sauveur",Québec,G1N 2X4,(418) 524-6186,(418) 524-4507,direction@cpelabutte.com,CPE,76.0,0.0,CR,,,
213,"CENTRE DE LA PETITE ENFANCE LA BUTTE À MOINEAUX, INSTALLATION 2",3 - Capitale-Nationale,"575, rue Sainte-Hélène",Québec,G1K 9M4,(418) 524-6186,(418) 524-4507,direction@cpelabutte.com,CPE,10.0,10.0,CR,,,
214,CENTRE DE LA PETITE ENFANCE LA COQUINERIE,3 - Capitale-Nationale,"524, rue Bourdages",Québec,G1M 1A1,"(418) 266-4262, poste 1",(418) 266-4375,genevieve.turmel@cnesst.gouv.qc.ca,CPE,63.0,9.0,CR,,,
215,CENTRE DE LA PETITE ENFANCE LA DÉCOUVERTE,3 - Capitale-Nationale,"6850, rue des Brumes",Québec,G2C 1P6,(418) 843-4595,(418) 843-4218,nathaliebrown@cpedecouverte.qc.ca,CPE,80.0,0.0,CR,,,
216,CENTRE DE LA PETITE ENFANCE LA FRIMOUSSE,3 - Capitale-Nationale,"1600, boulevard de l'Entente",Québec,G1S 4S3,(418) 687-3230,(418) 687-1779,direction@cpelafrimousse.ca,CPE,49.0,5.0,CR,,,
217,CENTRE DE LA PETITE ENFANCE LA GROSSE TORTUE,3 - Capitale-Nationale,"2391, rue Nicolas-Pinel",Québec,G1V 4H9,(418) 652-9315,(418) 652-7071,cpegrossetortue@gmail.com,CPE,61.0,10.0,CR,,,
218,CENTRE DE LA PETITE ENFANCE LA NICHÉE,3 - Capitale-Nationale,"2725, chemin Sainte-Foy",Québec,G1V 4G5,(418) 656-4567,(418) 656-4909,petiteenfance@cpelanichee.ca,CPE,68.0,10.0,CR,,,
219,CENTRE DE LA PETITE ENFANCE LA PETITE ÉCOLE DE BEAUPORT,3 - Capitale-Nationale,"450, avenue Joseph-Giffard",Québec,G1C 1N2,(418) 660-1404,(418) 660-4727,petiteecole@oricom.ca,CPE,69.0,0.0,CR,,,
