Name,Prov_Terr,City,Address,Age_Groups,Telephone,
For Infants Only,Alberta,Spruce Grove,Greenwood Drive Spruce Grove AB,Infant,780-669-0467,
Hot Spot For Tots,Alberta,Spruce Grove,lawson blvd. Spruce Grove AB,Infant Toddler Kindergarten Preschool Schoolage,780-960-8442,
Karlie's Dayhome,Alberta,Spruce Grove,Westridge Crescent Spruce Grove AB,Infant Toddler Kindergarten Preschool Schoolage,,
Little Champs Before And After School Care,Alberta,Spruce Grove,queen street Spruce Grove AB,Schoolage,780 233 7534,
Little Darlings Day Home,Alberta,Spruce Grove,Ventura St Spruce Grove AB,Infant Toddler Kindergarten,7808639591,
Littlepumpkinsdayhome,Alberta,Spruce Grove,Spring Cove Spruce Grove AB,Infant Toddler Kindergarten Preschool Schoolage,7809623333,
Making Fun Child Care,Alberta,Spruce Grove,Marlboro Drive Spruce Grove AB,Toddler Kindergarten Preschool Schoolage,780-221-8789,
Momsies Private Dayhome,Alberta,Spruce Grove,Garneau Gate Spruce Grove AB,Infant Toddler Kindergarten Preschool Schoolage,4034087418,
Baby Friends Day Home,Alberta,St. Albert,Braside St. Albert AB,Infant Toddler Kindergarten Preschool Schoolage,7809969754,
Fair Oaks Dayhome,Alberta,St. Albert,Fair oaks drive St. Albert AB,Infant Toddler,780-459-2779,
KIDS PARADISE DAYCARE AND OSC,Alberta,St. Albert,#8 76 Grosvenor Blvd St. Albert AB,Infant Toddler Kindergarten Preschool Schoolage,780-459-2268,
Kristopher Robyns Childcare,Alberta,St. Albert,115 23 Akins Dr. St. Albert St. Albert AB,Infant Toddler Kindergarten Preschool Schoolage,7804609711,
Leah`s Dayhome,Alberta,St. Albert,Dillon Place St. Albert AB,Infant Toddler Kindergarten Preschool Schoolage,780-914-5897,
Living In The Light Out Of School Care,Alberta,St. Albert,51 Woodlands Road St. Albert AB,Schoolage,5879383501,
St Albert Day Care Society (SADCS),Alberta,St. Albert,6 Cunningham Road St. Albert AB,Infant Toddler Kindergarten Preschool Schoolage,780-459-5380,
Tot Spot Academy,Alberta,St. Albert,86 McKenney Ave St. Albert AB,Infant Toddler Preschool,780-267-3702,
Country Kids Child Care,Alberta,Standard,818 The Broadway Standard AB,Infant Toddler Kindergarten Preschool Schoolage,403-644-2205,
Busy Bee Day Home,Alberta,Stettler,56st Stettler AB,Infant Toddler Kindergarten Preschool,403-742-0966,
Lisa's Day Home,Alberta,Stettler,3809 64A Street Close Stettler AB,Infant Toddler Kindergarten Preschool Schoolage,1 780 880 8862,
Miss Sarah's Dayhome,Alberta,Stettler,5703 41st Ave Stettler AB,Infant Toddler Kindergarten Preschool,4037412501,
Wiggles N' Giggles,Alberta,Stettler,54 Street Stettler AB,Infant Toddler Preschool,403-741-7081,
Cathy's Dayhome,Alberta,Stony Plain,3400-48 st Stony Plain AB,Infant Toddler Kindergarten Preschool Schoolage,780-968-2544,
Lil V.I.P's Dayhome,Alberta,Stony Plain,Meridian loop Stony Plain AB,Toddler Kindergarten Preschool Schoolage,(780)968-8818,
Snug As A Bug Dayhome,Alberta,Stony Plain,114 Brookview Way Stony Plain AB,Toddler Kindergarten Preschool Schoolage,780 968-7758,
Stony Plain Learning Centre,Alberta,Stony Plain,3805 49th Avenue Stony Plain AB,Infant Toddler Kindergarten Preschool Schoolage,780-968-1449,
Angie's Day Home,Alberta,Strathmore,Cambrille Crescent Strathmore AB,Infant Toddler Kindergarten Preschool Schoolage,0,
Beza's Little Sunshine,Alberta,Strathmore,Green Meadow cres Strathmore AB,Infant Toddler Kindergarten Preschool,587-893-2432,
El Sol Y Fiesta,Alberta,Strathmore,Wellington Strathmore AB,Infant Toddler Kindergarten Preschool Schoolage,4039887721,
Little Tree Montessori At Home,Alberta,Strathmore,Strathcona Place Strathmore AB,Toddler Kindergarten Preschool,403-901-7321,
Malynda's Babysitting In Strathmore,Alberta,Strathmore,strathmore lakes bend Strathmore AB,Infant Toddler Schoolage,403-983-2730,
Pamela's Dayhome,Alberta,Strathmore,HillCrest Cape Strathmore AB,Toddler Kindergarten Preschool Schoolage,403-983-437,
Toddle Inn Day Care Society,Alberta,Strathmore,309 2 Ave Strathmore AB,Infant Toddler Kindergarten Preschool Schoolage,403-934-5139,
Trecia's Dayhome,Alberta,Strathmore,Hillvale Crescent Strathmore AB,Infant Toddler Kindergarten Preschool Schoolage,403-983-7978,
Tsuu T'Ina Sarcee Day Care Centre,Alberta,Strathmore,9911 Chiila Blvd SW Strathmore AB,Infant Toddler Kindergarten Preschool Schoolage,403-281-3872,
University Child Care Centre,Alberta,Strathmore,450 Campus Place NW Strathmore AB,Infant Toddler,403-220-3303,
Susan's Day Care,Alberta,Taber,4613 52 Ave Taber AB,Infant Toddler Kindergarten Preschool Schoolage,4039572093,
Three Hills Child Care Centre,Alberta,Three Hills,2nd Street SE Three Hills AB,Infant Toddler Kindergarten Preschool,403-443-3740,
Candice's Dayhome,Alberta,Tofield,20120 twp rd 515 Tofield AB,Infant Toddler Preschool,780-463-1583,
Stepping Stones Family Dayhome,Alberta,Tofield,Tofield Tofield AB,Infant Toddler Kindergarten Preschool Schoolage,780-915-3053,
Children's Place Child Care Centre - Diamond Valley,Alberta,Turner Valley,Main Street Turner Valley AB,Infant Toddler Kindergarten Preschool Schoolage,403-933-3391,
Private Day Home,Alberta,Turner Valley,Seclusion Valley Dr Turner Valley AB,Toddler Kindergarten Preschool Schoolage,403-837-4820,
Story Time Day Home,Alberta,Turner Valley,1025 Calkins Place Turner Valley AB,Infant Toddler Kindergarten Preschool Schoolage,4038286658,
Viking St. Francis Childcare Centre,Alberta,Viking,"50th St,Viking AB, Viking AB",Infant Toddler Kindergarten Preschool Schoolage,780- 406-4748,
Vulcan Day Care Centre,Alberta,Vulcan,313 4th Street South Vulcan AB,Infant Toddler Kindergarten Preschool Schoolage,403-485-2945,
Webber Academy Foundation Day Care Centre,Alberta,Vulcan,1515 93 Street S.W. Vulcan AB,Toddler Kindergarten Preschool Schoolage,403-277-4700,
Westlock Child Care Society,Alberta,Westlock,101 Street Westlock AB,Infant Toddler Kindergarten Preschool Schoolage,780.349.4999,
Choo Choo Day Station,Alberta,Whitecourt,Park drive Whitecourt AB,Infant Toddler Preschool,780-778-3690,
Laurie's Dayhome,Alberta,Whitecourt,Evergreen Village Whitecourt AB,Infant Toddler Preschool,780-706-8896,
Little Wonders Childcare,Alberta,Whitecourt,Virginia Ave Whitecourt AB,Infant Toddler Preschool,(780) 268-2150,
Paige's Place-Child Day Home,Alberta,Whitecourt,5415 46th Street Whitecourt AB,Infant Toddler Kindergarten Preschool Schoolage,780-706-2755,
Little Star Bugs Daycare,British Columbia,108 Mile Ranch,Telqua Drive 108 Mile Ranch BC,Toddler Kindergarten Preschool Schoolage,7784853208,
Abbotsford Child Care Centre,British Columbia,Abbotsford,2054 Cherry Street Abbotsford BC,Toddler Preschool,604-855-9290,
Abbotsford Christian Preschool,British Columbia,Abbotsford,3939 Old Clayburn Rd Abbotsford BC,Kindergarten Preschool Schoolage,604-850-2694,
Abbotsford Montessori,British Columbia,Abbotsford,3060 Old Clayburn Road Abbotsford BC,Kindergarten Preschool Schoolage,604-807-0241,
Abbotsford Montessori Children's House,British Columbia,Abbotsford,2957 Crossley Drive Abbotsford BC,Toddler Kindergarten Preschool,604-807-0173,
Abc 123 Preschool Literacy Program,British Columbia,Abbotsford,2580 Stanley Street Abbotsford BC,Kindergarten Preschool Schoolage,604-859-7681,
Abc 123 Preschool Literacy Program,British Columbia,Abbotsford,33130 Bevan Avenue Abbotsford BC,Kindergarten Preschool Schoolage,604-859-7681,
Abc Pre-School Childcare,British Columbia,Abbotsford,32310 Mouat Dr Abbotsford BC,Toddler Kindergarten Preschool Schoolage,604-852-6095,
Auguston Preschool,British Columbia,Abbotsford,36456 Auguston Pkwy E Abbotsford BC,Kindergarten Preschool Schoolage,604 854-1083,
Blue Jay Elementary Out Of School Program,British Columbia,Abbotsford,30995 Southern Drive Abbotsford BC,Schoolage,,
Blueridge Preschool,British Columbia,Abbotsford,3459 Goldfinch St Abbotsford BC,Kindergarten Preschool Schoolage,604-870-8878,
Angel Daycare Centre,British Columbia,Agassiz,7524 Arbutus Drive Agassiz BC,Toddler Kindergarten Preschool Schoolage,604-796-0820,
Miss Loretta's Daycare,British Columbia,Agassiz,Morrow rd Agassiz BC,Infant Toddler Preschool,604-825-1269,
Ali's Place,British Columbia,Aldergrove,Aldergrove Aldergrove BC,Toddler Kindergarten Preschool Schoolage,604 619 2415,
ALPHABETCLUB LICENCED CHILDCARE,British Columbia,Aldergrove,264A ST Aldergrove BC,Infant Toddler Kindergarten Preschool,604-857-0324,
Bright Dawn Licensed Family Child Care,British Columbia,Aldergrove,268 St Aldergrove BC,Infant Toddler Preschool,604-381-3443,
Green Tree Montessori Children's Centre,British Columbia,Aldergrove,26489 Fraser hwy Aldergrove BC,Infant Toddler Preschool,604 625 4733,
Kiddy Learning House,British Columbia,Aldergrove,27705 Signal Crt Aldergrove BC,Infant Toddler Preschool,604-724-0138,
Little Bambi's Daycare,British Columbia,Aldergrove,Davis Cres. Aldergrove BC,Infant Toddler Preschool,604-856-3830,
Mommy`s Daycare,British Columbia,Aldergrove,26994 26 Ave Aldergrove BC,Infant Toddler Preschool,604-857-9640,
Kare-A-Lot Early Learning Centre,British Columbia,Armstrong,Glover Avenue Armstrong BC,Infant Toddler Preschool,250 546 0500,
Ocean Trail Daycare,British Columbia,Bowser,4850 Ocean Trail Bowser BC,Toddler Kindergarten Preschool Schoolage,250-465-1258,
Dharma Kids Centre,British Columbia,Burnaby,3821 Piper Avenue Burnaby BC,Kindergarten Preschool Schoolage,604-420-2604,
New Star Child Care,British Columbia,Burnaby,6890 Waverley Avenue Burnaby BC,Infant Toddler Kindergarten Preschool Schoolage,604-283-1686,
Dandelion Daycare Centre,British Columbia,Burnaby,5870 Rumble St Burnaby BC,Infant Toddler,604-566-2666,
Kiddie Club Childcare Center,British Columbia,Burnaby,6290 Walker Avenue Burnaby BC Burnaby BC,Infant Toddler,778-861-1313,
Care Bear Daycare For Toddlers,British Columbia,Burnaby,Albert st Burnaby BC,Toddler,604-336-5903,
Kiddie Club Childcare Center,British Columbia,Burnaby,6686 Stanley street Burnaby BC Burnaby BC,Infant Toddler,7788611313,
'CCAA' Day Care,British Columbia,Burnaby,3978 Brandon Street Burnaby Burnaby BC,Infant Toddler Kindergarten Preschool,7783220288,
A Fraser Montessori Daycare - Burnaby,British Columbia,Burnaby,6269 14th AVE Burnaby BC,Infant Toddler,6043072949,
A Fraser Montessori Daycare - Burnaby,British Columbia,Burnaby,6269 14th AVE Burnaby BC,Infant Toddler,6043072949,
A Plus Montessori Family Daycare,British Columbia,Burnaby,6330 Sperling Ave. Burnaby BC,Infant Toddler Kindergarten Preschool Schoolage,604-2881778,
ABC 123 Family Child Care,British Columbia,Burnaby,4871 Fairlawn dr Burnaby BC,Infant Toddler Kindergarten Preschool,7783799908,
Apple Tree Family Daycare,British Columbia,Burnaby,Nursery Street Burnaby BC,Infant Toddler Preschool,604-515-7503,
Ask Or Imagine Christian Children's Center,British Columbia,Burnaby,6344 Sperling Ave Burnaby BC,Preschool,604 970 2625,
Astro Childcare,British Columbia,Burnaby,4108 Manor street Burnaby BC,Infant Toddler,604-438-8585,
Aubrey Daycare Centre,British Columbia,Burnaby,947 Sperling Avenue Burnaby BC,Infant Toddler,604-677-0012,
Dalton Daycare,British Columbia,Campbell River,dalton road Campbell River BC,Kindergarten Preschool Schoolage,250-923-6548,
Magic Day Daycare,British Columbia,Campbell River,kit cres Campbell River BC,Infant Toddler Kindergarten Preschool Schoolage,250 830 0788,
Silly Monkeys Family Daycare,British Columbia,Castlegar,2525 9th Ave Castlegar BC,Schoolage,250-687-0198,
Building Rainbows Childcare,British Columbia,Chase,Willow Street Chase BC,Infant Toddler Kindergarten Preschool Schoolage,250 - 679 4420,
Li'l Duffers Family Daycare,British Columbia,Chilliwack,Sonoma Place Chilliwack BC,Infant Toddler Preschool,604 824-4693,
Benyamin Family Day Care,British Columbia,Chilliwack,Chilliwack Central Rd Chilliwack BC,Infant Toddler Preschool,778 829 7709,
Castle Childcare Centre (Licenced),British Columbia,Chilliwack,Princess Ave Chilliwack BC,Infant Toddler Preschool,604-795-4904,
Caterpillar Clubhouse Family Childcare Center,British Columbia,Chilliwack,Gillian Place Chilliwack BC,Infant Toddler Preschool,604-798-7311,
Counting Sheep Family Daycare (Licensed),British Columbia,Chilliwack,Barber Drive Chilliwack BC,Infant Toddler Kindergarten Preschool Schoolage,604 701-6247,
Giggles N Grins Family Childcare,British Columbia,Chilliwack,44496 Bayshore Ave Chilliwack BC,Infant Toddler Kindergarten Preschool Schoolage,604-316-3423,
Gingerbread Family Child Care.,British Columbia,Chilliwack,Michael Drive Chilliwack BC,Infant Toddler Kindergarten Preschool,604-824-1710,
Green Valley Child Care,British Columbia,Chilliwack,46420 Uplands Road Chilliwack BC,Infant Toddler Kindergarten Preschool Schoolage,(604)795-0151,
Happy Days Family Daycare,British Columbia,Chilliwack,Janis Street Chilliwack BC,Infant Toddler Kindergarten Preschool Schoolage,(604) 824-5992,
Hopscotch Family Daycare,British Columbia,Chilliwack,Carleton Street Chilliwack BC,Infant Toddler Kindergarten Preschool Schoolage,604-795-5060,
Just For Fun Daycare,British Columbia,Chilliwack,Pearson St. Chilliwack BC,Infant Toddler,604 392 6139,
Castle Care Daycare,British Columbia,Cobble Hill,1032 braithwaite drive Cobble Hill BC,Toddler Kindergarten Preschool Schoolage,250-743-9675,
Above And Beyond Early Learning And Childcare,British Columbia,Colwood,Willowdale Road Colwood BC,Toddler Preschool,2504744270,
Compass Childcare,British Columbia,Colwood,598 Ridley Road Colwood BC,Toddler Preschool,294-6765,
Cozy Cubs Daycare,British Columbia,Colwood,3351 Wishart Road Colwood BC,Infant Toddler Kindergarten Preschool Schoolage,778 433-9943,
Little Miracles Child Care,British Columbia,Colwood,Alicia Place Colwood BC,Infant Toddler Kindergarten Preschool Schoolage,250-889-4882,
Comox Kidz Family Daycare,British Columbia,Comox,311 Pritchard Rd. Comox BC,Toddler Kindergarten Preschool Schoolage,(250) 339 4772,
Harmony Kids Dayhome,British Columbia,Comox,Unsure Comox BC,Infant Toddler,6138897227,
Lil' Grownups Daycare,British Columbia,Coquitlam,Blue Mountain Street Coquitlam BC,Preschool,778-960-8652,
1-2-Baby Shoe,British Columbia,Coquitlam,37 1195 Falcon Drive Coquitlam BC,Infant Toddler,7788698499,
ABC ChildCare,British Columbia,Coquitlam,Kinsac Street Coquitlam BC,Infant Toddler Preschool,778-355-3060,
ABC Childcare Center,British Columbia,Coquitlam,2621 Hawser  ave. Coquitlam BC,Infant Toddler Preschool,(778)990-2667,
All Saints Preschool,British Columbia,Coquitlam,1405 Como Lake Ave Coquitlam BC,Preschool,6049319099,
Alpha Bees Childcare,British Columbia,Coquitlam,Falcon Drive Coquitlam BC,Infant Toddler,778-316-3732,
ALPHA BEES INFANT-TODDLER CHILDCARE,British Columbia,Coquitlam,Falcon drive Coquitlam BC,Infant Toddler,778-316-3732,
B And D Montessori Learning Academy,British Columbia,Coquitlam,1187 Eagleridge Drive Coquitlam BC,Toddler Kindergarten Preschool Schoolage,604-464-6447,
Bramblewood Montessori Preschool And Day Center Ltd.,British Columbia,Coquitlam,1501 Bramble Lane Coquitlam BC,Infant Toddler Kindergarten Preschool,604 942 5430,
Bright Beginnings Infant And Toddler Care,British Columbia,Coquitlam,1129 Foster Avenue Coquitlam BC,Infant Toddler,604-613-1022,
Burke Mountain Children's Centre,British Columbia,Coquitlam,Wilkie Avenue Coquitlam BC,Infant Toddler Kindergarten Preschool Schoolage,604.649.0368,
Miss Bobbie's Mudskippers,British Columbia,Courtenay,Noort Place Courtenay BC,Infant Toddler Kindergarten Preschool Schoolage,250-331-1914,
Shine Bright Childcare,British Columbia,Cowichan Bay,4655 Bicks Road Cowichan Bay BC,Infant Toddler Kindergarten Preschool Schoolage,250-701-6589,
Teddy's Friends Licensed Family Daycare,British Columbia,Cranbrook,"408 4th St. N.W. Cranbrook, B.C. Cranbrook BC",Toddler Kindergarten Preschool Schoolage,250-489-4668,
Natasha's Family Day Care,British Columbia,Crofton,edmund st Crofton BC,Infant Toddler Kindergarten Preschool,2502462217,
Coal Valley Kids Daycare,British Columbia,Cumberland,2746 Kendal Ave Cumberland BC,Infant Toddler Kindergarten Preschool,250-400-8979,
Busy Bee Day Home Center,British Columbia,Dawson Creek,3rd street #41 Dawson Creek BC,Infant Toddler Kindergarten Preschool Schoolage,250-782-4606,
Deserays Daycare,British Columbia,Dawson Creek,9120 8th st Dawson Creek BC,Toddler,2507190231,
Early Steps Daycare,British Columbia,Dawson Creek,8417 17A Street Dawson Creek BC,Infant Toddler Kindergarten Preschool Schoolage,7789640555,
Kiwanis Child Care Centre,British Columbia,Dawson Creek,1100 95th Ave Dawson Creek BC,Toddler Kindergarten Schoolage,250-782-6885,
ABC  Daycare,British Columbia,Delta,116 st Delta BC,Infant Toddler Kindergarten Preschool Schoolage,6045999229,
Animal Crackers Preschool And OOSC,British Columbia,Delta,7670 Jarvis Elementary delta BC,Toddler Kindergarten Preschool Schoolage,604 5970181,
Believe'N U Child Centre,British Columbia,Delta,114 Street 84 Ave Delta BC,Infant Toddler Kindergarten Preschool Schoolage,604 725 3553,
Bright Future Family Child Care,British Columbia,Delta,8877 116B Street Delta BC,Infant Toddler,604-598-2976,
Brilliant Butterflies Children's Learning Centre,British Columbia,Delta,4594 54A Street Delta BC,Preschool,604-802-9702,
Brilliant Butterflies Children's Learning Centre,British Columbia,Delta,11655 86 Avenue Delta BC,Kindergarten Preschool Schoolage,778-881-4370,
Busy Bee Family Childcare,British Columbia,Delta,55th street Delta BC,Infant Toddler Preschool,604-940-4425,
Busy Bee's Childcare,British Columbia,Delta,11054 86 A Avenue Delta BC,Infant Toddler Kindergarten Preschool Schoolage,778-708-9252,
Delta Daycare,British Columbia,Delta,7675 116A Street Delta BC,Infant Toddler Kindergarten Preschool,778 558 8680,
Dunford ECE Family Daycare,British Columbia,Delta,55B Str Delta BC,Infant Toddler Kindergarten Preschool,604-946-1597,
Arcadian Child Care And Early Learning,British Columbia,Duncan,5650 Club Road Duncan BC,Infant Toddler Preschool,250-748-3922,
Mandy's Home Daycare LNR,British Columbia,Duncan,x Duncan BC,Infant Toddler Kindergarten Preschool,250-748-5445,
Little Elephants Daycare,British Columbia,Elkford,camberton Place Elkford BC,Infant Toddler Preschool Schoolage,12508654542,
George Street Daycare,British Columbia,Enderby,701 George Street Enderby BC,Preschool,250 838 6767,
Fernie Tots,British Columbia,Fernie,Box 12 Fernie BC,Toddler Kindergarten Preschool Schoolage,250-423-3317,
Little Charmer's Daycare,British Columbia,Fort St. James,381 Douglas Ave Fort St. James BC,Infant Toddler Kindergarten Preschool,2509961235,
Little Ducky Daycare,British Columbia,Gibsons,Hillcrest Gibsons BC,Infant Toddler Schoolage,7784622202,
Flourishing Family Child Care,British Columbia,Hope,Mallard Drive Hope BC,Infant Toddler Kindergarten Preschool Schoolage,6048604997,
Playing To Learn Childcare And Early Learning Center,British Columbia,Hope,210 4th Avenue Hope BC,Preschool,604-869-3109,
Foundations Family Child Care,British Columbia,Invermere,Castlestone drive Invermere BC,Infant Toddler Kindergarten Preschool Schoolage,250-341-3224,
Between Friends Daycare,British Columbia,Kamloops,1565 Summit Dr Kamloops BC,Kindergarten Preschool Schoolage,250-828-0038,
