,Unnamed: 0,facility,type,community,agegroups,district,address,operator,num_spaces,age,licence_status
502,502,Les Aventuriers de la Valle,Part-time Centre,Quispamsis,School-age,Francophone Sud,  Road   Quispamsis   Quispamsis E2E 0R7 (506) 847-6283,Association Rgionale Communaut Francophone Saint-Jean Inc.,60,School-age,Active
503,503,Les Beaux Soleils,Full-time Centre,Miramichi,Infant,Francophone Sud,300  Road   Beaverbrook   Miramichi E1V 1A1 (506) 622-7870,LE CARREFOUR COMMUNAUTAIRE BEAUSOLEIL INC.,20,Infant,Active
504,504,Les Etoiles de Marguerite-Bourgeoys,Part-time Centre,Caraquet,School-age,Francophone Nord-Est,238  rue   Marguerite-Bourgeoys   Caraquet E1W 1B7,JEUNESSE SANT INC.,60,School-age,Active
505,505,Les Flots,Full-time Centre,Miramichi,Preschool,Francophone Sud,300  Road   Beaverbrook   Miramichi E1V 1A1 (506) 627-4223,LE CARREFOUR COMMUNAUTAIRE BEAUSOLEIL INC.,45,"Preschool, School-age",Active
506,506,Les Mini-Michis,Full-time Centre,Miramichi,Infant,Francophone Sud,300  Road   Beaverbrook   Miramichi E1V 1A1 (506) 622-7870,LE CARREFOUR COMMUNAUTAIRE BEAUSOLEIL INC.,50,"Infant, Preschool",Active
507,507,LES PETITES SAUTERELLES,Home,Dieppe,Infant,Francophone Sud,405  rue   Vanier   Dieppe E1A 6J6 (506) 233-4700,MONIQUE BOUDREAU,6,"Infant, Preschool, School-age",Active
508,508,LES PETITS CURIEUX,Full-time Centre,Shediac,Infant,Francophone Sud,101  rue   Alphonse   Shediac E4P 1C9 (506) 351-1119,LES PETITS CURIEUX INC.,27,"Infant, Preschool, School-age",Active
509,509,LES PETITS FLOCONS,Home,Dieppe,Infant,Francophone Sud,341  rue   Gasp   Dieppe E1A 6C6 (506) 384-3324,LEBLANC CINDY L.,6,"Infant, Preschool, School-age",Active
510,510,Les P'tits Baie Marins,Full-time Centre,Baie-Sainte-Anne,Infant,Francophone Sud,5362  route   117   Baie-Sainte-Anne E9A 1V9 (506) 228-4563,Les P'tits Baie Marins Inc,56,"Infant, Preschool, School-age",Active
511,511,Les P'tits Coeurs  Mamie,Home,Rivire--La-Truite,Infant,Francophone Nord-Est,77  chemin   Paulin   Rivire--La-Truite E1X 3L5 (506) 395-9840,ISABELLE MALLET DIGNARD,6,"Infant, Preschool, School-age",Active
512,512,Les p'tits trsors de Steph,Full-time Centre,DSL de Drummond,Infant,Francophone Nord-Ouest,160  chemin   Desjardins   DSL de Drummond E3Y 1V3 (506) 473-6387,STPHANIE DESJARDINS,60,"Infant, Preschool, School-age",Active
513,513,Les Soleils Enchants,Full-time Centre,Quispamsis,Infant,Francophone Sud,  Road   Quispamsis   Quispamsis E2E 0R7 (506) 847-6283,Association Rgionale Communaut Francophone Saint-Jean Inc.,57,"Infant, Preschool",Active
514,514,Les Vortex de la Valle,Full-time Centre,Quispamsis,Preschool,Francophone Sud,  Road   Quispamsis   Quispamsis E2E 0R7 (506) 847-6283,Association Rgionale Communaut Francophone Saint-Jean Inc.,60,"Preschool, School-age",Active
515,515,Les Voyageurs,Part-time Centre,Miramichi,School-age,Francophone Sud,300  Road   Beaverbrook   Miramichi E1V 1A1 (506) 627-4125,LE CARREFOUR COMMUNAUTAIRE BEAUSOLEIL INC.,47,School-age,Active
516,516,Letourneau's Early Learning Centre,Home,Campbellton,Infant,Anglophone North,31  Prince William   Street Campbellton E3N 1X5 (506) 753-7778,Bonnie Letourneau,6,"Infant, Preschool, School-age",Active
517,517,L'Eveil Enfantin,Full-time Centre,Fredericton,Infant,Francophone Sud,715  Street   Priestman   Fredericton E3B 5W7 (506) 458-9915,Au p'tit monde de franco Inc.,60,"Infant, Preschool",Active
518,518,Liddle Skiddle's Club,Full-time Centre,Woodstock,Preschool,Anglophone West,116  Connell Park   Road Woodstock E7M 1M4 (506) 328-3136,Town of Woodstock,15,Preschool,Active
519,519,L'IL CRITTERS EARLY LEARNING AND CARE,Full-time Centre,Miramichi,Preschool,Anglophone North,227  Wellington   Street Miramichi E1N 1N1 (506) 622-3200,JENNIFER CURTIS,34,"Preschool, School-age",Active
520,520,LI'L SAND PEEPS CO-OPERATIVE DAYCARE,Full-time Centre,Dorchester,Infant,Anglophone East,A 18  Harrop   Avenue Dorchester E4K 2X9 (506) 688-4463,LI'L SAND PEEPS CO-OPERATIVE DAYCARE LTD.,20,"Infant, Preschool, School-age",Active
521,521,Lil Whooo's Daycare,Home,Lincoln,Infant,Anglophone West,31  Concorde   Drive Lincoln E3B 7G8 (506) 474-8110,EVELYNE DOIRON,6,"Infant, Preschool, School-age",Active
522,522,Lincoln After School Program,Part-time Centre,Lincoln,School-age,Anglophone West,5  Maple Leaf   Drive Lincoln E3B 7G9 (506) 458-9144,Lincoln Day Care Centre,19,School-age,Active
523,523,Lincoln Curious Kids Child Care,Part-time Centre,Lincoln,Preschool,Anglophone West,2475  Lincoln   Road Lincoln E3B 7E6 (506) 451-5342,Curious Kids Child Care Inc.,27,"Preschool, School-age",Active
524,524,Lincoln Day Care Centre,Full-time Centre,Lincoln,Infant,Anglophone West,5  Maple Leaf   Drive Lincoln E3B 7G9 (506) 458-9144,Lincoln Day Care Centre,60,"Infant, Preschool, School-age",Active
525,525,LISA ASTLE'S KOUNTRY KIDS AFTER SCHOOL CLUB IN NSEE,Part-time Centre,Sunny Corner,School-age,Anglophone North,36  Northwest   Road Sunny Corner E9E 1J4,LISA ASTLE,20,School-age,Active
526,526,LISA'S PLAYHOUSE,Full-time Centre,Roachville,Infant,Anglophone South,14  Ballymaginthy   Way Roachville E4G 2X1 (506) 433-2273,LISA'S PLAYHOUSE INC,60,"Infant, Preschool, School-age",Active
527,527,Little Adventures Big Learning Academy,Home,New Maryland,Preschool,Anglophone West,25  Doherty   Street New Maryland E3C 1C3 (506) 454-2516,Natalie O'Shea,6,"Preschool, School-age",Active
528,528,LITTLE ANGELS DAYCARE,Full-time Centre,Saint John,Infant,Anglophone South,815  Loch Lomond   Road Saint John E2J 1Y9 (506) 696-5155,LITTLE ANGELS DAYCARE INC.,59,"Infant, Preschool, School-age",Active
529,529,Little Bits Early Learning and Care 2,Full-time Centre,Miramichi,Infant,Anglophone North,107  Henderson   Street Miramichi E1N 2R8 (506) 625-0045,MELVINA BARRETTE,15,"Infant, Preschool, School-age",Active
530,530,LITTLE BLESSINGS AFTER SCHOOL CARE,Part-time Centre,Rothesay,School-age,Anglophone South,30  Vincent   Road Rothesay E2E 1A2 (506) 848-6373,Rothesay Baptist Church Inc.,44,School-age,Active
531,531,LITTLE BLESSINGS DAYCARE AND PRESCHOOL,Full-time Centre,Quispamsis,Preschool,Anglophone South,30  Vincent   Road Quispamsis E2E 1A2 (506) 848-6373,Rothesay Baptist Church Inc.,30,"Preschool, School-age",Active
532,532,Little Blossoms Learning Centre,Full-time Centre,Quispamsis,Infant,Anglophone South,86  Meenans Cove   Road Quispamsis E2E 1M7 (506) 647-4969,Double Blossoms Daycare Inc.,60,"Infant, Preschool, School-age",Active
533,533,Little Caterpillars Daycare,Home,Dieppe,Infant,Anglophone East,22  Abel   rue Dieppe E1A 7X2 (506) 380-0996,Tracy Babineau,6,"Infant, Preschool, School-age",Active
534,534,Little Dreamers Childcare,Home,Oromocto,Infant,Anglophone West,    Oromocto (506) 261-3310,TERRI HYATT,6,"Infant, Preschool, School-age",Active
535,535,Little Feathers Early Learning Centre,Full-time Centre,Madawaska Maliseet First Nation,Infant,Anglophone West,14  Okisu   Trail Madawaska Maliseet First Nation E7C 0C6 (506) 739-5669,Madawaska Maliseet First Nation,60,"Infant, Preschool, School-age",Active
536,536,Little Geniuses Afterschool Program,Part-time Centre,Fredericton,School-age,Anglophone West,25  Main   Street Fredericton E3A 1B7 (506) 453-7759,Little Geniuses Day Care Centre Inc.,30,School-age,Active
537,537,Little Geniuses Day Care Centre,Full-time Centre,Fredericton,Infant,Anglophone West,41  Royal Parkway   Road Fredericton E3G 0J9 (506) 453-7759,Little Geniuses Day Care Centre Inc.,59,"Infant, Preschool, School-age",Active
538,538,LITTLE HARVARD AFTER SCHOOL HAVELOCK CAMPUS,Part-time Centre,Saint John,School-age,Anglophone South,576  Havelock   Street Saint John E2M 2Y2 (506) 632-1300,LITTLE HARVARD EARLY LEARNING CENTRE INC,60,School-age,Active
539,539,LITTLE HARVARD EARLY LEARNING CENTRE,Full-time Centre,Saint John,Infant,Anglophone South,531  Dunn   Avenue Saint John E2M 2W6 (506) 632-1300,LITTLE HARVARD EARLY LEARNING CENTRE INC,45,"Infant, Preschool",Active
540,540,Little Harvard Early Learning Centre-Gondola Point Campus,Full-time Centre,Rothesay,Infant,Anglophone South,259  Gondola Point   Road Rothesay E2E 1Z9 (506) 632-1300,LITTLE HARVARD EARLY LEARNING CENTRE INC,28,"Infant, Preschool, School-age",Active
541,541,LITTLE HUMMINGBIRDS DAYCARE,Part-time Centre,Moncton,School-age,Anglophone East,287  Storey   Road Moncton E1A 7P4 (506) 229-2102,SYLVIE GAUTREAU,15,School-age,Active
542,542,Little Ladybugs Childcare,Home,Middle Hainesville,Infant,Anglophone West,3051  104   Route Middle Hainesville E6E 1H9 (506) 260-1400,EMILY MCINTYRE,6,"Infant, Preschool, School-age",Active
543,543,Little Land Learning Centre,Full-time Centre,Fredericton,Infant,Anglophone West,435  Brookside   Drive Fredericton E3A 8V4 (506) 458-5552,Little Land Learning Centre Inc.,60,"Infant, Preschool, School-age",Active
544,544,LITTLE LEADERS,Home,Saint John,Infant,Anglophone South,23  Maple Grove   Terrace Saint John E2K 2H9 (506) 639-4968,LITTLE LEADERS,6,"Infant, Preschool, School-age",Active
545,545,LITTLE MIRACLES DAY CARE/LA GARDERIE DES PETITS MIRACLES,Home,Richibucto,Infant,Anglophone North,11  Fleur-De-Lis   rue Richibucto E4W 3Z7 (506) 523-1817,CHRISTINE ARSENAULT,6,"Infant, Preschool, School-age",Active
546,546,Little Munchkins Preschool Center 2017,Full-time Centre,Hanwell,Infant,Anglophone West,2288  640   Highway Hanwell E3E 2E8 (506) 474-1843,Little Munchkins Preschool Inc.,40,"Infant, Preschool",Active
547,547,Little Rascals Daycare,Full-time Centre,Waterville-Sunbury,Infant,Anglophone West,145  Smith   Road Waterville-Sunbury E2V 3V3 (506) 208-1328,Little Rascals Daycare,42,"Infant, Preschool, School-age",Active
548,548,LITTLE SPROUTS DAY CARE,Home,Dieppe,Infant,Anglophone East,517  Pierre   rue Dieppe E1A 7H5 (506) 380-5338,HEATHER MACKENZIE,6,"Infant, Preschool, School-age",Active
549,549,LITTLE STEPS CHILD CARE,Full-time Centre,Petitcodiac,Infant,Anglophone East,85  Renfrew   Street Petitcodiac E4Z 4S6 (506) 756-3660,AMY MCEVOY,29,"Infant, Preschool, School-age",Active
550,550,LITTLE STEPS HAVELOCK,Full-time Centre,Havelock,Infant,Anglophone East,13  Cross   Road Havelock E4Z 5E8 (506) 534-2325,AMY MCEVOY,38,"Infant, Preschool, School-age",Active
551,551,Little Tater Tots Daycare,Home,Debec,Infant,Anglophone West,129  Debec   Road Debec E7N 2B9 (506) 324-4074,Felicia Butterfield,6,"Infant, Preschool, School-age",Active
552,552,LITTLE TREASURES CHILD CARE,Full-time Centre,Moncton,Infant,Anglophone East,15  Everett   Street Moncton E1C 3Z6 (506) 387-8044,Moncton Boys and Girls Club Inc.,65,"Infant, Preschool",Active
553,553,Little Treasures Future Leaders,Part-time Centre,Moncton,School-age,Anglophone East,15  Everett   Street Moncton E1C 3Z6 (506) 387-8044,Moncton Boys and Girls Club Inc.,33,School-age,Active
554,554,Little Treehouse on Killarney,Full-time Centre,Nashwaak Village,Infant,Anglophone West,258  Route 148 Killarney   Road Nashwaak Village E3G 9E2 (506) 472-6262,Little Treehouse on Killarney Inc.,60,"Infant, Preschool, School-age",Active
555,555,LITTLE TYKES LEARNING CENTER,Full-time Centre,Moncton,Preschool,Anglophone East,120  Lorne   Street Moncton E1C 0J3 (506) 384-7513,DARLA DUNSTON & KIM LUTES,40,"Preschool, School-age",Active
556,556,LIVING WATERS AFTER SCHOOL PROGRAM,Part-time Centre,Saint John,School-age,Anglophone South,36  Mountain   Road Saint John E2J 2X1 (506) 652-4696,Forest Hills Baptist Church Inc.,30,School-age,Active
557,557,LIVING WATERS CHILD DEVELOPMENT CENTRE,Full-time Centre,Saint John,Infant,Anglophone South,36  Mountain   Road Saint John E2J 2X1 (506) 652-4696,Forest Hills Bapist Church Inc.,40,"Infant, Preschool",Active
558,558,Look at us Grow Daycare,Full-time Centre,Moncton,Infant,Anglophone East,110  Snow   Avenue Moncton E1C 8B2 (506) 384-8010,Look at us Grow Daycare Inc.,15,"Infant, Preschool",Active
559,559,LOVE AND LEARN CHILD CARE CENTER,Full-time Centre,Riverview,Preschool,Anglophone East,85  Old Coach   Road Riverview E1B 1N9 (506) 386-3149,LOVE AND LEARN CHILD CARE CENTER INC.,60,"Preschool, School-age",Active
560,560,Madi's Friends Daycare Ltd.,Full-time Centre,Grand-Sault/Grand Falls,Preschool,Francophone Nord-Ouest,714  boulevard   Everard Daigle   Grand-Sault/Grand Falls E3Z 3C6 (506) 426-1532,Madi's Friends Daycare Ltd.,39,"Preschool, School-age",Active
561,561,MAGNETIC HILL ACADEMY,Home,Moncton,Infant,Anglophone East,777  Front Mountain   Road Moncton E1G 3H2 (506) 961-6494,SHERRIE STRUBLE-BROWN,6,"Infant, Preschool, School-age",Active
562,562,Mama Bears Daycare,Home,Oromocto,Infant,Anglophone West,68  Lansdown   Avenue Oromocto E2V 4S1 (506) 208-3008,Mama Bears Daycare,6,"Infant, Preschool, School-age",Active
563,563,MAMA'S TREE HOUSE DAY CARE,Full-time Centre,Moncton,Preschool,Anglophone East,182  Purdy   Avenue Moncton E1C 7W4 (506) 384-1464,MAMA'S TREE HOUSE DAY CARE INC.,32,"Preschool, School-age",Active
564,564,Maude & Dot Preschool,Home,Mactaquac,Infant,Anglophone West,1496  105   Route Mactaquac E6L 1B8 (506) 363-4640,KATHY BECKWITH,6,"Infant, Preschool, School-age",Active
565,565,MEGAN'S MUNCHKINS,Home,Grand Manan,Infant,Anglophone South,430  776   Route Grand Manan E5G 2C1 (506) 662-4242,MEGAN GREENLAW,6,"Infant, Preschool, School-age",Active
566,566,Mel's Toddler Town,Full-time Centre,Saint John,Preschool,Anglophone South,42  Craig   Crescent Saint John E2K 4J4 (506) 609-4070,687526 NB,15,"Preschool, School-age",Active
567,567,MILLIDGE AVENUE TOT SPOT CHILDCARE,Full-time Centre,Saint John,Preschool,Anglophone South,312  Millidge   Avenue Saint John E2K 2N1 (506) 635-8549,MILLIDGE AVENUE TOT SPOT CHILDCARE,24,Preschool,Active
568,568,Mini Blossoms Learning Centre,Full-time Centre,Quispamsis,Preschool,Anglophone South,12  Greystone   Drive Quispamsis E2G 0J1 (506) 647-4969,Double Blossoms Daycare Inc.,15,Preschool,Active
569,569,Mini Miracles Children's Center,Home,Fredericton,Infant,Anglophone West,6  Lapointe   Street Fredericton E3A 4Y5 (506) 459-0242,Amanda Donaher,6,"Infant, Preschool, School-age",Active
570,570,Miracles at First Child Care Centre,Full-time Centre,Moncton,Infant,Anglophone East,157  Queen   Street Moncton E1C 1K9 (506) 852-9105,FIRST BAPTIST CHILD CARE CENTRE INC.,60,"Infant, Preschool",Active
571,571,MON ECOLE MY SCHOOL CHILD CARE,Full-time Centre,Notre-Dame,Infant,Francophone Sud,3800  Route   115   Notre-Dame E4V 2H9 (506) 533-0859,MON ECOLE MY SCHOOL CHILD CARE INC.,60,"Infant, Preschool, School-age",Active
572,572,MONCTON HEADSTART EARLY FAMILY INTERVENTION,Full-time Centre,Moncton,Preschool,Anglophone East,1111  Mountain   Road Moncton E1C 2S9 (506) 858-8252,MONCTON HEADSTART INC.,36,Preschool,Active
573,573,MONTESSORI DIEPPE,Full-time Centre,Dieppe,Preschool,Francophone Sud,3 299  rue   Champlain   Dieppe E1A 1P2 (506) 855-1234,MONTESSORI DIEPPE INC.,46,Preschool,Active
574,574,Mosaic Early Learning Centre,Home,St.Stephen,Preschool,Anglophone South,14  St. Croix   Street St.Stephen E3L 2A3 (514) 706-2602,Cara Thiessen,9,"Preschool, School-age",Active
575,575,Mrs. Sandra's,Home,New Maryland,Infant,Anglophone West,24  Birchwood   Crescent New Maryland E3C 1C9 (506) 455-1815,Sandra Clements,6,"Infant, Preschool, School-age",Active
576,576,Mrs. Sylvia's Preschool,Home,New Maryland,Preschool,Anglophone West,34  McMurtrie   Avenue New Maryland E3C 1G7 (506) 453-1853,Sylvia Staples,9,"Preschool, School-age",Active
577,577,Mud Pies & Butterflies Family Childcare,Full-time Centre,Dieppe,Preschool,Anglophone East,24  Remi   Court Dieppe E1A 6V7 (506) 874-9922,Andrew St.Louis,15,"Preschool, School-age",Active
578,578,Munchkins Clubhouse 2017,Part-time Centre,Hanwell,Preschool,Anglophone West,2288  640   Route Hanwell E3E 2E8 (506) 474-1843,Little Munchkins Preschool Inc.,30,"Preschool, School-age",Active
579,579,Nackawic Childcare,Full-time Centre,Nackawic,Infant,Anglophone West,8  McLaren   Crescent Nackawic E6G 1C7 (506) 575-2950,Nackawic Childcare Inc.,52,"Infant, Preschool, School-age",Active
580,580,NBMFRC After School Program,Part-time Centre,Oromocto,Preschool,Anglophone West,A 45  St Lawrence   Avenue Oromocto E2V 4J5 (506) 422-4407,Family Resource Centre for the Military Community Inc.,60,"Preschool, School-age",Active
581,581,NBMFRC Casual Child Care Program,Full-time Centre,Oromocto,Infant,Anglophone West,A 45  St Lawrence   Avenue Oromocto E2V 4J5 (506) 422-4407,Family Resource Centre for the Military Community Inc.,28,"Infant, Preschool",Active
582,582,NBMFRC Child Care Service,Full-time Centre,Oromocto,Infant,Anglophone West,A 45  St Lawrence   Avenue Oromocto E2V 4J5 (506) 422-4407,Family Resource Centre for the Military Community Inc.,60,"Infant, Preschool",Active
583,583,New Maryland Children's Centre,Full-time Centre,New Maryland,Preschool,Anglophone West,328  New Maryland   Highway New Maryland E3C 2H4 (506) 457-1551,New Maryland Children's Centre Ltd.,60,"Preschool, School-age",Active
584,584,New Maryland Kids Klub,Part-time Centre,New Maryland,School-age,Anglophone West,525  New Maryland   Highway New Maryland E3C 1K1 (506) 472-0060,New Maryland Children's Centre Ltd.,60,School-age,Active
585,585,Next to Home Early Learning and Afterschool Center,Full-time Centre,Moncton,Preschool,Anglophone East,234  Reade   Street Moncton E1C 6S8 (506) 853-0893,Next to Home Childcare Inc.,31,"Preschool, School-age",Active
586,586,Noonan Rascals,Home,Noonan,Infant,Anglophone West,199  Watters   Road Noonan E3A 6Y8 (506) 460-5418,Amanda Lyons,6,"Infant, Preschool, School-age",Active
587,587,NORTHEND LEARNING CENTER,Full-time Centre,Moncton,Infant,Anglophone East,96  Gorge   Road Moncton E1G 1E6 (506) 384-5437,NORTHEND LEARNING CENTER INC.,54,"Infant, Preschool",Active
588,588,NORTHEND LEARNING CENTER 2,Part-time Centre,Moncton,School-age,Anglophone East,96  Gorge   Road Moncton E1G 1E6 (506) 384-5437,NORTHEND LEARNING CENTER INC.,15,School-age,Active
589,589,NORTHEND LEARNING CENTER 3,Part-time Centre,Moncton,Preschool,Anglophone East,96  Gorge   Road Moncton E1G 1E6 (506) 384-5437,NORTHEND LEARNING CENTER INC.,40,"Preschool, School-age",Active
590,590,Northside Daycare Center,Full-time Centre,Fredericton,Infant,Anglophone West,262  St. Mary's   Street Fredericton E3A 2S4 (506) 458-9470,Northside Daycare Center Ltd.,79,"Infant, Preschool, School-age",Active
591,591,NOS PETITS CAMARADES,Full-time Centre,Dieppe,Preschool,Francophone Sud,386  rue   Amirault   Dieppe E1A 1G3 (506) 854-7412,NOS PETITS CAMARADES (2014) LTE,30,Preschool,Active
592,592,Once Upon a Time Daycare/Garderie Il tait une fois,Full-time Centre,Memramcook,Infant,Francophone Sud,177  Route   La Vallee   Memramcook E4K 3E5 (506) 334-4000,ONCE UPON A TIME DAYCARE INC./GARDERIE IL ETAIT UNE FOIS INC,48,"Infant, Preschool, School-age",Active
593,593,ORIGINS NLC 104,Full-time Centre,Saint John,Preschool,Anglophone South,99  Burpee   Avenue Saint John E2K 3V9 (506) 634-1979,ORIGINS NATURAL LEARNING CHILDCARE LTD,60,Preschool,Active
594,594,ORIGINS NLC 132,Full-time Centre,Saint John,Preschool,Anglophone South,99  Burpee   Avenue Saint John E2K 3V9 (506) 634-1979,ORIGINS NATURAL LEARNING CHILDCARE LTD,60,"Preschool, School-age",Active
595,595,ORIGINS NLC 184,Full-time Centre,Saint John,Infant,Anglophone South,99  Burpee   Avenue Saint John E2K 3V9 (506) 634-1979,ORIGINS NATURAL LEARNING CHILDCARE LTD,60,"Infant, Preschool",Active
596,596,ORIGINS NLC 215,Full-time Centre,Saint John,Infant,Anglophone South,567  Millidge   Avenue Saint John E2K 2N5 (506) 634-0088,ORIGINS NATURAL LEARNING CHILDCARE LTD,40,"Infant, Preschool",Active
597,597,ORIGINS NLC 364,Full-time Centre,Saint John,Infant,Anglophone South,99  Burpee   Avenue Saint John E2K 3V9 (506) 634-1979,ORIGINS NATURAL LEARNING CHILDCARE LTD,60,"Infant, Preschool",Active
598,598,Origins NLC 627,Full-time Centre,Quispamsis,Preschool,Anglophone South,4  Landing   Court Quispamsis E2E 4R2 (506) 634-1979,ORIGINS NATURAL LEARNING CHILDCARE LTD,24,"Preschool, School-age",Active
599,599,ORIGINS NLC 635,Full-time Centre,Quispamsis,Infant,Anglophone South,4  Landing   Court Quispamsis E2E 4R2 (506) 634-1979,ORIGINS NATURAL LEARNING CHILDCARE LTD,60,"Infant, Preschool",Active
600,600,ORIGINS NLC 712,Full-time Centre,Quispamsis,Preschool,Anglophone South,4  Landing   Court Quispamsis E2E 4R2 (506) 634-1979,ORIGINS NATURAL LEARNING CHILDCARE LTD,60,Preschool,Active
601,601,ORIGINS NLC 745,Part-time Centre,Saint John,School-age,Anglophone South,487  Woodward   Avenue Saint John E2K 4N1 (506) 644-8044,ORIGINS NATURAL LEARNING CHILDCARE LTD,43,School-age,Active
602,602,Oromocto Day Care Centre,Full-time Centre,Oromocto,Infant,Anglophone West,38  Iroqouis   Avenue Oromocto E2V 2A1 (506) 357-8428,621546 N.B. Ltd.,55,"Infant, Preschool",Active
603,603,Oromocto West Child Care Centre,Part-time Centre,Oromocto,School-age,Anglophone West,855  Waasis   Road Oromocto E2V 2N5 (506) 446-3010,621547 N.B. Ltd.,60,School-age,Active
604,604,Our Happy Place,Home,Dieppe,School-age,Anglophone East,102  Mathilde   Street Dieppe E1A 7V2 (506) 383-5037,Michelle Rose-Murphy,9,School-age,Active
605,605,Owls and Friends Learning Tree,Full-time Centre,Moncton,Infant,Anglophone East,15  Karen   Drive Moncton E1C 9B1 (506) 857-1346,Lauren Claveau,37,"Infant, Preschool, School-age",Active
606,606,PASSAMAQUODDY DAY CARE CENTRE,Full-time Centre,Saint Andrews,Infant,Anglophone South,390  Montague   Street Saint Andrews E5B 1J8 (506) 529-3072,PASSAMAQUODDY CHILDREN'S CENTRE INC.,59,"Infant, Preschool, School-age",Active
607,607,Passe-Port 5-12,Part-time Centre,Saint-Jacques,School-age,Francophone Nord-Ouest,10  avenue   De L'cole Saint-Jacques   Saint-Jacques E7B 1E7 (506) 739-6755,Nathalie Caron,60,School-age,Active
608,608,PCS Afterschoolers on Main,Part-time Centre,Fredericton,School-age,Anglophone West,121  Main   Street Fredericton E3A 1C6 (506) 458-8980,The Preschool Centre Inc.,30,School-age,Active
609,609,PENINSULA PRESCHOOL ASSOCIATION,Part-time Centre,Kingston,Preschool,Anglophone South,3950  845   Route Kingston E5N 1E9 (506) 763-3228,PENINSULA PRESCHOOL ASSOCIATION,23,Preschool,Active
610,610,PENNFIELD DAYCARE,Full-time Centre,Pennfield,Infant,Anglophone South,81  176   Route Pennfield E5H 1V3 (506) 456-2676,PENNFIELD DAYCARE,33,"Infant, Preschool, School-age",Active
611,611,PETITCODIAC BOYS & GIRLS CLUB AFTERSCHOOL KIDS KLUB,Part-time Centre,Petitcodiac,School-age,Anglophone East,45  Corey   Avenue Petitcodiac E4Z 4G3 (506) 756-2841,THE PETITCODIAC BOYS & GIRLS CLUB INC.,36,School-age,Active
612,612,Petitcodiac Boys & Girls Club's Early Learning Centre,Full-time Centre,Petitcodiac,Infant,Anglophone East,45  Corey   Avenue Petitcodiac E4Z 4G3 (506) 756-2841,THE PETITCODIAC BOYS & GIRLS CLUB INC.,44,"Infant, Preschool",Active
613,613,Petite cole Marika,Part-time Centre,Drummond,Preschool,Francophone Nord-Ouest,1365  chemin   Tobique   Drummond E3Y 2P4 (506) 473-7760,Marc Bard,18,Preschool,Active
614,614,PIROUETTE-CACAHOUETE,Home,Moncton,School-age,Francophone Sud,24  Street   Lady Russell   Moncton E1E 0C2 (506) 855-9328,MELANIE ALBERT,9,School-age,Active
615,615,Pitter Patter Daycare,Home,Riverview,Infant,Anglophone East,102  Traynor   Street Riverview E1B 3B2 (506) 232-1099,Shannon Nevers,6,"Infant, Preschool, School-age",Active
616,616,Play Learn Grow: Early Learning Childcare Home,Home,Perth-Andover,Infant,Anglophone West,25  Richard   Street Perth-Andover E7H 3W7 (506) 426-0506,Jamie Brideau,6,"Infant, Preschool, School-age",Active
617,617,Play With Purpose Childcare,Home,Fredericton,Infant,Anglophone West,87  Burnham   Court Fredericton E3B 5T8 (506) 470-0337,Sarah Pennington,6,"Infant, Preschool, School-age",Active
618,618,"Play, Laugh, Grow Learning Centre",Part-time Centre,Dieppe,School-age,Anglophone East,76  Emmanuel   rue Dieppe E1A 2J5 (506) 857-3807,DIEPPE BOYS AND GIRLS CLUB INC.,60,School-age,Active
619,619,"Play, Laugh, Grow Learning Centre 2",Full-time Centre,Dieppe,Preschool,Anglophone East,76  Emmanuel   rue Dieppe E1A 2J5 (506) 857-3807,DIEPPE BOYS AND GIRLS CLUB INC.,60,"Preschool, School-age",Active
620,620,PLAYSCHOOL,Full-time Centre,Sackville,Preschool,Anglophone East,A 223  Main   Street Sackville E4L 3A7 (506) 536-1837,PLAYSCHOOL INC.,25,Preschool,Active
621,621,POLKADOTS THE KIDS SPOT,Full-time Centre,Rothesay,Infant,Anglophone South,15  Marr   Road Rothesay E2E 2R5 (506) 849-0252,POLKADOTS THE KIDS SPOT LTD.,60,"Infant, Preschool",Active
622,622,POLKADOTS THE KIDS SPOT PRESCHOOL AND AFTERSCHOOL,Part-time Centre,Rothesay,Preschool,Anglophone South,15  Marr   Road Rothesay E2E 2R5 (506) 849-0252,POLKADOTS THE KIDS SPOT LTD.,60,"Preschool, School-age",Active
623,623,PORTER STREET PRESCHOOL AND AFTER SCHOOL PROGRAM,Full-time Centre,Saint John,School-age,Anglophone South,197  Porter   Street Saint John E2M 0A4 (506) 672-2683,TOBY CLARK,15,School-age,Active
624,624,Powerplay Academy Moncton 5,Full-time Centre,Moncton,Infant,Anglophone East,1220  Ryan   Street Moncton E1G 2V6 (506) 854-7529,Power Play Academy Moncton Campus Inc.,54,"Infant, School-age",Active
625,625,Powerplay Academy Moncton 6,Full-time Centre,Moncton,Infant,Anglophone East,1220  Ryan   Street Moncton E1G 2V6 (506) 854-7529,Power Play Academy Moncton Campus Inc.,60,"Infant, Preschool, School-age",Active
626,626,PRECIOUS LITTLE ONES DAYCARE,Full-time Centre,Quispamsis,Preschool,Anglophone South,97  Vincent   Road Quispamsis E2E 1S9 (506) 847-2327,PRECIOUS LITTLE ONES DAYCARE,35,"Preschool, School-age",Active
627,627,PRECIOUS LITTLE ONES PRESCHOOL AND AFTERSCHOOL CENTRE,Part-time Centre,Quispamsis,Preschool,Anglophone South,97  Vincent   Road Quispamsis E2E 1S9 (506) 847-2327,PRECIOUS LITTLE ONES DAYCARE,34,"Preschool, School-age",Active
